,Growth,Inflation,Rate,Money,Credit,Exchange
2020-11-23,11.556863129119387,-0.40251756177053327,-2.34904288315748,1.3417969344204823,2.086727431268851,5.897860893267269
2020-11-24,11.534706358017036,-0.4329936914906025,2.8516063232905005,1.102612166023349,2.2745348967572196,6.018615893509211
2020-11-25,11.512975514274702,-0.5327239300816099,3.019767278521855,1.3388281957656614,2.0551801161653165,6.061137876834
2020-11-26,11.491650678797098,-0.7073927762265279,-0.5728427776222825,1.4646665990111951,1.8526120349136126,6.107049714688639
2020-11-27,11.470712917690914,-0.5973152429849442,-1.4243920009749602,1.3281275962367793,2.368601599704405,6.1716405531251946
2020-11-30,11.450144207976575,-0.48238707624382476,-2.1107109372010466,1.903610896155136,1.925333325168351,6.108302858647481
2020-12-01,11.409215459981214,-0.3570938788587573,-3.8959243546903797,1.7079845642261375,2.0897342999430912,6.24957989807131
2020-12-02,11.369239649359628,-0.22768744866593937,-5.01554422524816,1.5179109732763165,2.5242486625809746,6.280352511865487
2020-12-03,11.330179679391053,-0.28354803896119474,-3.027052220519254,1.8421895238375554,2.378021633767026,6.356386246556518
2020-12-04,11.292000223707653,-0.2714135915656313,-2.0925518074069003,1.7906016418522133,2.3974871525142536,6.283240538467698
2020-12-07,11.254667622838733,-0.3029558471563247,-2.7451359861145788,1.7351974014232852,2.6167650844090105,6.368450190347245
2020-12-08,11.218149788381458,-0.14557889193847334,-2.383397521687021,1.971177734448219,2.377248873664869,6.354247082076982
2020-12-09,11.182416114119603,0.004752816779298646,-2.115606050593084,1.9215495784688912,2.540034270184171,6.306232716039282
2020-12-10,11.147437393481283,0.4873263681682283,-2.583611781887576,2.163973569482309,2.1228712790953717,6.308647533092509
2020-12-11,11.113185742787923,0.715614592340119,-1.726502250494821,1.7664578487741847,2.599888353043787,6.304028505368873
2020-12-14,11.079634529801144,0.7493657680317963,-2.5537691769129505,1.7545791786787293,2.410625914517582,6.369947582292459
2020-12-15,11.046758307122612,0.8723750327861325,-2.351392190048903,1.8592218152322877,2.1927902754012862,6.389529212637652
2020-12-16,11.01453275004486,1.0690786068176803,-3.3918019897874805,2.152524291084262,1.9342547606555516,6.525133454065663
2020-12-17,10.982934598489464,1.2800078877947723,-4.508535963189051,2.1711923575444114,2.031398924762273,6.7053111090346045
2020-12-18,10.951941602703206,1.6749970843479862,-3.4553712108657586,2.3555659044276034,1.9414129495252412,6.674600342488967
2020-12-21,10.9215324724135,2.591224601344898,-4.475941099163958,2.5808948740115527,2.1047017255443934,6.720593538633464
2020-12-22,10.89168682917173,2.906840094776062,-3.804841734219865,2.8249752689436773,2.3598064778927426,6.58975625525789
2020-12-23,10.862385161637883,2.5789245123232796,-3.6508514979782376,2.6306380569308097,2.6832677499766877,6.67161288615704
2020-12-24,10.833608783581846,2.3976424686641247,-5.363237301368605,2.3155199654005267,3.0086146015901134,6.6874549770630685
2020-12-25,10.80533979439675,2.3437201314351563,1.0195464434317107,2.4765107685832524,2.708223297684321,6.675218066310355
2020-12-28,10.777561041937673,2.3721753458665598,-0.7521541221156143,2.585040331637143,2.390240138081068,6.574558558985553
2020-12-29,10.75025608751509,2.338465895335757,-0.33040239433548835,2.2233762615780375,2.800574003936197,6.6017200226834305
2020-12-30,10.723409172887207,2.4707041088579165,0.8566863515403398,2.6283463881611864,2.0031839168687116,6.635004770373241
2020-12-31,10.697005189108467,2.5476226225758545,-1.8017782216955778,2.5425266705820864,2.274822967587329,6.573463095295274
2021-01-04,10.627498148536553,2.71441429846094,-3.5867388373065534,2.42817053651546,2.5507811208557736,6.605355594994617
2021-01-05,10.59363750976001,2.905535627143119,-3.748910949659585,2.849524842054713,1.890435462216535,6.772251029338005
2021-01-06,10.560346996644332,3.0272606952519174,-1.8503219234517312,2.99004025762399,2.047624373608354,6.807843609830966
2021-01-07,10.527608749916425,3.0560551442890938,-4.320724817739925,3.237941610992144,2.3813907072046736,6.656924419490391
2021-01-08,10.495405652515778,3.3595710772443654,-3.33520225797637,2.680409143264473,3.1281001163360957,6.67833721691559
2021-01-11,10.463721292731364,3.2689720110021936,-3.7141238640279646,2.4356414347459987,3.2962881337340213,6.656422731914168
2021-01-12,10.432539929528996,3.2328811200449836,-4.508260177310106,2.3410650256876053,3.0263208941869753,6.801882971264985
2021-01-13,10.401846459914163,3.1430651302106893,-3.9236817370713575,2.735293711224591,2.513330815188715,6.727051780157671
2021-01-14,10.371626388187934,3.1121864808722903,-6.002350770741135,2.854691979708921,2.553582575507069,6.750088930419333
2021-01-15,10.341865796965163,3.068208984263373,-6.44822478350677,2.297704275475335,3.475554286177305,6.630953042241388
2021-01-18,10.312551319834677,3.033380966684171,-4.081129928559745,1.9561342824438417,3.643189076140378,6.607244950474583
2021-01-19,10.283670115550704,3.1006877802720076,-1.541849370729914,1.7792345575537194,3.54164345266791,6.697049617178256
2021-01-20,10.255209843653434,3.0728382407888284,0.09990908783542751,1.8369134113892023,3.583464406414376,6.778869037378692
2021-01-21,10.227158641424609,3.051598989689582,-1.6070776618981883,1.8249437405638798,3.2740419144796666,6.86098906212086
2021-01-22,10.199505102091168,3.0503616893457552,-2.919896872430408,1.5796469624746066,3.5701314572394685,6.838122388220895
2021-01-25,10.172238254196662,3.1022724058861404,0.2947678656676419,1.2919904598400023,3.7334664900556724,6.791348263812336
2021-01-26,10.145347542066116,3.232470006329922,2.8042875853663,0.5959624048385135,4.122490923820697,6.869292086241133
2021-01-27,10.118822807295576,3.3500543175758084,5.587959913510232,-1.2905518072853033,4.098204129765649,6.8246740809566795
2021-01-28,10.092654271202619,3.5080401985039904,8.729857690077969,-1.5525057460868537,4.21253709997635,6.85079150352984
2021-01-29,10.06683251817874,3.6990729283001347,9.233596310697909,-1.4858833062210257,3.7193232753174765,6.858271302840356
2021-02-01,10.035474320209557,4.040728857538917,9.00779989832314,-1.2894025554450774,3.59567011363446,6.764581314737454
2021-02-02,10.00457220091707,4.344334105188878,1.3366333657871983,-1.7459677740627564,4.042083477508157,6.721829874279322
2021-02-03,9.974114112425978,4.9758404175281195,-1.013387266305152,-2.4469688667284544,4.500663321421295,6.59787519257486
2021-02-04,9.944088451895125,5.012216211307072,2.193649155755967,-2.301464336232095,4.247002608717992,6.594667369099312
2021-02-05,9.914484041094656,4.901933895097959,0.32301651203931,-2.096352013359385,3.601330188480606,6.7453128728825735
2021-02-08,9.885290107099397,5.065349606420028,2.800929871695664,-2.076137873427178,3.1832780534226774,6.8006198060051775
2021-02-09,9.85649626402683,5.14810110946369,0.8537760575625896,-1.7802224559936066,2.5190144685689493,6.954464588155426
2021-02-10,9.8280924957535,5.306057270930083,-0.756316718256852,-1.9462628191065434,2.694712870609421,7.004876913256792
2021-02-18,9.66534319366476,5.275317011411118,0.12647506954046364,-2.1723168469120173,2.5771256925180412,7.0252287773655855
2021-02-19,9.639417326361105,5.244919040442536,-2.2863270548932353,-1.713295513574372,2.0913579373988225,7.129697318308651
2021-02-22,9.613812920235004,5.646413751098988,-0.038976294458933414,-2.5219651682236544,2.6684631887237487,7.202281291438453
2021-02-23,9.588522643480712,5.755908375353638,1.1749620916492804,-2.199105375246372,2.6848454549260743,7.242131141768823
2021-02-24,9.563539403457986,6.096098616381639,-0.5471933495954916,-2.269542163839473,2.539617725712068,7.14836151926278
2021-02-25,9.538856336939043,6.045302384211926,0.5210409542719282,-2.3884681615587944,2.627025571907061,7.0960843004600775
2021-02-26,9.514466800824357,5.946611182419904,-1.2122644694129048,-2.6358277156395937,3.0856969327821795,6.8747594660572355
2021-03-01,9.482475752732693,5.507221048200245,-0.7602781227264908,-2.256614418896821,2.5612267961218507,6.895271815015859
2021-03-02,9.450919718507183,5.312241849952228,0.171803007912695,-2.0475039051035884,2.867613505653102,6.8133520261932645
2021-03-03,9.41978844066511,5.249777900139765,-1.1802581405819912,-2.5234145988722716,3.5504177031034834,6.7207560835482445
2021-03-04,9.38907200373812,5.505072087708596,1.0430097684547166,-2.6088943194814744,3.7474374078712738,6.483797662942759
2021-03-05,9.358760819424422,5.757974398578229,-0.46490731915686023,-3.0688704990009326,4.111947901599099,6.33421284198603
2021-03-08,9.32884561252934,5.930874464187693,-0.0812561781301835,-4.34341523108324,4.554055831937859,6.3123047630510305
2021-03-09,9.299317407644725,6.176259941114651,-1.1624317646646576,-3.2472191360003526,4.131194638724103,6.257440656041181
2021-03-10,9.270167516521354,8.391193969388473,-2.0557333928780053,-3.1368017310317393,4.050562438338096,6.215866571398596
2021-03-11,9.24138752609171,7.730708350046996,-0.25220680072568713,-2.951094549310789,3.8751522542263865,6.084699320230045
2021-03-12,9.212969287103547,7.882364488505915,-0.0401987258955708,-2.4969474163410723,4.25212700262249,6.363086618917234
2021-03-15,9.184904903327485,8.378658531016276,1.856899975460276,-2.8048949432698675,4.804295714585034,6.364191772203419
2021-03-16,9.157186721304338,8.011095788444935,3.5261572008030564,-2.339942899035333,4.805895264585254,6.544034978055205
2021-03-17,9.129807320600344,8.936680622662657,3.1579702883442082,-2.0916037710229745,4.782942391251171,6.750372757306058
2021-03-18,9.10275950454056,8.529333724012341,4.386979146637991,-2.0598085189609634,4.958338444286957,6.690564501982541
2021-03-19,9.076036291392704,9.981855427029506,5.775041785490498,-2.2599946824846695,5.099606096631869,7.00157763808971
2021-03-22,9.049630905975631,8.691675140524286,5.030381424532035,-2.6566357463851,5.080690776723219,7.310586901288924
2021-03-23,9.023536771668269,8.447623096113023,7.345498501829843,-2.7017850663451677,4.996228787776048,7.547746891906161
2021-03-24,8.997747502796466,8.773872044300727,2.484437285576783,-2.7139295669419097,5.09201662482891,7.44753471197669
2021-03-25,8.972256897376663,8.366562620855433,5.478514143102402,-3.162458938524243,5.33176480497604,7.405612814634629
2021-03-26,8.947058930196668,8.643807418788427,5.158974175701042,-3.0055392044352116,5.354940513861377,7.321023495830064
2021-03-29,8.922147746215028,9.1483282590012,1.152384337608077,-2.9362900320397154,5.530535425995693,7.137649716903545
2021-03-30,8.897517654261726,9.42324593111092,1.1190668074001449,-3.4095541014261785,5.828556546533761,6.768981790960517
2021-03-31,8.873163121023966,10.015959883107907,6.066039186987579,-3.5113027471179885,5.752364512335639,6.578708541521719
2021-04-01,8.842456079898266,9.928820381518747,4.61659420234993,-3.3680286384674227,5.352966316637674,6.802841735827883
2021-04-02,8.812072561088364,9.622491561821294,6.084423797960919,-3.2323175628528444,5.617306706986017,6.782562186173756
2021-04-06,8.752248038808725,8.245536486158453,5.970396252198274,-5.700816425648137,6.1267580325649895,7.212161723930038
2021-04-07,8.722793489940168,7.605069377306439,5.464799783826894,-7.088314628151634,6.467322413586742,7.301857682722986
2021-04-08,8.693635358749617,7.67366001045653,5.50275460463803,-6.456172495045065,5.941882096424879,7.423476234379734
2021-04-09,8.664767322345348,7.76782531037597,3.555741759472626,-5.651753118001924,5.6969954154535865,7.246795483203878
2021-04-12,8.6361832263632,7.494600120097529,3.2370308804770698,-5.032234372977021,5.950156231397614,7.294382276661983
2021-04-13,8.607877079069837,7.759483165845113,3.769293669535942,-4.877459913164319,5.893598674146478,7.279503614644553
2021-04-14,8.579843045724756,7.999794402898995,4.876061269468054,-4.877918540701826,6.084962785341761,7.330042535941925
2021-04-15,8.5520754431879,8.340524076362225,6.770531540481198,-4.878023612083144,5.98951304330571,7.330584177491895
2021-04-16,8.524568734760617,8.63417632263571,8.07044130906431,-4.318058121224237,5.88884308984438,7.25552667371284
2021-04-19,8.497317525248318,8.55719071854625,8.862097322135726,-3.9630229939522446,5.846083919090036,7.529601721066105
2021-04-20,8.470316556233897,8.378771458560262,6.992784303808108,-3.9757851672511837,6.023090229650519,7.616381546004727
2021-04-21,8.443560701551663,8.759293346377195,5.877558732733776,-4.135481632358218,6.3036730616113115,7.57586574361426
2021-04-22,8.417044962952007,10.706568462652946,7.276345051138552,-4.602948538833234,6.278763186466285,7.603279843861253
2021-04-23,8.390764465947703,10.279308352302333,6.819530148480002,-4.521084433645878,6.332977749247689,7.764469513819646
2021-04-26,8.36471445583314,9.858789009010653,6.92888488712145,-4.457345423944929,6.4045410109906165,7.816695716526926
2021-04-27,8.338890293868356,9.766577879109144,5.5271291912923495,-4.409436364744831,6.398388778230478,7.852700450256174
2021-04-28,8.31328745362016,10.165612418589674,4.402148286271682,-4.526383571390262,6.547256863817525,7.870893704961242
2021-04-29,8.28790151745303,10.009592900923778,2.433079566884057,-3.8386821201520833,6.432645882863861,7.83323705143885
2021-04-30,8.262728173162902,9.211799272318931,5.56195188737828,-3.106624068968456,6.0836474537487195,7.692032815715088
2021-05-06,8.160390484247941,8.170047871266753,5.612143369380939,-2.348791815231623,6.005545412321926,7.568288671570748
2021-05-07,8.135328489945666,8.724914781771169,4.4485861072580875,-2.245626692205966,6.281732139997587,7.75702134532437
2021-05-10,8.1104674974022,9.778117945370735,4.24681562864293,-1.729634790318336,6.100301753562312,7.747981082737931
2021-05-11,8.085803691790867,9.672630011985344,5.612180060179817,-1.6946268834550757,6.5041772693669255,7.69130022231402
2021-05-12,8.061333350997199,9.90130891907976,5.2151308445978515,-1.263463135567279,6.564000656030032,7.521627518037439
2021-05-13,8.03705284305233,9.521125698967513,7.590386766050608,-1.3826515748560553,6.910604879356461,7.614074499484492
2021-05-14,8.012958623665927,9.1650226598745,6.320297298760578,-1.5266786790419031,7.047087262130576,7.648079009078992
2021-05-17,7.98904723385416,8.416421023328354,8.54643422324029,-1.0580063429597102,6.9637968461950965,7.651745346117026
2021-05-18,7.9653152976585915,8.08029108302503,7.174657721094834,-0.8616128093500945,6.820582008953673,7.737033345407304
2021-05-19,7.9417595199519475,7.481277529315573,4.182995382490374,-0.734226481410805,6.729353285440832,7.652860758660641
2021-05-20,7.918376684327001,7.024940607045577,6.217250154200652,-0.5151808512707099,6.514733243893721,7.581127706377476
2021-05-21,7.895163651064937,6.85817748824795,6.2590649032427255,-0.6369300000796416,6.883484292991422,7.487189924070114
2021-05-24,7.872117355179789,6.5080811351973304,3.885437915082488,-0.004472823541294524,6.6937728393979175,7.397119080003925
2021-05-25,7.849234804535639,6.476266824833747,2.7905136438332736,0.5611138810920564,6.390931334745794,7.4626224365295855
2021-05-26,7.826513078033514,6.233349857773844,1.3017045378207817,0.916383813053824,5.986786024511174,7.42928791008816
2021-05-27,7.803949323864948,6.057252987865056,0.9506891109583018,0.7088665519456026,6.4971654435883615,7.423749201184954
2021-05-28,7.781540757829427,6.203947878239063,0.8647134299798142,0.4272636515423427,6.889033509043838,7.233948836023863
2021-05-31,7.759284661712979,6.333243125114381,7.566104216920928,0.6927526034055362,6.856342596422039,7.212096692098108
2021-06-01,7.739634677672389,6.305625378786123,6.136313081637891,1.4819434013046018,6.729092872780603,7.072624631432708
2021-06-02,7.7201490106749935,6.022405892951615,0.9223429246254446,1.8507485131623462,6.820517669977183,7.014705596806588
2021-06-03,7.7008254915559124,6.03536019068131,1.9050919446609946,2.2957186564279617,6.665401033419591,6.767951085282183
2021-06-04,7.6816620010628895,6.142743863736234,1.7517742606774263,2.426451959417839,7.087453578619442,6.797108633423848
2021-06-07,7.662656468575159,6.1300962222491755,2.711786344336291,2.0665626329423823,7.444307710368223,6.688099237614027
2021-06-08,7.643806870870332,6.018198530704978,2.686553707002746,1.9942744810139987,7.2515864615024395,6.521928121363144
2021-06-09,7.625111230937181,6.23879891025178,1.1860285398150576,2.049424336827573,6.952798077030321,6.533391457020082
2021-06-10,7.606567616832324,6.22206236265264,2.2403670608914203,1.7702992519241345,6.718815112116122,6.482386827625101
2021-06-11,7.58817414057893,6.203346639255972,1.1849278816200535,1.4084240844544094,6.635909503428834,6.291365785750363
2021-06-15,7.551830263223845,6.422307244872415,2.8723714581899054,1.5260691893009524,6.162103460163876,6.274048684809013
2021-06-16,7.533876296642163,6.284550302641054,1.9446516424962161,1.9689399807809345,5.616883474253119,6.127486430000268
2021-06-17,7.516065335015772,6.073790850686921,0.8995508194399336,2.217544334044719,5.526035716828874,5.8988070267378765
2021-06-18,7.498395695029914,6.068004343121102,0.8158828623172731,2.1767940596178987,5.240451331908351,5.859069708515435
2021-06-21,7.480865731515704,5.935754284864854,0.956143983247255,2.4325962793492693,5.098250366887355,5.90917070216201
2021-06-22,7.463473836597027,5.770222107980816,1.0638717550064705,2.6872095956858564,4.818926579365664,6.0035544402655
2021-06-23,7.446218438867286,5.679274025751873,0.23115583776102366,2.880448430924927,5.578546168441384,6.0113784035668
2021-06-24,7.429098002594725,5.712684243223677,1.8412750507614237,2.5580619338175574,5.968810452825696,5.856404245885775
2021-06-25,7.412111026955214,5.919719647573315,1.9710829972708663,2.462669879596749,6.203836718580883,5.760672412004589
2021-06-28,7.395256045291371,5.768989666667741,0.02335631051554296,2.3864357389685678,6.662442850749245,5.792500476192352
2021-06-29,7.378531624396972,5.762468023178322,0.7711443042625893,2.3636981075595975,6.8308218637415,5.760724292806567
2021-06-30,7.361936363825658,5.6957170159831385,4.853043366800059,2.4695805975826035,6.457315931532301,5.702497821918474
2021-07-01,7.329285474573936,5.874704080896363,1.2175902667712069,2.4404539901717466,6.7744394746444545,5.66053921303186
2021-07-02,7.296953870237493,5.8969129907131554,0.7179285604901919,2.7163869280799444,6.845222352617203,5.714532437672313
2021-07-05,7.264937642591553,5.949479916355207,0.9975736124450219,3.315681417153007,6.121638726927754,5.666887794452437
2021-07-06,7.233232984215654,5.980142398965689,-0.47811110079554336,3.438695064047751,6.638632235491496,5.617633263398598
2021-07-07,7.201836185252395,6.0257915216599365,-0.6526390991083548,3.801993786117429,6.593081982393762,5.573133025264847
2021-07-08,7.170743630334873,6.027148994915687,-0.2827548439545571,4.536041491006882,7.162927424822616,5.566111395766928
