产品名称,挂钩标的,标的代码,结构,成立日,初始点位,到期日,期限,敲出阈值,敲出价格,敲入阈值,敲入价格,票息,状态,敲入日期,敲入点位,敲出日期,敲出点位,存续时长(日),存续时长(月),存续时长(年),实际损益,实际年化损益,标的资产实际损益,标的资产年化损益
产品0,ZZ500,000905.SH,snowBall,2016-01-04,6983.4044,2017-01-04,12个月,0.97,6773.902268,0.1,698.3404400000001,0.2,未敲入且到期,,,,,246,12,1.0,0.20000000000000004,0.20000000000000004,-0.08430486998576237,-0.08430486998576237
产品1,ZZ500,000905.SH,snowBall,2016-01-05,6889.7414,2017-01-05,12个月,0.97,6683.049158,0.1,688.97414,0.2,未敲入且到期,,,,,246,12,1.0,0.20000000000000004,0.20000000000000004,-0.07118660505893593,-0.07118660505893593
产品2,ZZ500,000905.SH,snowBall,2016-01-06,7065.6068,2017-01-06,12个月,0.97,6853.638596,0.1,706.56068,0.2,未敲入且到期,,,,,246,12,1.0,0.20000000000000004,0.20000000000000004,-0.09822086335175062,-0.09822086335175062
产品3,ZZ500,000905.SH,snowBall,2016-01-07,6462.2428,2017-01-06,12个月,0.97,6268.375516,0.1,646.22428,0.2,已敲出未曾敲入,,,2016-07-07,6319.7926,123,6,0.5,0.10000000000000002,0.20000000000000004,-0.022043461443448154,-0.04408692288689631
产品4,ZZ500,000905.SH,snowBall,2016-01-08,6570.4316,2017-01-06,12个月,0.97,6373.318652,0.1,657.0431600000001,0.2,已敲出未曾敲入,,,2016-09-08,6517.9835,167,8,0.6666666666666666,0.13333333333333333,0.2,-0.007982443649516058,-0.011973665474274087
产品5,ZZ500,000905.SH,snowBall,2016-01-11,6128.6558,2017-01-11,12个月,0.97,5944.796126,0.1,612.86558,0.2,已敲出未曾敲入,,,2016-04-11,6304.3004,61,3,0.25,0.05000000000000001,0.20000000000000004,0.028659563488619977,0.11463825395447991
产品6,ZZ500,000905.SH,snowBall,2016-01-12,6136.6632,2017-01-12,12个月,0.97,5952.563304,0.1,613.66632,0.2,已敲出未曾敲入,,,2016-04-12,6252.7729,61,3,0.25,0.05000000000000001,0.20000000000000004,0.01892065707630808,0.07568262830523231
产品7,ZZ500,000905.SH,snowBall,2016-01-13,5924.044,2017-01-13,12个月,0.97,5746.322679999999,0.1,592.4044,0.2,已敲出未曾敲入,,,2016-04-13,6344.2255,61,3,0.25,0.05000000000000001,0.20000000000000004,0.07092815313323131,0.28371261253292523
产品8,ZZ500,000905.SH,snowBall,2016-01-14,6124.8202,2017-01-13,12个月,0.97,5941.075594,0.1,612.48202,0.2,已敲出未曾敲入,,,2016-04-14,6401.8545,61,3,0.25,0.05000000000000001,0.20000000000000004,0.04523141756879667,0.1809256702751867
产品9,ZZ500,000905.SH,snowBall,2016-01-15,5893.6815,2017-01-13,12个月,0.97,5716.871055,0.1,589.36815,0.2,已敲出未曾敲入,,,2016-04-15,6384.3496,61,3,0.25,0.05000000000000001,0.20000000000000004,0.08325324332507611,0.33301297330030444
产品10,ZZ500,000905.SH,snowBall,2016-01-18,5978.9076,2017-01-18,12个月,0.97,5799.5403719999995,0.1,597.89076,0.2,已敲出未曾敲入,,,2016-02-18,5957.1305,20,1,0.08333333333333333,0.016666666666666666,0.2,-0.0036423208814934105,-0.043707850577920926
产品11,ZZ500,000905.SH,snowBall,2016-01-19,6197.0947,2017-01-19,12个月,0.97,6011.181858999999,0.1,619.70947,0.2,已敲出未曾敲入,,,2016-04-19,6308.229,61,3,0.25,0.05000000000000001,0.20000000000000004,0.01793329057889026,0.07173316231556104
产品12,ZZ500,000905.SH,snowBall,2016-01-20,6138.5031,2017-01-20,12个月,0.97,5954.348007,0.1,613.85031,0.2,已敲出未曾敲入,,,2016-02-19,5979.5164,19,1,0.08333333333333333,0.016666666666666666,0.2,-0.025899913612489556,-0.31079896334987467
产品13,ZZ500,000905.SH,snowBall,2016-01-21,5886.8835,2017-01-20,12个月,0.97,5710.276995,0.1,588.68835,0.2,已敲出未曾敲入,,,2016-02-19,5979.5164,18,1,0.08333333333333333,0.016666666666666666,0.2,0.015735473616897755,0.18882568340277306
产品14,ZZ500,000905.SH,snowBall,2016-01-22,5980.6111,2017-01-20,12个月,0.97,5801.192767,0.1,598.06111,0.2,已敲出未曾敲入,,,2016-02-22,6103.7225,18,1,0.08333333333333333,0.016666666666666666,0.2,0.020585087032326754,0.24702104438792105
产品15,ZZ500,000905.SH,snowBall,2016-01-25,6041.3261,2017-01-25,12个月,0.97,5860.086317,0.1,604.13261,0.2,已敲出未曾敲入,,,2016-03-25,6077.4312,41,2,0.16666666666666666,0.03333333333333333,0.2,0.00597635343670655,0.0358581206202393
产品16,ZZ500,000905.SH,snowBall,2016-01-26,5589.3069,2017-01-26,12个月,0.97,5421.627692999999,0.1,558.93069,0.2,已敲出未曾敲入,,,2016-02-26,5648.9376,20,1,0.08333333333333333,0.016666666666666666,0.2,0.010668710998853914,0.12802453198624697
产品17,ZZ500,000905.SH,snowBall,2016-01-27,5514.1886,2017-01-26,12个月,0.97,5348.762942,0.1,551.4188600000001,0.2,已敲出未曾敲入,,,2016-02-26,5648.9376,19,1,0.08333333333333333,0.016666666666666666,0.2,0.024436777516097186,0.2932413301931662
产品18,ZZ500,000905.SH,snowBall,2016-01-28,5271.2325,2017-01-26,12个月,0.97,5113.095525,0.1,527.12325,0.2,已敲出未曾敲入,,,2016-02-26,5648.9376,18,1,0.08333333333333333,0.016666666666666666,0.2,0.07165403916446489,0.8598484699735787
产品19,ZZ500,000905.SH,snowBall,2016-01-29,5469.1254,2017-01-26,12个月,0.97,5305.051638,0.1,546.91254,0.2,已敲出未曾敲入,,,2016-02-29,5350.4337,18,1,0.08333333333333333,0.016666666666666666,0.2,-0.021702135409072953,-0.26042562490887544
产品20,ZZ500,000905.SH,snowBall,2016-02-01,5399.4771,2017-01-26,12个月,0.97,5237.492787,0.1,539.94771,0.2,已敲出未曾敲入,,,2016-03-01,5473.6349,18,1,0.08333333333333333,0.016666666666666666,0.2,0.01373425585970156,0.16481107031641873
产品21,ZZ500,000905.SH,snowBall,2016-02-02,5586.6266,2017-01-26,12个月,0.97,5419.027802,0.1,558.66266,0.2,已敲出未曾敲入,,,2016-03-02,5753.1482,18,1,0.08333333333333333,0.016666666666666666,0.2,0.02980718274602423,0.35768619295229076
产品22,ZZ500,000905.SH,snowBall,2016-02-03,5610.1734,2017-02-03,12个月,0.97,5441.868197999999,0.1,561.01734,0.2,已敲出未曾敲入,,,2016-03-03,5776.977,18,1,0.08333333333333333,0.016666666666666666,0.2,0.029732343032391917,0.356788116388703
产品23,ZZ500,000905.SH,snowBall,2016-02-04,5721.4853,2017-02-03,12个月,0.97,5549.840741,0.1,572.14853,0.2,已敲出未曾敲入,,,2016-03-04,5621.5614,18,1,0.08333333333333333,0.016666666666666666,0.2,-0.01746467827156717,-0.20957613925880603
产品24,ZZ500,000905.SH,snowBall,2016-02-05,5664.1971,2017-02-03,12个月,0.97,5494.271187,0.1,566.41971,0.2,已敲出未曾敲入,,,2016-03-04,5621.5614,17,1,0.08333333333333333,0.016666666666666666,0.2,-0.007527227468832387,-0.09032672962598864
产品25,ZZ500,000905.SH,snowBall,2016-02-15,5668.0398,2017-02-15,12个月,0.97,5497.998605999999,0.1,566.80398,0.2,已敲出未曾敲入,,,2016-03-15,5639.8012,23,1,0.08333333333333333,0.016666666666666666,0.2,-0.0049820751082234604,-0.059784901298681525
产品26,ZZ500,000905.SH,snowBall,2016-02-16,5902.5341,2017-02-16,12个月,0.97,5725.458076999999,0.1,590.25341,0.2,已敲出未曾敲入,,,2016-04-15,6384.3496,44,2,0.16666666666666666,0.03333333333333333,0.2,0.0816285838992441,0.4897715033954646
产品27,ZZ500,000905.SH,snowBall,2016-02-17,5971.4123,2017-02-17,12个月,0.97,5792.269931,0.1,597.1412300000001,0.2,已敲出未曾敲入,,,2016-04-15,6384.3496,43,2,0.16666666666666666,0.03333333333333333,0.2,0.0691523678577679,0.4149142071466074
产品28,ZZ500,000905.SH,snowBall,2016-02-18,5957.1305,2017-02-17,12个月,0.97,5778.416585,0.1,595.7130500000001,0.2,已敲出未曾敲入,,,2016-03-18,5949.263,23,1,0.08333333333333333,0.016666666666666666,0.2,-0.0013206861927903546,-0.015848234313484255
产品29,ZZ500,000905.SH,snowBall,2016-02-19,5979.5164,2017-02-17,12个月,0.97,5800.130908,0.1,597.9516400000001,0.2,已敲出未曾敲入,,,2016-03-18,5949.263,22,1,0.08333333333333333,0.016666666666666666,0.2,-0.005059506150029258,-0.0607140738003511
产品30,ZZ500,000905.SH,snowBall,2016-02-22,6103.7225,2017-02-22,12个月,0.97,5920.610825,0.1,610.37225,0.2,已敲出未曾敲入,,,2016-03-22,6075.4922,23,1,0.08333333333333333,0.016666666666666666,0.2,-0.004625095587160177,-0.05550114704592213
产品31,ZZ500,000905.SH,snowBall,2016-02-23,6070.4998,2017-02-23,12个月,0.97,5888.384805999999,0.1,607.04998,0.2,已敲出未曾敲入,,,2016-03-23,6118.9664,23,1,0.08333333333333333,0.016666666666666666,0.2,0.007983955456188463,0.09580746547426156
产品32,ZZ500,000905.SH,snowBall,2016-02-24,6111.0427,2017-02-24,12个月,0.97,5927.711419,0.1,611.10427,0.2,已敲出未曾敲入,,,2016-03-24,6018.4242,23,1,0.08333333333333333,0.016666666666666666,0.2,-0.015155924209136917,-0.181871090509643
产品33,ZZ500,000905.SH,snowBall,2016-02-25,5626.0522,2017-02-24,12个月,0.97,5457.2706339999995,0.1,562.60522,0.2,已敲出未曾敲入,,,2016-03-25,6077.4312,23,1,0.08333333333333333,0.016666666666666666,0.2,0.08023014788238192,0.962761774588583
产品34,ZZ500,000905.SH,snowBall,2016-02-26,5648.9376,2017-02-24,12个月,0.97,5479.469472,0.1,564.89376,0.2,已敲出未曾敲入,,,2016-03-25,6077.4312,22,1,0.08333333333333333,0.016666666666666666,0.2,0.07585383842795501,0.9102460611354601
产品35,ZZ500,000905.SH,snowBall,2016-02-29,5350.4337,2017-02-28,12个月,0.97,5189.920689,0.1,535.04337,0.2,已敲出未曾敲入,,,2016-03-29,5921.8672,23,1,0.08333333333333333,0.016666666666666666,0.2,0.10680134210428593,1.2816161052514312
产品36,ZZ500,000905.SH,snowBall,2016-03-01,5473.6349,2017-03-01,12个月,0.97,5309.425853,0.1,547.3634900000001,0.2,已敲出未曾敲入,,,2016-04-01,6124.5278,25,1,0.08333333333333333,0.016666666666666666,0.2,0.11891419721837848,1.4269703666205418
产品37,ZZ500,000905.SH,snowBall,2016-03-02,5753.1482,2017-03-02,12个月,0.97,5580.553754,0.1,575.3148199999999,0.2,已敲出未曾敲入,,,2016-04-01,6124.5278,24,1,0.08333333333333333,0.016666666666666666,0.2,0.0645524132335058,0.7746289588020696
产品38,ZZ500,000905.SH,snowBall,2016-03-03,5776.977,2017-03-03,12个月,0.97,5603.667689999999,0.1,577.6977,0.2,已敲出未曾敲入,,,2016-04-01,6124.5278,23,1,0.08333333333333333,0.016666666666666666,0.2,0.060161361210196995,0.7219363345223639
产品39,ZZ500,000905.SH,snowBall,2016-03-04,5621.5614,2017-03-03,12个月,0.97,5452.9145579999995,0.1,562.1561399999999,0.2,已敲出未曾敲入,,,2016-04-01,6124.5278,22,1,0.08333333333333333,0.016666666666666666,0.2,0.08947094307286241,1.073651316874349
产品40,ZZ500,000905.SH,snowBall,2016-03-07,5752.5482,2017-03-07,12个月,0.97,5579.971754,0.1,575.25482,0.2,已敲出未曾敲入,,,2016-04-07,6228.9737,24,1,0.08333333333333333,0.016666666666666666,0.2,0.0828199057940966,0.9938388695291591
产品41,ZZ500,000905.SH,snowBall,2016-03-08,5764.3253,2017-03-08,12个月,0.97,5591.395541,0.1,576.43253,0.2,已敲出未曾敲入,,,2016-04-08,6168.7419,24,1,0.08333333333333333,0.016666666666666666,0.2,0.07015853182331666,0.8419023818797999
产品42,ZZ500,000905.SH,snowBall,2016-03-09,5617.0376,2017-03-09,12个月,0.97,5448.526472,0.1,561.70376,0.2,已敲出未曾敲入,,,2016-04-08,6168.7419,23,1,0.08333333333333333,0.016666666666666666,0.2,0.09821979827943483,1.178637579353218
产品43,ZZ500,000905.SH,snowBall,2016-03-10,5521.948,2017-03-10,12个月,0.97,5356.28956,0.1,552.1948000000001,0.2,已敲出未曾敲入,,,2016-04-08,6168.7419,22,1,0.08333333333333333,0.016666666666666666,0.2,0.11713147244414457,1.4055776693297348
产品44,ZZ500,000905.SH,snowBall,2016-03-11,5508.9818,2017-03-10,12个月,0.97,5343.712345999999,0.1,550.89818,0.2,已敲出未曾敲入,,,2016-04-11,6304.3004,22,1,0.08333333333333333,0.016666666666666666,0.2,0.14436762161748296,1.7324114594097955
产品45,ZZ500,000905.SH,snowBall,2016-03-14,5690.5904,2017-03-14,12个月,0.97,5519.8726879999995,0.1,569.05904,0.2,已敲出未曾敲入,,,2016-04-14,6401.8545,24,1,0.08333333333333333,0.016666666666666666,0.2,0.12498950899716843,1.4998741079660212
产品46,ZZ500,000905.SH,snowBall,2016-03-15,5639.8012,2017-03-15,12个月,0.97,5470.607164,0.1,563.98012,0.2,已敲出未曾敲入,,,2016-04-15,6384.3496,24,1,0.08333333333333333,0.016666666666666666,0.2,0.13201678101703296,1.5842013722043955
产品47,ZZ500,000905.SH,snowBall,2016-03-16,5562.8037,2017-03-16,12个月,0.97,5395.919589,0.1,556.2803700000001,0.2,已敲出未曾敲入,,,2016-04-15,6384.3496,23,1,0.08333333333333333,0.016666666666666666,0.2,0.1476855816429401,1.7722269797152812
产品48,ZZ500,000905.SH,snowBall,2016-03-17,5745.975,2017-03-17,12个月,0.97,5573.59575,0.1,574.5975000000001,0.2,已敲出未曾敲入,,,2016-04-15,6384.3496,22,1,0.08333333333333333,0.016666666666666666,0.2,0.11109943917263809,1.333193270071657
产品49,ZZ500,000905.SH,snowBall,2016-03-18,5949.263,2017-03-17,12个月,0.97,5770.78511,0.1,594.9263,0.2,已敲出未曾敲入,,,2016-04-18,6281.2024,22,1,0.08333333333333333,0.016666666666666666,0.2,0.05579504553757331,0.6695405464508797
产品50,ZZ500,000905.SH,snowBall,2016-03-21,6099.4805,2017-03-21,12个月,0.97,5916.496085,0.1,609.94805,0.2,已敲出未曾敲入,,,2016-04-21,5970.682,24,1,0.08333333333333333,0.016666666666666666,0.2,-0.021116306544467167,-0.253395678533606
产品51,ZZ500,000905.SH,snowBall,2016-03-22,6075.4922,2017-03-22,12个月,0.97,5893.227433999999,0.1,607.54922,0.2,已敲出未曾敲入,,,2016-04-22,6011.3201,24,1,0.08333333333333333,0.016666666666666666,0.2,-0.010562452865958694,-0.12674943439150432
产品52,ZZ500,000905.SH,snowBall,2016-03-23,6118.9664,2017-03-23,12个月,0.97,5935.397408,0.1,611.89664,0.2,已敲出未曾敲入,,,2016-04-22,6011.3201,23,1,0.08333333333333333,0.016666666666666666,0.2,-0.017592235839046344,-0.21110683006855613
产品53,ZZ500,000905.SH,snowBall,2016-03-24,6018.4242,2017-03-24,12个月,0.97,5837.8714740000005,0.1,601.8424200000001,0.2,已敲出未曾敲入,,,2016-04-22,6011.3201,22,1,0.08333333333333333,0.016666666666666666,0.2,-0.001180392036839173,-0.014164704442070075
产品54,ZZ500,000905.SH,snowBall,2016-03-25,6077.4312,2017-03-24,12个月,0.97,5895.1082639999995,0.1,607.74312,0.2,已敲出未曾敲入,,,2016-04-25,5978.0772,22,1,0.08333333333333333,0.016666666666666666,0.2,-0.016348025461810245,-0.19617630554172294
产品55,ZZ500,000905.SH,snowBall,2016-03-28,6037.7782,2017-03-28,12个月,0.97,5856.644853999999,0.1,603.77782,0.2,已敲出未曾敲入,,,2016-04-28,5990.3285,24,1,0.08333333333333333,0.016666666666666666,0.2,-0.007858801437919727,-0.09430561725503672
产品56,ZZ500,000905.SH,snowBall,2016-03-29,5921.8672,2017-03-29,12个月,0.97,5744.211184,0.1,592.18672,0.2,已敲出未曾敲入,,,2016-04-29,5985.594,24,1,0.08333333333333333,0.016666666666666666,0.2,0.010761268000065938,0.12913521600079125
产品57,ZZ500,000905.SH,snowBall,2016-03-30,6137.5034,2017-03-30,12个月,0.97,5953.378298,0.1,613.7503399999999,0.2,已敲出未曾敲入,,,2016-04-29,5985.594,23,1,0.08333333333333333,0.016666666666666666,0.2,-0.024751008691905496,-0.29701210430286595
产品58,ZZ500,000905.SH,snowBall,2016-03-31,6155.8138,2017-03-31,12个月,0.97,5971.139386,0.1,615.5813800000001,0.2,已敲出未曾敲入,,,2016-04-29,5985.594,22,1,0.08333333333333333,0.016666666666666666,0.2,-0.027651876020031607,-0.3318225122403793
产品59,ZZ500,000905.SH,snowBall,2016-04-01,6124.5278,2017-03-31,12个月,0.97,5940.791966,0.1,612.45278,0.2,已敲出未曾敲入,,,2016-04-29,5985.594,21,1,0.08333333333333333,0.016666666666666666,0.2,-0.022684818248355332,-0.272217818980264
产品60,ZZ500,000905.SH,snowBall,2016-04-05,6286.5826,2017-04-05,12个月,0.97,6097.985121999999,0.1,628.65826,0.2,已敲出未曾敲入,,,2016-05-05,6203.8166,23,1,0.08333333333333333,0.016666666666666666,0.2,-0.013165499487750254,-0.15798599385300305
产品61,ZZ500,000905.SH,snowBall,2016-04-06,6323.4342,2017-04-06,12个月,0.97,6133.731174,0.1,632.34342,0.2,已敲出未曾敲入,,,2016-07-06,6297.3969,64,3,0.25,0.05000000000000001,0.20000000000000004,-0.004117588509104708,-0.016470354036418833
产品62,ZZ500,000905.SH,snowBall,2016-04-07,6228.9737,2017-04-07,12个月,0.97,6042.104488999999,0.1,622.89737,0.2,已敲出未曾敲入,,,2016-06-07,6045.3571,44,2,0.16666666666666666,0.03333333333333333,0.2,-0.029477825536492364,-0.17686695321895418
产品63,ZZ500,000905.SH,snowBall,2016-04-08,6168.7419,2017-04-07,12个月,0.97,5983.6796429999995,0.1,616.87419,0.2,已敲出未曾敲入,,,2016-06-08,6023.8776,44,2,0.16666666666666666,0.03333333333333333,0.2,-0.02348360530370064,-0.14090163182220383
产品64,ZZ500,000905.SH,snowBall,2016-04-11,6304.3004,2017-04-11,12个月,0.97,6115.171388,0.1,630.4300400000001,0.2,已敲出未曾敲入,,,2016-07-11,6312.4988,64,3,0.25,0.05000000000000001,0.20000000000000004,0.0013004456450076418,0.005201782580030567
产品65,ZZ500,000905.SH,snowBall,2016-04-12,6252.7729,2017-04-12,12个月,0.97,6065.189713,0.1,625.27729,0.2,已敲出未曾敲入,,,2016-07-12,6395.1448,64,3,0.25,0.05000000000000001,0.20000000000000004,0.022769402036015185,0.09107760814406074
产品66,ZZ500,000905.SH,snowBall,2016-04-13,6344.2255,2017-04-13,12个月,0.97,6153.898735,0.1,634.42255,0.2,已敲出未曾敲入,,,2016-07-13,6446.5634,64,3,0.25,0.05000000000000001,0.20000000000000004,0.016130873658258382,0.06452349463303353
产品67,ZZ500,000905.SH,snowBall,2016-04-14,6401.8545,2017-04-14,12个月,0.97,6209.798865,0.1,640.1854500000001,0.2,已敲出未曾敲入,,,2016-07-14,6455.5827,64,3,0.25,0.05000000000000001,0.20000000000000004,0.008392599363200137,0.03357039745280055
产品68,ZZ500,000905.SH,snowBall,2016-04-15,6384.3496,2017-04-14,12个月,0.97,6192.819111999999,0.1,638.43496,0.2,已敲出未曾敲入,,,2016-07-15,6441.0159,64,3,0.25,0.05000000000000001,0.20000000000000004,0.008875814068828758,0.03550325627531503
产品69,ZZ500,000905.SH,snowBall,2016-04-18,6281.2024,2017-04-18,12个月,0.97,6092.766328,0.1,628.1202400000001,0.2,已敲出未曾敲入,,,2016-07-18,6412.0731,64,3,0.25,0.05000000000000001,0.20000000000000004,0.02083529421054786,0.08334117684219144
产品70,ZZ500,000905.SH,snowBall,2016-04-19,6308.229,2017-04-19,12个月,0.97,6118.98213,0.1,630.8229000000001,0.2,已敲出未曾敲入,,,2016-07-19,6431.9383,64,3,0.25,0.05000000000000001,0.20000000000000004,0.01961078140948902,0.07844312563795608
产品71,ZZ500,000905.SH,snowBall,2016-04-20,6022.2126,2017-04-20,12个月,0.97,5841.546222,0.1,602.22126,0.2,已敲出未曾敲入,,,2016-06-20,5985.5691,42,2,0.16666666666666666,0.03333333333333333,0.2,-0.006084723744226528,-0.03650834246535917
产品72,ZZ500,000905.SH,snowBall,2016-04-21,5970.682,2017-04-21,12个月,0.97,5791.56154,0.1,597.0682,0.2,已敲出未曾敲入,,,2016-06-21,5916.8032,42,2,0.16666666666666666,0.03333333333333333,0.2,-0.00902389375284085,-0.0541433625170451
产品73,ZZ500,000905.SH,snowBall,2016-04-22,6011.3201,2017-04-21,12个月,0.97,5830.980497,0.1,601.13201,0.2,已敲出未曾敲入,,,2016-06-22,6008.8857,42,2,0.16666666666666666,0.03333333333333333,0.2,-0.0004049692845337072,-0.002429815707202243
产品74,ZZ500,000905.SH,snowBall,2016-04-25,5978.0772,2017-04-25,12个月,0.97,5798.7348839999995,0.1,597.80772,0.2,已敲出未曾敲入,,,2016-06-24,5903.6202,43,2,0.16666666666666666,0.03333333333333333,0.2,-0.012455008108627208,-0.07473004865176325
产品75,ZZ500,000905.SH,snowBall,2016-04-26,6046.7734,2017-04-26,12个月,0.97,5865.370198,0.1,604.6773400000001,0.2,已敲出未曾敲入,,,2016-06-24,5903.6202,42,2,0.16666666666666666,0.03333333333333333,0.2,-0.02367431198926684,-0.14204587193560103
产品76,ZZ500,000905.SH,snowBall,2016-04-27,6016.699,2017-04-27,12个月,0.97,5836.19803,0.1,601.6699,0.2,已敲出未曾敲入,,,2016-06-27,6044.2191,42,2,0.16666666666666666,0.03333333333333333,0.2,0.004573953259087826,0.027443719554526957
产品77,ZZ500,000905.SH,snowBall,2016-04-28,5990.3285,2017-04-28,12个月,0.97,5810.618645,0.1,599.0328499999999,0.2,已敲出未曾敲入,,,2016-06-28,6107.5105,42,2,0.16666666666666666,0.03333333333333333,0.2,0.019561865430251624,0.11737119258150974
产品78,ZZ500,000905.SH,snowBall,2016-04-29,5985.594,2017-04-28,12个月,0.97,5806.02618,0.1,598.5594,0.2,已敲出未曾敲入,,,2016-06-29,6120.2021,42,2,0.16666666666666666,0.03333333333333333,0.2,0.022488678650773863,0.13493207190464318
产品79,ZZ500,000905.SH,snowBall,2016-05-03,6167.4537,2017-05-03,12个月,0.97,5982.4300889999995,0.1,616.7453700000001,0.2,已敲出未曾敲入,,,2016-06-03,6032.603,25,1,0.08333333333333333,0.016666666666666666,0.2,-0.02186489053010643,-0.26237868636127715
产品80,ZZ500,000905.SH,snowBall,2016-05-04,6169.7826,2017-05-04,12个月,0.97,5984.689122,0.1,616.97826,0.2,已敲出未曾敲入,,,2016-06-03,6032.603,24,1,0.08333333333333333,0.016666666666666666,0.2,-0.02223410594726616,-0.2668092713671939
产品81,ZZ500,000905.SH,snowBall,2016-05-05,6203.8166,2017-05-05,12个月,0.97,6017.702102,0.1,620.38166,0.2,已敲出未曾敲入,,,2016-06-03,6032.603,23,1,0.08333333333333333,0.016666666666666666,0.2,-0.02759810791311912,-0.3311772949574294
产品82,ZZ500,000905.SH,snowBall,2016-05-06,5961.489,2017-05-05,12个月,0.97,5782.644329999999,0.1,596.1489,0.2,已敲出未曾敲入,,,2016-06-06,6051.8595,23,1,0.08333333333333333,0.016666666666666666,0.2,0.015159048351846227,0.18190858022215473
产品83,ZZ500,000905.SH,snowBall,2016-05-09,5743.6473,2017-05-09,12个月,0.97,5571.3378809999995,0.1,574.36473,0.2,已敲出未曾敲入,,,2016-06-08,6023.8776,24,1,0.08333333333333333,0.016666666666666666,0.2,0.048789607955209924,0.5854752954625191
产品84,ZZ500,000905.SH,snowBall,2016-05-10,5738.8961,2017-05-10,12个月,0.97,5566.729217,0.1,573.8896100000001,0.2,已敲出未曾敲入,,,2016-06-08,6023.8776,23,1,0.08333333333333333,0.016666666666666666,0.2,0.049657895008763164,0.595894740105158
产品85,ZZ500,000905.SH,snowBall,2016-05-11,5723.4104,2017-05-11,12个月,0.97,5551.708087999999,0.1,572.34104,0.2,已敲出未曾敲入,,,2016-06-08,6023.8776,22,1,0.08333333333333333,0.016666666666666666,0.2,0.05249793025501015,0.6299751630601218
产品86,ZZ500,000905.SH,snowBall,2016-05-12,5726.4555,2017-05-12,12个月,0.97,5554.661835,0.1,572.6455500000001,0.2,已敲出未曾敲入,,,2016-06-08,6023.8776,21,1,0.08333333333333333,0.016666666666666666,0.2,0.05193825395133156,0.6232590474159787
产品87,ZZ500,000905.SH,snowBall,2016-05-13,5714.3107,2017-05-12,12个月,0.97,5542.8813789999995,0.1,571.43107,0.2,已敲出未曾敲入,,,2016-06-13,5746.4438,21,1,0.08333333333333333,0.016666666666666666,0.2,0.005623267912260976,0.06747921494713172
产品88,ZZ500,000905.SH,snowBall,2016-05-16,5812.5423,2017-05-16,12个月,0.97,5638.166031,0.1,581.25423,0.2,已敲出未曾敲入,,,2016-06-16,5930.5454,23,1,0.08333333333333333,0.016666666666666666,0.2,0.02030146085990636,0.24361753031887634
产品89,ZZ500,000905.SH,snowBall,2016-05-17,5790.3416,2017-05-17,12个月,0.97,5616.631351999999,0.1,579.03416,0.2,已敲出未曾敲入,,,2016-06-17,5964.2724,23,1,0.08333333333333333,0.016666666666666666,0.2,0.030038089635333387,0.36045707562400064
产品90,ZZ500,000905.SH,snowBall,2016-05-18,5631.1927,2017-05-18,12个月,0.97,5462.2569189999995,0.1,563.11927,0.2,已敲出未曾敲入,,,2016-06-17,5964.2724,22,1,0.08333333333333333,0.016666666666666666,0.2,0.05914905025359918,0.7097886030431901
产品91,ZZ500,000905.SH,snowBall,2016-05-19,5666.7331,2017-05-19,12个月,0.97,5496.7311070000005,0.1,566.67331,0.2,已敲出未曾敲入,,,2016-06-17,5964.2724,21,1,0.08333333333333333,0.016666666666666666,0.2,0.05250631973473374,0.6300758368168049
产品92,ZZ500,000905.SH,snowBall,2016-05-20,5732.9018,2017-05-19,12个月,0.97,5560.9147459999995,0.1,573.29018,0.2,已敲出未曾敲入,,,2016-06-20,5985.5691,21,1,0.08333333333333333,0.016666666666666666,0.2,0.04407319518363284,0.5288783422035941
产品93,ZZ500,000905.SH,snowBall,2016-05-23,5809.4761,2017-05-23,12个月,0.97,5635.191817,0.1,580.94761,0.2,已敲出未曾敲入,,,2016-06-23,5978.1737,23,1,0.08333333333333333,0.016666666666666666,0.2,0.02903834994690846,0.3484601993629015
产品94,ZZ500,000905.SH,snowBall,2016-05-24,5743.1782,2017-05-24,12个月,0.97,5570.882854,0.1,574.3178200000001,0.2,已敲出未曾敲入,,,2016-06-24,5903.6202,23,1,0.08333333333333333,0.016666666666666666,0.2,0.02793609991067325,0.335233198928079
产品95,ZZ500,000905.SH,snowBall,2016-05-25,5715.1834,2017-05-25,12个月,0.97,5543.727898,0.1,571.51834,0.2,已敲出未曾敲入,,,2016-06-24,5903.6202,22,1,0.08333333333333333,0.016666666666666666,0.2,0.03297126037985065,0.39565512455820784
产品96,ZZ500,000905.SH,snowBall,2016-05-26,5744.3876,2017-05-26,12个月,0.97,5572.055972,0.1,574.43876,0.2,已敲出未曾敲入,,,2016-06-24,5903.6202,21,1,0.08333333333333333,0.016666666666666666,0.2,0.027719682425329406,0.3326361891039529
产品97,ZZ500,000905.SH,snowBall,2016-05-27,5739.5897,2017-05-26,12个月,0.97,5567.402009,0.1,573.95897,0.2,已敲出未曾敲入,,,2016-06-27,6044.2191,21,1,0.08333333333333333,0.016666666666666666,0.2,0.05307511789562236,0.6369014147474683
产品98,ZZ500,000905.SH,snowBall,2016-05-30,5711.3152,2017-05-26,12个月,0.97,5539.975744,0.1,571.13152,0.2,已敲出未曾敲入,,,2016-06-30,6123.4939,23,1,0.08333333333333333,0.016666666666666666,0.2,0.07216878872312993,0.8660254646775591
