,Growth,Inflation,Rate,Credit,ExRate
2021-11-26,16.700702593882355,5.083188530898397,6.495989359356358,-1.4405298028051128,-2.887402406741102
2021-11-29,15.961987153181134,4.575920926828897,6.411499333428239,-1.576349834436347,-2.8963381127739884
2021-11-30,14.610287912258856,4.167456772773331,6.394561758456874,-1.565818345151515,-3.0656698719717657
2021-12-01,14.141060531196448,4.30738745998403,6.385435885324409,-1.5736214174024432,-3.1861047364061035
2021-12-02,13.897991321762538,5.41113093937764,5.994408870703882,-1.8187034698233795,-3.186345341799801
2021-12-03,14.147182645918544,6.344995186766056,5.993213257362839,-1.7646606664235842,-3.367612436313583
2021-12-06,13.624676748428744,7.378372857684967,6.391706034614941,-1.5601894362753055,-2.9527405560171083
2021-12-07,14.60971402463047,8.524233392680609,6.287620181418063,-1.5708152450475243,-2.8672806267945106
2021-12-08,14.48983105854973,8.196609411482896,6.112554937150083,-1.6604733354872947,-2.833357728637109
2021-12-09,14.40357596966929,5.628365060582907,6.0866082021228785,-1.619932483172054,-2.8932640499143902
2021-12-10,13.972195782599862,5.517252544839268,6.0173875162093715,-1.6897691665658687,-2.5082308842773404
2021-12-13,13.431859654662247,5.113983136467098,5.987870994663247,-1.6957669639532824,-2.546268746660507
2021-12-14,12.5529292502362,3.4155287615816707,5.985444431511944,-1.6788396036487407,-2.789164241658759
2021-12-15,11.360091971854235,2.674434605980464,6.135458802574245,-1.556180166112675,-2.616299970779856
2021-12-16,11.555380184889296,4.866224726262969,6.066890500515143,-1.6118661210405005,-2.6730688117272194
2021-12-17,11.707078250595092,5.205438284877939,6.042661036780572,-1.6611711903781468,-2.7626965250324043
2021-12-20,10.415941928488659,2.969867833959544,5.989553996050034,-1.7890738979572829,-2.1998288234216457
2021-12-21,10.21853959393535,1.930343848946997,6.005095123601123,-1.7739660686095948,-2.530133183293004
2021-12-22,10.64812135089922,0.3832206369474289,6.042635731254897,-1.6541793293547769,-2.499006170799789
2021-12-23,11.489972693421823,-0.6709670017659097,6.020600116322861,-1.6372165158483887,-2.8741971360908725
