,000852.SH,000905.SH,000300.SH,NH0100.NHF,Bond
2014-07-03,4980.715,4019.647,2180.192,1122.04,4.1503
2014-07-04,4977.585,4004.561,2178.695,1119.59,4.1747
2014-07-07,4970.868,4014.488,2176.289,1106.62,4.1212
2014-07-08,5014.857,4039.707,2180.473,1110.14,4.1162
2014-07-09,4937.321,3982.404,2148.71,1104.36,4.1276
2014-07-10,4935.691,3982.198,2142.847,1101.39,4.1298
2014-07-11,4966.176,4029.751,2148.009,1100.1,4.1198
2014-07-14,5025.24,4090.802,2171.758,1098.9,4.1298
2014-07-15,4992.831,4093.113,2174.976,1097.82,4.1571
2014-07-16,4925.461,4062.119,2170.868,1097.54,4.2171
2014-07-17,4907.894,4031.44,2157.068,1096.37,4.267
2014-07-18,4910.766,4042.521,2164.144,1091.07,4.3019
2014-07-21,4898.25,4030.242,2166.295,1091.7,4.3017
2014-07-22,4966.788,4083.288,2192.698,1096.54,4.2717
2014-07-23,4897.562,4057.113,2197.833,1092.55,4.2967
2014-07-24,4859.618,4054.223,2237.015,1092.71,4.2967
2014-07-25,4899.727,4089.801,2260.454,1091.44,4.2711
2014-07-28,4984.277,4168.373,2323.897,1094.47,4.2713
2014-07-29,5046.407,4207.862,2331.369,1101.76,4.2805
2014-07-30,5088.647,4214.836,2322.011,1094.79,4.2905
2014-07-31,5115.578,4257.045,2350.251,1094.55,4.2655
2014-08-01,5056.042,4210.219,2329.402,1087.27,4.2569
2014-08-04,5121.725,4278.847,2375.62,1096.05,4.253
2014-08-05,5170.157,4300.12,2369.353,1095.26,4.2576
2014-08-06,5192.31,4328.601,2363.221,1090.76,4.2463
2014-08-07,5158.503,4286.09,2327.457,1094.53,4.2563
2014-08-08,5206.203,4311.697,2331.134,1092.62,4.2712
2014-08-11,5285.675,4377.018,2365.349,1091.1,4.2815
2014-08-12,5322.304,4399.806,2357.052,1084.97,4.2815
2014-08-13,5320.846,4401.809,2358.901,1080.68,4.255
2014-08-14,5302.98,4373.504,2335.945,1068.12,4.21
2014-08-15,5359.729,4423.636,2360.635,1073.33,4.2002
2014-08-18,5449.274,4483.544,2374.562,1069.53,4.2153
2014-08-19,5473.399,4496.938,2374.768,1071.68,4.2422
2014-08-20,5461.59,4497.399,2366.14,1066.69,4.2523
2014-08-21,5477.343,4495.44,2354.244,1071.16,4.2512
2014-08-22,5524.371,4521.752,2365.364,1075.05,4.256
2014-08-25,5485.078,4487.142,2342.863,1072.96,4.2524
2014-08-26,5376.852,4407.588,2324.092,1074.05,4.2462
2014-08-27,5406.561,4421.212,2327.595,1072.27,4.231
2014-08-28,5359.559,4381.494,2311.278,1065.8,4.2254
2014-08-29,5421.286,4427.879,2338.287,1064.81,4.2361
2014-09-01,5522.776,4507.442,2355.317,1058.21,4.2405
2014-09-02,5604.66,4576.12,2386.46,1065.43,4.249
2014-09-03,5648.724,4608.557,2408.838,1057.79,4.264
2014-09-04,5704.277,4647.886,2426.224,1056.56,4.2814
2014-09-05,5722.823,4666.474,2449.259,1050.11,4.2928
2014-09-09,5757.871,4701.699,2445.224,1037.03,4.2868
2014-09-10,5797.449,4709.909,2432.433,1032.9,4.2934
2014-09-11,5790.101,4704.942,2423.454,1027.43,4.2937
2014-09-12,5862.171,4756.949,2438.358,1033.82,4.2793
2014-09-15,5922.273,4807.555,2437.189,1038.79,4.2597
2014-09-16,5717.842,4645.546,2388.765,1036.07,4.2634
2014-09-17,5757.993,4686.047,2401.326,1043.16,4.2008
2014-09-18,5803.722,4719.009,2408.664,1034.67,4.1438
2014-09-19,5870.094,4758.727,2425.211,1020.58,4.031
2014-09-22,5820.683,4694.229,2378.92,999.69,4.011
2014-09-23,5905.165,4754.472,2399.462,1002.38,3.9911
2014-09-24,5984.145,4815.71,2441.864,1004.22,4.0425
2014-09-25,5989.877,4814.735,2436.965,999.66,4.0025
2014-09-26,6015.45,4829.935,2437.201,1009.17,4.0092
2014-09-28,,,,,4.0227
2014-09-29,6080.097,4877.435,2447.799,1005.38,3.9925
2014-09-30,6127.134,4916.119,2450.988,1009.01,3.9824
2014-10-08,6214.97,4993.531,2478.383,1006.3,3.993
2014-10-09,6238.262,5004.001,2481.955,1015.73,4.0014
2014-10-10,6216.978,4981.853,2466.789,1004.3,4.0131
2014-10-11,,,,,3.9965
2014-10-13,6216.669,4982.681,2454.946,1016.69,3.9953
2014-10-14,6203.997,4966.083,2446.562,1019.39,3.9015
2014-10-15,6222.795,4987.707,2463.874,1017.34,3.8215
2014-10-16,6134.74,4906.244,2444.395,1010.28,3.8116
2014-10-17,6058.668,4860.732,2441.732,1008.32,3.811
2014-10-20,6154.52,4929.16,2454.711,1011.21,3.7441
2014-10-21,6103.008,4884.024,2433.391,1011.26,3.7323
2014-10-22,6027.51,4825.609,2418.641,1013.78,3.7929
2014-10-23,5930.483,4755.231,2395.936,1017.82,3.8108
2014-10-24,5941.926,4774.666,2390.706,1026.15,3.8013
2014-10-27,6006.838,4809.518,2368.832,1017.64,3.7756
2014-10-28,6163.672,4924.955,2416.653,1018.68,3.7424
2014-10-29,6246.699,4991.755,2451.384,1028.13,3.7176
2014-10-30,6241.588,4992.63,2468.925,1025.72,3.7688
2014-10-31,6208.61,4986.416,2508.325,1025.18,3.7559
2014-11-03,6275.993,5028.698,2512.548,1014.19,3.7007
2014-11-04,6231.816,5003.47,2513.172,1007.39,3.6412
2014-11-05,6227.245,4995.443,2503.448,986.72,3.6117
2014-11-06,6289.192,5024.848,2506.067,991.34,3.6223
2014-11-07,6228.167,4977.255,2502.153,1000.62,3.5631
2014-11-10,6246.612,5031.001,2565.73,1009.27,3.5132
2014-11-11,6023.004,4881.48,2558.612,1004.07,3.4981
2014-11-12,6120.058,4965.384,2594.318,1013.43,3.556
2014-11-13,6023.782,4921.671,2579.75,1010.56,3.5924
2014-11-14,6009.446,4909.609,2581.093,1003.3,3.6466
2014-11-17,6100.833,4958.466,2567.101,1006.1,3.6609
2014-11-18,6139.522,4967.651,2541.416,999.53,3.607
2014-11-19,6193.562,4985.101,2537.223,998.94,3.6154
2014-11-20,6185.919,4974.626,2537.099,998.49,3.6521
2014-11-21,6240.774,5029.773,2583.455,1001.36,3.6514
2014-11-24,6293.023,5112.119,2649.258,999.36,3.4767
2014-11-25,6392.442,5189.001,2685.561,1004.77,3.5216
2014-11-26,6435.14,5214.21,2723.018,998.41,3.5228
2014-11-27,6472.587,5251.389,2754.49,1007.78,3.5243
2014-11-28,6478.108,5245.267,2808.819,998.85,3.5249
2014-12-01,6392.464,5208.139,2819.812,980.87,3.5145
2014-12-02,6457.556,5277.657,2923.94,990.28,3.5553
2014-12-03,6513.957,5339.005,2967.549,991.19,3.6238
2014-12-04,6605.322,5451.962,3104.351,997.53,3.6633
2014-12-05,6462.089,5333.892,3124.885,998.98,3.7759
2014-12-08,6457.511,5412.674,3252.881,992.36,3.7918
2014-12-09,6161.367,5195.406,3106.913,991.22,3.7532
2014-12-10,6366.81,5374.097,3221.546,998.18,3.7111
2014-12-11,6463.316,5454.443,3183.012,995.85,3.7282
2014-12-12,6545.19,5493.2,3193.227,1001.83,3.7513
2014-12-15,6658.145,5583.597,3217.228,1004.6,3.7815
2014-12-16,6635.255,5606.693,3303.402,993.55,3.7522
2014-12-17,6551.119,5557.286,3360.598,986.82,3.7377
2014-12-18,6540.881,5558.045,3345.927,987.46,3.7614
2014-12-19,6438.042,5524.122,3383.167,991.74,3.7106
2014-12-22,6120.582,5305.209,3394.481,987.18,3.703
2014-12-23,6023.366,5193.722,3324.924,976.47,3.6604
2014-12-24,6154.878,5262.365,3230.385,981.25,3.5975
2014-12-25,6222.506,5364.563,3335.419,981.87,3.6305
2014-12-26,6233.936,5422.751,3445.839,982.35,3.6339
2014-12-29,6098.979,5367.637,3455.455,991.35,3.6213
2014-12-30,5982.636,5275.085,3457.554,1007.9,3.6213
2014-12-31,6027.52,5322.714,3533.705,1008.5,3.6219
2015-01-04,,,,,3.6285
2015-01-05,6049.787,5417.017,3641.541,996.78,3.6251
2015-01-06,6172.392,5479.864,3641.059,1006.85,3.6353
2015-01-07,6166.769,5488.242,3643.79,1002.42,3.6408
2015-01-08,6164.111,5444.037,3559.259,1002.31,3.6415
2015-01-09,6128.012,5409.058,3546.723,997.49,3.6348
2015-01-12,6062.283,5332.221,3513.576,992.64,3.6371
2015-01-13,6167.117,5405.091,3514.04,983.47,3.5836
2015-01-14,6139.29,5379.738,3502.423,970.54,3.5411
2015-01-15,6168.658,5449.038,3604.121,976.96,3.5464
2015-01-16,6252.075,5520.123,3635.146,977.16,3.5017
2015-01-19,6109.285,5281.895,3355.155,983.76,3.475
2015-01-20,6336.631,5472.514,3396.222,978.33,3.4711
2015-01-21,6465.733,5611.694,3548.885,985.53,3.4672
2015-01-22,6568.636,5690.156,3567.613,987.39,3.4521
2015-01-23,6502.067,5633.289,3571.732,985.76,3.452
2015-01-26,6642.612,5758.979,3607.985,973.1,3.4341
2015-01-27,6693.806,5773.816,3574.931,981.21,3.4309
2015-01-28,6666.264,5739.919,3525.323,980.02,3.4767
2015-01-29,6625.005,5701.205,3481.798,977.37,3.4966
2015-01-30,6546.597,5632.728,3434.39,968.25,3.5019
2015-02-02,6535.903,5609.389,3353.96,978.54,3.4729
2015-02-03,6654.549,5707.476,3437.445,985.06,3.4533
2015-02-04,6653.338,5683.519,3401.768,987.18,3.4589
2015-02-05,6654.082,5654.217,3366.946,984.69,3.4018
2015-02-06,6526.949,5534.785,3312.42,995.81,3.4325
2015-02-09,6474.817,5504.974,3345.921,990.42,3.4236
2015-02-10,6555.818,5580.704,3406.943,992.02,3.4299
2015-02-11,6645.51,5641.786,3434.124,992.37,3.3955
2015-02-12,6703.815,5681.341,3442.874,990.31,3.3865
2015-02-13,6815.848,5769.272,3469.828,1002.8,3.3552
2015-02-15,,,,,3.3625
2015-02-16,6965.301,5869.713,3499.483,1006.07,3.3374
2015-02-17,7020.053,5911.098,3522.322,1003.06,3.3373
2015-02-25,7004.665,5906.538,3478.729,995.1,3.349
2015-02-26,7045.268,5969.557,3566.295,1004.77,3.3594
2015-02-27,7141.888,6018.463,3572.843,1005.59,3.3745
2015-02-28,,,,,3.3602
2015-03-02,7317.677,6139.792,3601.265,1010.51,3.3883
2015-03-03,7282.108,6118.656,3507.9,1003.23,3.4022
2015-03-04,7411.034,6210.421,3530.822,1001.04,3.3869
2015-03-05,7450.906,6208.988,3496.344,991.12,3.4369
2015-03-06,7338.404,6133.026,3478.52,985.91,3.4753
2015-03-09,7450.816,6212.236,3537.75,984.3,3.4922
2015-03-10,7566.481,6276.485,3520.611,977.31,3.5228
2015-03-11,7566.312,6262.892,3524.653,979.67,3.4466
2015-03-12,7514.445,6260.137,3592.844,987.43,3.4412
2015-03-13,7649.345,6329.576,3617.657,985.39,3.4879
2015-03-16,7903.363,6516.765,3705.671,982.74,3.5301
2015-03-17,7993.243,6618.054,3757.122,980.24,3.5428
2015-03-18,8150.951,6728.068,3846.055,970.1,3.5519
2015-03-19,8216.624,6782.463,3839.739,974.74,3.5348
2015-03-20,8318.829,6850.897,3892.574,974.93,3.4958
2015-03-23,8560.441,7017.154,3972.061,989.86,3.4933
2015-03-24,8655.38,7046.123,3973.046,995.1177,3.4841
2015-03-25,8784.909,7124.872,3940.412,986.3,3.5037
2015-03-26,8611.864,7074.437,3949.999,989.62,3.544
2015-03-27,8710.291,7155.945,3971.697,983.61,3.5678
2015-03-30,8719.22,7245.497,4088.178,978.13,3.5849
2015-03-31,8780.739,7253.104,4051.204,973.41,3.6483
2015-04-01,9008.201,7425.733,4123.895,974.34,3.5997
2015-04-02,9238.053,7560.648,4124.776,975.69,3.5438
2015-04-03,9419.201,7679.01,4170.538,974.09,3.572
2015-04-07,9600.722,7863.284,4260.044,974.86,3.5987
2015-04-08,9455.59,7807.997,4295.803,971.45,3.6938
2015-04-09,9369.657,7746.151,4262.138,961.03,3.704
2015-04-10,9600.401,7952.189,4344.416,955.71,3.6947
2015-04-13,9813.596,8122.893,4421.073,969.37,3.6685
2015-04-14,9830.062,8119.959,4438.184,966.52,3.6211
2015-04-15,9441.192,7802.747,4380.513,966.43,3.5954
2015-04-16,9541.766,7912.088,4513.546,973.09,3.56
2015-04-17,9567.695,7980.76,4596.136,974.01,3.5627
2015-04-20,9353.612,7839.901,4521.919,972.32,3.4554
2015-04-21,9716.349,8112.687,4619.164,977.41,3.4055
2015-04-22,9995.262,8323.427,4739.814,983.15,3.4052
2015-04-23,10105.27,8410.703,4740.892,979.62,3.4151
2015-04-24,10123.91,8419.095,4702.641,991.89,3.4454
2015-04-27,10174.9,8513.016,4807.592,1007.6,3.3952
2015-04-28,9847.893,8266.483,4741.861,1007.74,3.3804
2015-04-29,10107.4,8428.254,4774.326,996.68,3.4
2015-04-30,10180.49,8469.673,4749.886,1008.69,3.3503
2015-05-04,10270.13,8510.481,4787.741,1019.87,3.3804
2015-05-05,10007.27,8199.344,4596.837,1024.63,3.4006
2015-05-06,9973.991,8082.999,4553.327,1033.05,3.456
2015-05-07,9806.508,7903.478,4470.089,1023.46,3.4401
2015-05-08,10274.38,8201.293,4558.404,1021.8,3.3703
2015-05-11,10771.62,8558.218,4690.532,1025.56,3.3752
2015-05-12,11051.43,8745.678,4747.421,1016.63,3.4002
2015-05-13,11137.3,8824.929,4718.436,1019.75,3.4002
2015-05-14,11211.1,8813.393,4700.778,1014.68,3.3803
2015-05-15,11217.93,8742.885,4617.47,1016.69,3.3907
2015-05-18,11542.28,8903.595,4575.14,1017.65,3.4109
2015-05-19,11831.36,9124.833,4731.222,1009.42,3.4311
2015-05-20,12132.37,9277.331,4754.919,989.52,3.4282
2015-05-21,12586.05,9619.223,4840.976,995.67,3.4257
2015-05-22,12687.29,9778.171,4951.335,998.16,3.416
2015-05-25,12877.87,10040.09,5099.495,992.33,3.431
2015-05-26,13401.31,10373.58,5198.918,994.38,3.5214
2015-05-27,13582.55,10497.34,5181.434,996.6,3.5055
2015-05-28,12818.99,9868.424,4834.007,1000.04,3.5652
2015-05-29,13027.21,9966.845,4840.829,1001.85,3.5954
2015-06-01,13691.17,10488.31,5076.179,1001.65,3.6404
2015-06-02,14276.32,10886.4,5161.87,1006.08,3.588
2015-06-03,14356.6,10979.99,5143.59,995.77,3.6111
2015-06-04,14308.65,10965.41,5181.416,996.93,3.5912
2015-06-05,14465.75,11144.52,5230.552,989.48,3.5814
2015-06-08,14099.73,11030.92,5353.751,987.7,3.5613
2015-06-09,14106.23,11013.74,5317.461,987.21,3.5565
2015-06-10,14461.8111,11208.0577,5309.112,995.55,3.5912
2015-06-11,14768.8814,11366.2931,5306.59,995.63,3.6197
2015-06-12,15006.3388,11545.8906,5335.1151,978.57,3.6226
2015-06-15,14707.7784,11332.892,5221.1665,975.31,3.6681
2015-06-16,14102.2218,10879.8358,5064.8212,974.08,3.6099
2015-06-17,14407.3131,11100.5456,5138.8307,966.19,3.6052
2015-06-18,13934.2148,10731.3787,4930.5491,965.58,3.573
2015-06-19,13024.7156,9987.4074,4637.0517,967.05,3.5825
2015-06-23,13047.019,10046.8849,4786.0906,969.52,3.6054
2015-06-24,13313.7949,10267.6266,4880.1261,972.94,3.6079
2015-06-25,12760.4781,9906.1037,4706.5159,963.98,3.6028
2015-06-26,11730.7481,9078.0648,4336.1947,965.76,3.608
2015-06-29,10906.0443,8484.6434,4191.5486,963.78,3.603
2015-06-30,11381.4729,8906.0202,4472.9976,950.07,3.5976
2015-07-01,10734.0112,8411.9097,4253.021,958.94,3.6127
2015-07-02,10002.3588,7835.1035,4107.9961,962.12,3.6223
2015-07-03,9358.7322,7355.491,3885.9169,960.87,3.5719
2015-07-06,8858.9118,7235.999,3998.537,935.91,3.4917
2015-07-07,8356.1255,6763.5263,3928.0025,921.61,3.4361
2015-07-08,8114.6044,6602.3735,3663.0375,883.01,3.4307
2015-07-09,8348.8749,6896.3516,3897.6263,916.16,3.4358
2015-07-10,8620.2716,7244.7842,4106.5561,916.28,3.4885
2015-07-13,9032.5563,7695.6351,4211.8116,914.4,3.5014
2015-07-14,9338.169,7859.0574,4112.1488,915.5,3.5341
2015-07-15,8942.9051,7405.2945,3966.7585,916.04,3.5495
2015-07-16,9041.2287,7578.7585,3997.3555,913.42,3.5208
2015-07-17,9541.2589,7994.6971,4151.4956,910.59,3.5123
2015-07-20,9839.9168,8116.4956,4160.612,915.64,3.5009
2015-07-21,10062.8931,8220.4627,4166.0057,916.12,3.5214
2015-07-22,10228.8632,8320.2364,4157.1604,907.49,3.5145
2015-07-23,10553.2221,8551.9909,4250.805,907.1,3.4751
2015-07-24,10449.7497,8425.0739,4176.2787,895.13,3.4602
2015-07-27,9719.5505,7794.1809,3818.7314,892.68,3.4602
2015-07-28,9284.5411,7649.8199,3811.0926,896.08,3.4401
2015-07-29,9727.2317,8022.7956,3930.3791,906.05,3.4302
2015-07-30,9460.7288,7800.5799,3815.4118,900.94,3.4402
2015-07-31,9223.6361,7727.0608,3816.6993,901.52,3.4752
2015-08-03,8723.5937,7540.2053,3829.2354,893.27,3.47
2015-08-04,9265.221,7942.0952,3948.1554,896.84,3.47
2015-08-05,9240.8846,7839.3375,3866.8998,899.87,3.4701
2015-08-06,9229.3485,7792.0278,3831.8516,893.24,3.46
2015-08-07,9585.1364,8013.3187,3906.9448,893.22,3.4553
2015-08-10,10077.9421,8394.0862,4084.3646,895.6,3.4755
2015-08-11,10153.7138,8435.3271,4066.6692,907.85,3.5256
2015-08-12,10005.9294,8336.3365,4016.1262,920.56,3.5402
2015-08-13,10308.7894,8534.4288,4075.463,925.28,3.5153
2015-08-14,10377.9785,8625.2423,4073.54,919.4,3.5052
2015-08-17,10563.1326,8820.4567,4077.8721,913.7,3.5176
2015-08-18,9806.701,8161.2687,3825.4122,907.47,3.5126
2015-08-19,10057.8401,8340.9828,3886.1357,907.05,3.5201
2015-08-20,9739.9163,8049.5116,3761.4541,901.48,3.5051
2015-08-21,9208.1541,7612.9024,3589.5358,904.58,3.4951
2015-08-24,8506.7235,7006.1885,3275.5342,874.74,3.4701
2015-08-25,7882.1122,6481.4117,3042.9266,873.55,3.4577
2015-08-26,7543.7843,6238.5256,3025.692,871.58,3.429
2015-08-27,7793.5388,6456.0548,3205.6375,883.08,3.3902
2015-08-28,8270.9594,6842.8938,3342.2863,892.71,3.3803
2015-08-31,7950.4591,6581.3127,3366.5359,886.91,3.3252
2015-09-01,7441.3381,6169.2072,3362.0827,889.73,3.3002
2015-09-02,7129.9698,6122.5533,3365.8318,887.41,3.3002
2015-09-06,,,,,3.3203
2015-09-07,7291.4682,6143.5566,3250.485,884.46,3.3353
2015-09-08,7651.5004,6374.8551,3334.0233,890.34,3.3603
2015-09-09,7956.7285,6551.0072,3399.3054,898.94,3.3478
2015-09-10,7842.999,6440.3093,3357.561,905.53,3.3453
2015-09-11,7952.1356,6493.3191,3347.1878,904.39,3.3404
2015-09-14,7412.3015,6049.7904,3281.1317,896.62,3.3303
2015-09-15,7034.8998,5708.0299,3152.2319,890.47,3.3104
2015-09-16,7500.6097,6084.8367,3309.2484,898.9,3.3103
2015-09-17,7428.6373,5965.409,3236.9986,896.61,3.3204
2015-09-18,7556.2034,6036.8814,3251.2732,892.7,3.3105
2015-09-21,7847.8848,6250.4393,3308.2467,893.48,3.3204
2015-09-22,7880.8355,6295.9258,3339.03,886.71,3.3255
2015-09-23,7824.066,6224.6006,3263.0275,883.34,3.3354
2015-09-24,7928.8247,6315.1101,3284.9991,883.29,3.318
2015-09-25,7640.173,6108.3764,3231.9514,885.75,3.3101
2015-09-28,7839.6176,6219.6917,3242.7524,875.58,3.2906
2015-09-29,7720.6772,6103.6058,3178.8544,866.54,3.2457
2015-09-30,7727.5092,6123.7274,3202.9475,870.64,3.2362
2015-10-08,8056.2789,6372.4924,3296.482,878.7,3.2409
2015-10-09,8180.3966,6470.0514,3340.1159,894.66,3.1486
2015-10-10,,,,,3.1612
2015-10-12,8522.6293,6718.7221,3447.6934,892.14,3.1488
2015-10-13,8651.0521,6802.0769,3445.0431,888.57,3.1064
2015-10-14,8534.7257,6724.4957,3406.1116,886.61,3.0414
2015-10-15,8808.4649,6929.2374,3486.815,887.43,3.0814
2015-10-16,8943.0176,7047.5599,3534.0653,881.32,3.1216
2015-10-19,8935.3908,7047.3718,3534.1821,875.83,3.1214
2015-10-20,9116.5385,7162.0754,3577.7027,875.57,3.0615
2015-10-21,8541.607,6712.7386,3473.2544,871.28,3.0616
2015-10-22,8894.7568,6964.2976,3524.5339,876.48,3.0516
2015-10-23,9182.5529,7138.2344,3571.2411,878.27,3.04
2015-10-26,9262.8897,7186.7548,3589.2611,869.46,3.02
2015-10-27,9345.9663,7231.4362,3592.8794,868.68,2.98
2015-10-28,9131.8703,7048.8952,3524.9199,864.33,2.987
2015-10-29,9214.5876,7108.9748,3533.3065,864.67,3.05
2015-10-30,9188.2657,7084.9706,3534.0788,861.5,3.06
2015-11-02,8944.6834,6936.4315,3475.9623,860.91,3.0525
2015-11-03,8924.415,6920.1029,3465.4927,854.1,3.08
2015-11-04,9396.8421,7267.9884,3628.5377,857.96,3.1351
2015-11-05,9391.4462,7276.4505,3705.9697,848.93,3.115
2015-11-06,9629.2803,7446.8471,3793.3739,848.86,3.125
2015-11-09,9816.0341,7543.8014,3840.3547,846.4,3.2099
2015-11-10,9911.24,7575.0084,3833.2379,845.9,3.2001
2015-11-11,10100.5106,7684.666,3833.6457,839.67,3.1226
2015-11-12,10135.0823,7682.4517,3795.3241,841.21,3.1351
2015-11-13,9934.7686,7567.108,3746.2422,838.81,3.1251
2015-11-16,10194.7776,7718.8548,3764.1262,832.29,3.1352
2015-11-17,10109.3985,7650.3808,3758.3869,826.77,3.1252
2015-11-18,9928.6633,7526.9417,3715.5796,822.86,3.1402
2015-11-19,10235.35,7718.622,3774.969,810.35,3.1402
2015-11-20,10440.3518,7806.2655,3774.3833,812.6,3.1251
2015-11-23,10341.449,7744.1822,3753.3351,805.9,3.1302
2015-11-24,10459.5977,7798.4975,3753.8887,818.59,3.1077
2015-11-25,10696.3083,7922.3841,3781.6069,825.96,3.0853
2015-11-26,10620.8318,7874.0797,3759.4286,833.65,3.0503
2015-11-27,9933.4955,7376.1243,3556.9924,828.89,3.0603
2015-11-30,10001.1878,7408.3988,3566.4122,821.47,3.0404
2015-12-01,9955.2047,7443.9452,3591.696,828.52,3.0504
2015-12-02,9822.0548,7405.8596,3721.9545,832.97,3.0454
2015-12-03,10102.8925,7570.5077,3749.2985,824.3,3.0304
2015-12-04,10081.573,7511.6749,3677.5922,825.02,3.0254
2015-12-07,10238.0191,7602.2276,3687.6073,837.33,3.028
2015-12-08,10057.7376,7404.142,3623.0202,821.58,3.0005
2015-12-09,10034.1939,7374.2742,3635.9382,821.6,2.9968
2015-12-10,10035.4491,7350.2098,3623.0842,817.81,3.0018
2015-12-11,9946.1212,7290.7017,3608.0587,828.87,2.9931
2015-12-14,10118.9023,7441.0301,3711.322,831.13,3.0306
2015-12-15,10278.4692,7498.1813,3694.3885,826.63,3.0157
2015-12-16,10374.2291,7529.4028,3685.4398,829.58,3.0007
2015-12-17,10679.9622,7716.246,3755.8881,826.35,2.9857
2015-12-18,10629.9701,7699.37,3767.9128,838.05,2.9408
2015-12-21,10699.61,7788.564,3865.965,854.88,2.8811
2015-12-22,10809.2423,7856.6081,3876.7325,853.47,2.861
2015-12-23,10638.1595,7773.2825,3866.3814,850.01,2.846
2015-12-24,10633.1896,7753.0367,3829.4022,849.33,2.801
2015-12-25,10726.991,7792.1244,3838.201,851.48,2.8061
2015-12-28,10515.3609,7603.3609,3727.6316,843.91,2.7961
2015-12-29,10653.7085,7674.3881,3761.8745,856.72,2.8061
2015-12-30,10806.704,7741.0472,3765.1752,861.04,2.8261
2015-12-31,10614.3785,7617.689,3731.0047,862.03,2.8212
2016-01-04,9694.8363,6983.4044,3469.0662,851.96,2.871
2016-01-05,9452.0406,6889.7414,3478.7797,857.46,2.8911
2016-01-06,9709.5692,7065.6068,3539.8082,849.22,2.8861
2016-01-07,8856.4914,6462.2428,3294.3839,849.41,2.8511
2016-01-08,8876.2526,6570.4316,3361.5632,847.98,2.8362
2016-01-11,8205.122,6128.6558,3192.4499,838.24,2.8187
2016-01-12,8187.9598,6136.6632,3215.7099,829.26,2.7887
2016-01-13,7836.1229,5924.044,3155.8787,831.26,2.7237
2016-01-14,8157.7372,6124.8202,3221.5714,836.13,2.7513
2016-01-15,7868.1676,5893.6815,3118.7301,835.54,2.7464
2016-01-18,8060.8792,5978.9076,3130.7289,850.76,2.7764
2016-01-19,8388.3835,6197.0947,3223.1251,858.15,2.7964
2016-01-20,8321.3921,6138.5031,3174.3781,850.83,2.8114
2016-01-21,7944.5669,5886.8835,3081.3454,848.37,2.7914
2016-01-22,8074.2854,5980.6111,3113.4626,856.74,2.7741
2016-01-25,8180.5037,6041.3261,3128.886,854.85,2.859
2016-01-26,7545.5442,5589.3069,2940.5085,857.75,2.8616
2016-01-27,7466.7458,5514.1886,2930.3519,867.8,2.9016
2016-01-28,7100.9014,5271.2325,2853.7562,859.03,2.8866
2016-01-29,7385.7587,5469.1254,2946.0902,857.56,2.8419
2016-02-01,7292.6133,5399.4771,2901.0477,859.25,2.8368
2016-02-02,7576.0654,5586.6266,2961.3337,861.98,2.8818
2016-02-03,7630.4588,5610.1734,2948.6386,863.57,2.8918
2016-02-04,7807.4008,5721.4853,2984.7598,875.04,2.855
2016-02-05,7718.7083,5664.1971,2963.7894,871.02,2.8535
2016-02-06,,,,,2.8535
2016-02-14,,,,,2.8221
2016-02-15,7726.37,5668.0398,2946.7066,875.24,2.8371
2016-02-16,8069.5941,5902.5341,3037.0353,876.21,2.8376
2016-02-17,8202.1465,5971.4123,3063.3199,872.68,2.8351
2016-02-18,8176.1396,5957.1305,3053.6985,876.51,2.8351
2016-02-19,8239.2559,5979.5164,3051.585,885.56,2.8251
2016-02-22,8407.8524,6103.7225,3118.8675,897.99,2.8426
2016-02-23,8357.3553,6070.4998,3089.3632,895.89,2.8451
2016-02-24,8364.6626,6111.0427,3109.5454,895.68,2.8676
2016-02-25,7702.5912,5626.0522,2918.7501,894.21,2.8651
2016-02-26,7666.8226,5648.9376,2948.0306,889.85,2.8551
2016-02-29,7183.6763,5350.4337,2877.4666,890.15,2.8502
2016-03-01,7345.0859,5473.6349,2930.6937,897.4,2.8527
2016-03-02,7711.886,5753.1482,3051.3327,902.51,2.8752
2016-03-03,7727.1599,5776.977,3058.4219,903.72,2.9002
2016-03-04,7418.8006,5621.5614,3093.8895,918.98,2.8952
2016-03-07,7600.4372,5752.5482,3104.8397,937.13,2.9303
2016-03-08,7670.6898,5764.3253,3107.6727,942.69,2.9352
2016-03-09,7500.17,5617.0376,3071.907,930.78,2.8928
2016-03-10,7376.6974,5521.948,3013.1457,928.85,2.8653
2016-03-11,7349.567,5508.9818,3018.2844,932.07,2.8453
2016-03-14,7640.1307,5690.5904,3065.6904,928.69,2.8504
2016-03-15,7571.8197,5639.8012,3074.7796,920.88,2.8404
2016-03-16,7484.2256,5562.8037,3090.0328,928.42,2.8054
2016-03-17,7779.8753,5745.975,3124.2039,943.82,2.8154
2016-03-18,8097.204,5949.263,3171.963,956.04,2.8229
2016-03-21,8325.977,6099.4805,3249.4372,955.66,2.8305
2016-03-22,8311.2112,6075.4922,3225.7903,956.86,2.8304
2016-03-23,8408.6385,6118.9664,3236.0924,953.97,2.8307
2016-03-24,8279.6494,6018.4242,3181.8507,939.12,2.8309
2016-03-25,8343.2422,6077.4312,3197.8169,949.93,2.8311
2016-03-28,8298.7781,6037.7782,3169.7283,941.22,2.8665
2016-03-29,8118.9963,5921.8672,3135.4098,940.78,2.851
2016-03-30,8438.6835,6137.5034,3216.2753,938.01,2.8362
