,000852.SH,000905.SH,000300.SH,NH0100.NHF,Bond
2012-09-18,3454.667,3224.259,2235.239,1361.0354,3.5216
2012-09-19,3486.526,3255.866,2246.236,1369.6244,3.5166
2012-09-20,3364.47,3161.763,2195.951,1349.8007,3.5171
2012-09-21,3329.296,3143.71,2199.063,1349.8946,3.4998
2012-09-24,3351.988,3167.161,2215.516,1336.8638,3.4956
2012-09-25,3323.858,3144.408,2210.154,1339.2472,3.4676
2012-09-26,3231.021,3071.989,2184.891,1335.4097,3.4444
2012-09-27,3301.319,3141.082,2251.717,1338.0056,3.4525
2012-09-28,3359.216,3199.752,2293.106,1351.3777,3.4575
2012-09-29,,,,,3.4574
2012-10-08,3358.493,3183.365,2270.054,1338.8334,3.4814
2012-10-09,3451.72,3265.617,2320.157,1355.8072,3.4921
2012-10-10,3494.366,3296.923,2324.117,1354.0724,3.5036
2012-10-11,3440.516,3248.045,2302.533,1351.3952,3.499
2012-10-12,3432.244,3240.399,2304.531,1348.3459,3.4807
2012-10-15,3405.954,3223.189,2294.857,1337.0865,3.473
2012-10-16,3418.92,3233.229,2298.162,1343.6956,3.4903
2012-10-17,3432.012,3240.778,2300.803,1346.6639,3.5036
2012-10-18,3486.981,3294.835,2336.077,1354.4354,3.519
2012-10-19,3477.783,3285.445,2332.47,1342.0926,3.535
2012-10-22,3492.794,3298.488,2341.592,1344.5,3.5293
2012-10-23,3455.7,3259.067,2312.077,1329.09,3.5454
2012-10-24,3440.753,3257.921,2307.779,1337.14,3.5478
2012-10-25,3401.95,3226.172,2291.239,1338.96,3.5672
2012-10-26,3327.719,3163.295,2247.907,1330.77,3.5727
2012-10-29,3321.759,3158.943,2235.854,1323.39,3.5668
2012-10-30,3327.513,3160.687,2239.882,1323.36,3.5648
2012-10-31,3342.922,3168.097,2254.82,1328.96,3.5739
2012-11-01,3402.749,3228.19,2297.884,1337.05,3.5984
2012-11-02,3418.418,3249.552,2306.774,1329.96,3.5852
2012-11-05,3406.765,3235.352,2301.88,1317.03,3.5872
2012-11-06,3380.061,3213.26,2292.206,1322.33,3.5771
2012-11-07,3380.404,3209.141,2287.505,1325.22,3.5644
2012-11-08,3293.703,3129.568,2245.405,1316.78,3.5609
2012-11-09,3284.724,3116.978,2240.924,1319.65,3.5594
2012-11-12,3312.961,3136.308,2251.848,1313.68,3.5585
2012-11-13,3245.894,3072.121,2212.44,1309.42,3.547
2012-11-14,3248.079,3081.254,2223.11,1318.96,3.5356
2012-11-15,3185.239,3026.844,2193.623,1317.94,3.5279
2012-11-16,3165.493,3009.153,2177.24,1315.26,3.5133
2012-11-19,3183.365,3016.159,2174.985,1317.27,3.501
2012-11-20,3174.418,3004.183,2164.881,1318.89,3.5111
2012-11-21,3208.17,3035.282,2194.896,1320.07,3.5205
2012-11-22,3169.891,2995.093,2177.546,1321.69,3.5357
2012-11-23,3177.759,3005.459,2192.676,1324.73,3.5428
2012-11-26,3137.873,2970.323,2175.599,1324.3,3.5511
2012-11-27,3005.274,2864.169,2150.638,1319.96,3.557
2012-11-28,2930.065,2800.537,2129.161,1315.79,3.5535
2012-11-29,2892.591,2774.176,2115.676,1312.46,3.5311
2012-11-30,2930.446,2816.624,2139.661,1322.35,3.5332
2012-12-03,2850.824,2749.134,2108.85,1333.67,3.5397
2012-12-04,2887.792,2783.412,2131.473,1330.43,3.5498
2012-12-05,2999.126,2886.186,2207.878,1339.29,3.5622
2012-12-06,2998.71,2884.348,2203.602,1336.71,3.558
2012-12-07,3071.861,2950.193,2246.757,1343.64,3.5689
2012-12-10,3128.4,3002.231,2271.046,1353.67,3.5707
2012-12-11,3104.629,2982.027,2258.5,1349.08,3.5658
2012-12-12,3104.935,2982.885,2267.767,1350.96,3.5666
2012-12-13,3061.622,2943.276,2242.635,1345.17,3.5649
2012-12-14,3183.753,3066.231,2355.865,1358.6,3.5781
2012-12-17,3201.255,3091.875,2366.7,1369.09,3.5814
2012-12-18,3192.983,3086.584,2368.12,1367.23,3.5843
2012-12-19,3205.867,3099.092,2371.109,1363.07,3.5942
2012-12-20,3215.954,3108.86,2384.816,1352.22,3.6086
2012-12-21,3218.082,3101.074,2372.002,1349.91,3.606
2012-12-24,3244.103,3117.698,2381.217,1351.91,3.6009
2012-12-25,3318.387,3189.088,2448.395,1357.13,3.5955
2012-12-26,3373.746,3228.675,2457.619,1360.75,3.5925
2012-12-27,3340.744,3199.481,2444.594,1367.79,3.5803
2012-12-28,3378.979,3235.195,2480.049,1371.87,3.5752
2012-12-31,3406.804,3275.86,2522.952,1378.96,3.5738
2013-01-04,3391.446,3258.251,2524.409,1381.29,3.6062
2013-01-05,,,,,3.6003
2013-01-06,,,,,3.595
2013-01-07,3441.691,3288.369,2535.985,1382.6,3.5965
2013-01-08,3492.858,3327.04,2525.33,1384.39,3.5943
2013-01-09,3497.93,3334.987,2526.126,1379.8,3.575
2013-01-10,3524.245,3356.35,2530.569,1383.42,3.595
2013-01-11,3454.624,3271.179,2483.23,1370.52,3.5999
2013-01-14,3578.98,3384.745,2577.725,1380.48,3.6023
2013-01-15,3649.138,3450.682,2595.856,1371.64,3.6008
2013-01-16,3645.82,3450.56,2577.092,1373.41,3.6047
2013-01-17,3602.849,3408.022,2552.758,1373.26,3.5986
2013-01-18,3659.565,3464.645,2595.439,1386.46,3.5834
2013-01-21,3689.909,3491.122,2610.898,1380.5,3.5743
2013-01-22,3617.128,3435.434,2596.898,1387.32,3.5705
2013-01-23,3630.037,3441.745,2607.456,1389.75,3.5682
2013-01-24,3540.217,3369.732,2582.755,1381.09,3.5816
2013-01-25,3536.897,3364.061,2571.674,1384.89,3.5837
2013-01-28,3629.363,3449.794,2651.863,1384.15,3.6042
2013-01-29,3663.641,3482.519,2675.866,1390.14,3.6116
2013-01-30,3661.028,3500.578,2688.711,1398.88,3.6053
2013-01-31,3639.191,3479.638,2686.882,1406.43,3.6054
2013-02-01,3659.46,3507.709,2743.324,1408.69,3.6004
2013-02-04,3624.82,3484.362,2748.028,1416.64,3.6016
2013-02-05,3657.509,3520.646,2771.675,1410.4,3.591
2013-02-06,3681.308,3544.385,2775.844,1407.84,3.5922
2013-02-07,3700.572,3557.667,2759.87,1401.88,3.5928
2013-02-08,3755.544,3608.589,2771.725,1401.05,3.5859
2013-02-16,,,,,3.5922
2013-02-17,,,,,3.5847
2013-02-18,3797.69,3627.776,2737.471,1384.54,3.5929
2013-02-19,3737.653,3561.357,2685.606,1386.91,3.5931
2013-02-20,3818.444,3635.375,2702.635,1386.17,3.5632
2013-02-21,3750.167,3560.317,2610.549,1365.92,3.5623
2013-02-22,3744.1,3548.358,2596.604,1367.99,3.5708
2013-02-25,3790.962,3587.587,2604.96,1357.23,3.5821
2013-02-26,3743.808,3533.204,2567.595,1343.03,3.5948
2013-02-27,3745.413,3535.896,2594.677,1350.95,3.5904
2013-02-28,3815.719,3608.199,2673.327,1358.2,3.5957
2013-03-01,3876.638,3648.422,2668.836,1345.11,3.5878
2013-03-04,3760.614,3518.717,2545.715,1334.4,3.5785
2013-03-05,3848.588,3597.922,2622.807,1345.58,3.576
2013-03-06,3914.841,3653.934,2650.202,1342.36,3.5802
2013-03-07,3867.608,3609.64,2619.479,1335.7,3.5813
2013-03-08,3829.168,3570.38,2606.927,1339.57,3.5816
2013-03-11,3832.111,3571.105,2592.372,1333.72,3.583
2013-03-12,3726.205,3481.175,2555.615,1323.32,3.5897
2013-03-13,3696.453,3449.35,2527.486,1321.86,3.5898
2013-03-14,3709.721,3464.854,2534.273,1312.49,3.5919
2013-03-15,3715.14,3471.214,2539.873,1325.05,3.5919
2013-03-18,3671.801,3427.12,2502.493,1304.29,3.5971
2013-03-19,3675.682,3438.072,2525.097,1308.9,3.5922
2013-03-20,3769.257,3527.772,2610.174,1316.1,3.5722
2013-03-21,3818.092,3565.02,2614.988,1321.37,3.5819
2013-03-22,3827.095,3579.92,2618.308,1315.83,3.5816
2013-03-25,3834.292,3568.523,2613.097,1318.4,3.577
2013-03-26,3814.194,3543.812,2575.05,1313.56,3.5717
2013-03-27,3825.753,3552.257,2583.53,1310.24,3.5611
2013-03-28,3710.239,3448.977,2499.302,1300.0,3.5505
2013-03-29,3712.22,3447.285,2495.083,1293.57,3.5392
2013-04-01,3743.367,3470.96,2493.187,1275.27,3.5303
2013-04-02,3680.148,3428.5,2486.391,1285.43,3.5106
2013-04-03,3642.59,3397.232,2483.547,1278.72,3.5005
2013-04-07,,,,,3.4907
2013-04-08,3669.009,3411.13,2472.299,1288.59,3.4905
2013-04-09,3703.403,3444.371,2489.43,1290.21,3.4705
2013-04-10,3685.726,3437.267,2485.309,1294.85,3.4624
2013-04-11,3674.333,3423.217,2477.876,1285.78,3.4705
2013-04-12,3643.71,3394.517,2462.112,1286.28,3.4655
2013-04-15,3594.429,3346.851,2436.818,1256.01,3.4405
2013-04-16,3629.737,3383.081,2459.592,1246.55,3.4005
2013-04-17,3669.805,3412.416,2458.473,1235.75,3.4131
2013-04-18,3681.914,3423.012,2464.851,1222.2,3.4431
2013-04-19,3752.879,3495.242,2533.827,1231.79,3.4503
2013-04-22,3793.253,3511.624,2530.67,1211.17,3.4867
2013-04-23,3685.545,3416.449,2449.471,1204.47,3.4629
2013-04-24,3770.947,3484.568,2495.579,1216.78,3.4498
2013-04-25,3700.487,3431.401,2467.875,1222.94,3.4314
2013-04-26,3627.497,3367.766,2447.306,1226.4,3.4313
2013-04-27,,,,,3.4311
2013-04-28,,,,,3.4314
2013-05-02,3667.159,3383.398,2449.639,1211.56,3.4119
2013-05-03,3746.931,3448.64,2492.912,1227.63,3.4212
2013-05-06,3817.576,3514.457,2525.983,1242.85,3.4354
2013-05-07,3829.515,3521.477,2529.938,1236.22,3.4261
2013-05-08,3877.752,3553.848,2542.798,1250.98,3.4345
2013-05-09,3892.921,3555.769,2527.794,1246.22,3.4317
2013-05-10,3912.064,3577.327,2540.836,1257.34,3.4212
2013-05-13,3936.805,3590.758,2530.768,1252.93,3.4238
2013-05-14,3889.645,3549.303,2493.338,1248.02,3.4248
2013-05-15,3953.85,3597.106,2506.925,1231.29,3.4218
2013-05-16,3977.955,3635.755,2552.709,1232.83,3.4219
2013-05-17,4031.555,3691.399,2592.048,1246.87,3.4213
2013-05-20,4105.231,3737.748,2609.607,1241.32,3.4253
2013-05-21,4168.573,3787.059,2614.853,1248.88,3.4253
2013-05-22,4111.252,3755.874,2618.034,1251.35,3.4153
2013-05-23,4089.159,3724.229,2582.849,1231.5,3.413
2013-05-24,4160.953,3782.071,2597.228,1237.05,3.4181
2013-05-27,4210.934,3820.427,2599.587,1229.47,3.4166
2013-05-28,4179.855,3827.782,2644.359,1230.98,3.4206
2013-05-29,4213.764,3856.319,2642.561,1223.14,3.434
2013-05-30,4231.042,3865.134,2634.323,1226.26,3.434
2013-05-31,4210.967,3841.218,2606.426,1226.5,3.4399
2013-06-03,4172.688,3814.51,2602.623,1235.64,3.4478
2013-06-04,4080.089,3739.724,2565.666,1235.72,3.4603
2013-06-05,4104.911,3755.148,2560.539,1238.47,3.4615
2013-06-06,4036.815,3688.736,2527.845,1223.96,3.4651
2013-06-07,3985.51,3616.21,2484.16,1229.21,3.4822
2013-06-08,,,,,3.4822
2013-06-09,,,,,3.4491
2013-06-13,3887.745,3515.05,2399.937,1214.99,3.4591
2013-06-14,3975.523,3584.978,2416.771,1217.46,3.4689
2013-06-17,3996.336,3593.371,2403.839,1224.35,3.4785
2013-06-18,4005.139,3605.758,2418.745,1222.31,3.4818
2013-06-19,3987.299,3583.298,2400.765,1224.4,3.5516
2013-06-20,3860.886,3465.004,2321.466,1206.86,3.7016
2013-06-21,3833.822,3446.483,2317.394,1198.65,3.6014
2013-06-24,3604.749,3232.962,2171.21,1179.28,3.5999
2013-06-25,3602.569,3219.134,2165.421,1189.7,3.5999
2013-06-26,3697.963,3285.818,2168.297,1177.83,3.55
2013-06-27,3625.677,3233.222,2160.735,1184.53,3.5231
2013-06-28,3602.107,3235.978,2200.639,1182.59,3.5125
2013-07-01,3693.602,3304.591,2213.317,1192.57,3.5245
2013-07-02,3769.933,3359.053,2221.984,1198.11,3.5243
2013-07-03,3780.596,3364.184,2203.828,1199.18,3.5302
2013-07-04,3795.61,3390.488,2221.979,1198.87,3.5102
2013-07-05,3756.334,3371.529,2226.849,1192.98,3.5127
2013-07-08,3620.65,3240.477,2163.619,1180.28,3.5177
2013-07-09,3650.696,3259.911,2162.669,1185.51,3.5202
2013-07-10,3751.047,3361.395,2224.065,1188.51,3.5802
2013-07-11,3832.034,3455.884,2326.688,1208.19,3.5902
2013-07-12,3829.195,3425.135,2275.373,1196.47,3.6001
2013-07-15,3923.381,3493.441,2307.297,1193.8,3.6102
2013-07-16,3966.64,3536.313,2317.848,1197.81,3.619
2013-07-17,3908.83,3485.074,2282.836,1203.45,3.669
2013-07-18,3911.198,3481.201,2245.328,1204.1,3.6903
2013-07-19,3832.159,3394.306,2190.478,1204.71,3.7051
2013-07-22,3919.302,3461.281,2202.189,1212.98,3.7401
2013-07-23,4015.217,3544.966,2265.845,1213.98,3.7602
2013-07-24,4057.864,3566.282,2249.151,1214.93,3.7952
2013-07-25,3963.314,3498.242,2237.683,1211.03,3.7102
2013-07-26,3968.932,3494.159,2224.008,1198.35,3.7152
2013-07-29,3901.096,3426.593,2175.97,1185.75,3.7228
2013-07-30,3882.32,3411.219,2189.388,1185.03,3.7227
2013-07-31,3900.485,3430.743,2193.021,1193.39,3.7214
2013-08-01,4026.471,3521.152,2245.364,1200.18,3.7053
2013-08-02,4038.773,3533.609,2247.263,1200.04,3.7034
2013-08-05,4102.126,3592.538,2278.329,1204.85,3.7104
2013-08-06,4146.665,3631.124,2293.641,1204.5,3.7153
2013-08-07,4094.321,3596.318,2280.623,1198.95,3.7703
2013-08-08,4113.071,3605.85,2276.782,1215.25,3.8455
2013-08-09,4113.434,3618.744,2286.01,1220.8,3.8407
2013-08-12,4146.487,3676.195,2352.794,1237.75,3.8513
2013-08-13,4178.394,3695.552,2359.068,1247.96,3.9252
2013-08-14,4175.447,3681.082,2349.08,1240.28,3.9516
2013-08-15,4131.229,3631.321,2321.576,1244.06,3.9602
2013-08-16,4032.384,3554.348,2304.144,1254.02,3.9401
2013-08-19,4129.44,3609.028,2331.43,1254.31,4.0103
2013-08-20,4141.531,3599.637,2312.465,1244.94,4.0881
2013-08-21,4164.533,3627.501,2308.589,1246.91,4.0382
2013-08-22,4181.358,3636.469,2303.932,1248.63,4.0302
2013-08-23,4184.816,3627.97,2286.929,1254.45,3.9916
2013-08-26,4267.371,3703.593,2335.616,1275.3,3.9555
2013-08-27,4306.38,3732.098,2340.881,1276.22,3.9654
2013-08-28,4257.972,3703.92,2328.056,1264.21,4.0222
2013-08-29,4260.793,3701.083,2318.311,1258.68,4.03
2013-08-30,4181.742,3664.148,2313.91,1251.7,4.0354
2013-09-02,4218.395,3689.959,2320.344,1269.3,4.0356
2013-09-03,4290.872,3744.871,2354.502,1266.48,4.0404
2013-09-04,4298.858,3755.239,2350.699,1259.8,4.055
2013-09-05,4324.725,3762.569,2341.735,1257.78,4.055
2013-09-06,4352.459,3792.832,2357.782,1263.08,4.0455
2013-09-09,4369.943,3831.927,2440.609,1269.43,4.055
2013-09-10,4387.756,3870.923,2474.894,1259.81,4.065
2013-09-11,4318.716,3834.258,2482.889,1261.61,4.1341
2013-09-12,4319.112,3845.068,2507.455,1252.04,4.1291
2013-09-13,4352.949,3849.82,2488.902,1249.11,4.1406
2013-09-16,4384.987,3854.207,2478.39,1241.21,4.1201
2013-09-17,4325.056,3786.292,2427.322,1244.87,4.0721
2013-09-18,4366.14,3822.123,2432.51,1247.83,4.0502
2013-09-22,,,,,3.9851
2013-09-23,4455.807,3899.625,2472.288,1251.37,4.0095
2013-09-24,4468.381,3903.518,2443.885,1248.55,4.0201
2013-09-25,4447.107,3889.221,2429.03,1249.55,4.0202
2013-09-26,4378.19,3808.216,2384.443,1251.8,3.9901
2013-09-27,4393.742,3822.758,2394.971,1246.35,4.0002
2013-09-29,,,,,4.0002
2013-09-30,4470.446,3872.893,2409.037,1245.89,3.9954
2013-10-08,4542.308,3938.068,2441.811,1254.24,3.9903
2013-10-09,4612.126,3981.058,2453.583,1252.06,4.0316
2013-10-10,4567.573,3959.63,2429.317,1250.93,4.0166
2013-10-11,4613.577,4026.916,2468.508,1253.5,4.0265
2013-10-12,,,,,4.0263
2013-10-14,4665.909,4068.32,2472.542,1262.08,4.0663
2013-10-15,4662.765,4074.083,2467.517,1258.68,4.0791
2013-10-16,4518.722,3963.212,2421.371,1254.78,4.0966
2013-10-17,4517.771,3956.965,2413.33,1247.81,4.0966
2013-10-18,4549.987,3970.641,2426.054,1253.54,4.1055
2013-10-21,4673.762,4069.033,2471.322,1259.59,4.1105
2013-10-22,4621.387,4026.516,2445.891,1252.51,4.1305
2013-10-23,4504.004,3924.219,2418.491,1249.94,4.1491
2013-10-24,4469.644,3898.156,2400.511,1247.14,4.194
2013-10-25,4388.614,3821.779,2368.559,1233.14,4.214
2013-10-28,4384.385,3808.703,2365.954,1234.58,4.204
2013-10-29,4269.656,3703.86,2372.053,1235.69,4.2173
2013-10-30,4335.587,3764.453,2407.471,1243.21,4.2173
2013-10-31,4270.97,3713.829,2373.718,1237.58,4.1806
2013-11-01,4240.214,3702.445,2384.96,1242.94,4.1556
2013-11-04,4267.367,3728.188,2380.454,1237.7,4.1731
2013-11-05,4340.386,3777.404,2383.769,1235.88,4.2106
2013-11-06,4303.902,3737.106,2353.568,1232.55,4.2206
2013-11-07,4246.212,3685.04,2340.552,1235.5,4.2945
2013-11-08,4186.175,3629.94,2307.945,1231.59,4.3186
2013-11-11,4213.14,3645.84,2315.889,1232.54,4.4034
2013-11-12,4248.373,3680.536,2340.0,1231.99,4.4146
2013-11-13,4173.496,3611.76,2288.116,1229.3,4.4628
2013-11-14,4242.907,3659.83,2304.501,1229.99,4.5006
2013-11-15,4324.288,3736.452,2350.734,1223.41,4.6006
2013-11-18,4421.24,3827.882,2428.903,1222.29,4.6619
2013-11-19,4446.485,3840.365,2412.163,1222.34,4.6722
2013-11-20,4486.609,3878.584,2424.85,1229.22,4.7222
2013-11-21,4478.388,3865.41,2409.989,1225.36,4.7009
2013-11-22,4467.83,3842.756,2397.962,1227.01,4.6509
2013-11-25,4473.542,3839.602,2388.629,1224.51,4.6159
2013-11-26,4490.507,3845.676,2387.416,1228.22,4.6059
2013-11-27,4559.449,3889.755,2414.481,1228.67,4.5511
2013-11-28,4587.694,3922.666,2439.53,1229.7,4.4313
2013-11-29,4643.3,3946.383,2438.944,1234.83,4.3612
2013-12-02,4354.57,3770.865,2418.788,1237.59,4.4812
2013-12-03,4427.706,3859.955,2442.784,1233.07,4.4412
2013-12-04,4465.706,3932.998,2475.135,1236.75,4.4262
2013-12-05,4436.968,3928.724,2468.197,1234.86,4.4962
2013-12-06,4430.064,3918.783,2452.287,1237.39,4.5162
2013-12-09,4494.502,3947.704,2450.872,1241.65,4.5413
2013-12-10,4491.967,3950.486,2453.322,1242.47,4.6012
2013-12-11,4465.052,3906.78,2412.763,1241.82,4.6213
2013-12-12,4507.545,3916.962,2410.015,1244.63,4.5913
2013-12-13,4520.793,3925.434,2406.639,1231.16,4.5411
2013-12-16,4460.131,3857.715,2367.923,1230.24,4.5539
2013-12-17,4433.701,3834.027,2356.376,1229.46,4.5639
2013-12-18,4429.139,3834.045,2357.226,1225.92,4.5814
2013-12-19,4393.517,3795.023,2332.41,1221.83,4.6016
2013-12-20,4348.799,3747.002,2278.136,1219.51,4.6016
2013-12-23,4334.171,3742.738,2284.602,1214.71,4.6017
2013-12-24,4379.273,3768.703,2288.248,1212.49,4.5566
2013-12-25,4454.295,3808.453,2305.11,1216.31,4.5666
2013-12-26,4375.155,3743.132,2265.334,1215.29,4.5579
2013-12-27,4455.351,3800.774,2303.478,1220.4,4.5437
2013-12-30,4487.489,3813.003,2299.458,1213.84,4.5437
2013-12-31,4482.861,3829.096,2330.026,1208.4,4.5518
2014-01-02,4539.5,3847.879,2321.978,1211.58,4.6018
2014-01-03,4531.747,3816.316,2290.779,1198.59,4.6415
2014-01-06,4411.27,3710.898,2238.637,1189.46,4.6569
2014-01-07,4458.557,3733.662,2238.001,1182.43,4.642
2014-01-08,4504.673,3738.205,2241.911,1181.16,4.5919
2014-01-09,4431.8,3696.023,2222.221,1176.94,4.5969
2014-01-10,4354.844,3628.634,2204.851,1180.48,4.6016
2014-01-13,4346.713,3612.02,2193.679,1175.07,4.597
2014-01-14,4447.699,3683.534,2212.846,1184.41,4.602
2014-01-15,4494.095,3708.142,2208.941,1181.08,4.5523
2014-01-16,4485.269,3714.314,2211.844,1181.66,4.5871
2014-01-17,4445.2,3671.915,2178.488,1179.96,4.5969
2014-01-20,4415.096,3644.125,2165.993,1182.33,4.5923
2014-01-21,4486.869,3700.108,2187.41,1173.54,4.5423
2014-01-22,4584.079,3799.042,2243.796,1173.07,4.5023
2014-01-23,4627.341,3825.486,2231.889,1174.08,4.4825
2014-01-24,4695.287,3882.668,2245.678,1175.91,4.5123
2014-01-26,,,,,4.4777
2014-01-27,4682.053,3881.947,2215.919,1167.55,4.4802
2014-01-28,4667.734,3873.81,2219.855,1157.13,4.5027
2014-01-29,4730.86,3908.45,2227.781,1160.44,4.5102
2014-01-30,4714.679,3885.416,2202.45,1156.54,4.5019
2014-02-07,4818.246,3957.671,2212.483,1159.83,4.4781
2014-02-08,,,,,4.468
2014-02-10,4943.378,4074.63,2267.534,1170.19,4.4831
2014-02-11,4941.808,4080.378,2285.562,1161.79,4.4881
2014-02-12,5005.026,4125.412,2291.246,1164.97,4.4783
2014-02-13,4901.679,4064.423,2279.554,1164.04,4.4783
2014-02-14,5000.59,4134.16,2295.575,1167.54,4.4781
2014-02-17,5117.394,4212.745,2311.647,1179.69,4.5135
2014-02-18,5120.243,4207.699,2282.442,1172.08,4.5385
2014-02-19,5120.136,4207.994,2308.656,1176.5,4.5535
2014-02-20,5035.168,4149.071,2287.436,1168.14,4.5336
2014-02-21,5030.78,4121.917,2264.294,1168.0,4.5234
2014-02-24,5064.488,4105.792,2214.509,1153.23,4.4836
2014-02-25,4849.372,3961.439,2157.909,1148.46,4.4336
2014-02-26,4881.727,3987.48,2163.405,1148.42,4.4496
2014-02-27,4795.551,3934.727,2154.108,1142.83,4.3896
2014-02-28,4842.524,3975.929,2178.971,1138.27,4.4276
2014-03-03,4954.174,4058.799,2190.37,1138.54,4.4576
2014-03-04,4961.944,4059.567,2184.273,1136.4,4.5026
2014-03-05,4963.662,4037.784,2163.976,1145.33,4.5176
2014-03-06,4962.395,4032.756,2173.634,1143.51,4.5145
2014-03-07,4949.835,4012.447,2168.358,1138.45,4.5142
2014-03-10,4760.672,3860.244,2097.787,1111.84,4.5043
2014-03-11,4746.733,3864.26,2108.661,1120.56,4.5125
2014-03-12,4726.863,3865.662,2114.134,1119.24,4.5024
2014-03-13,4794.004,3907.146,2140.333,1120.81,4.5024
2014-03-14,4785.044,3888.975,2122.836,1112.64,4.4924
2014-03-17,4903.133,3967.15,2143.038,1103.18,4.482
2014-03-18,4934.419,3989.201,2138.133,1105.76,4.5095
2014-03-19,4937.728,3980.673,2120.87,1108.15,4.5095
2014-03-20,4798.398,3876.578,2086.967,1105.38,4.5195
2014-03-21,4870.013,3952.392,2158.798,1101.7,4.5044
2014-03-24,4876.471,3985.861,2176.554,1104.97,4.5148
2014-03-25,4876.289,3991.144,2174.44,1115.25,4.5192
2014-03-26,4903.916,4001.502,2171.047,1116.72,4.4992
2014-03-27,4804.207,3944.044,2155.707,1115.81,4.5109
2014-03-28,4671.788,3865.295,2151.965,1126.14,4.5104
2014-03-31,4633.27,3840.536,2146.305,1127.56,4.5004
2014-04-01,4714.948,3899.488,2163.115,1131.24,4.4954
2014-04-02,4683.783,3902.043,2180.727,1127.05,4.4904
2014-04-03,4686.952,3896.28,2165.008,1125.84,4.4904
2014-04-04,4743.682,3939.229,2185.472,1133.19,4.4904
2014-04-08,4774.531,3981.625,2237.316,1139.7,4.4499
2014-04-09,4830.536,4018.547,2238.62,1132.45,4.4771
2014-04-10,4849.657,4038.84,2273.761,1127.84,4.4571
2014-04-11,4822.712,4021.194,2270.666,1128.42,4.4521
2014-04-14,4858.157,4051.33,2268.613,1130.72,4.4248
2014-04-15,4838.652,4021.906,2229.463,1131.4,4.4001
2014-04-16,4847.637,4019.883,2232.526,1130.04,4.3601
2014-04-17,4847.682,4014.94,2224.803,1129.89,4.2749
2014-04-18,4870.309,4029.262,2224.479,1116.99,4.2997
2014-04-21,4794.877,3965.337,2187.248,1110.32,4.2997
2014-04-22,4748.012,3947.169,2196.795,1113.8,4.2997
2014-04-23,4730.826,3929.168,2194.668,1115.42,4.3297
2014-04-24,4682.827,3884.811,2190.474,1120.51,4.3394
2014-04-25,4582.632,3800.681,2167.826,1122.46,4.3294
2014-04-28,4424.411,3684.593,2134.969,1124.25,4.3301
2014-04-29,4479.259,3738.926,2158.47,1123.48,4.3202
2014-04-30,4525.306,3766.17,2158.659,1119.49,4.3002
2014-05-04,,,,,4.2902
2014-05-05,4577.407,3798.288,2156.47,1118.0,4.3002
2014-05-06,4612.149,3817.98,2157.328,1111.22,4.2803
2014-05-07,4533.014,3749.965,2137.316,1109.29,4.2803
2014-05-08,4532.264,3754.011,2135.496,1104.53,4.2303
2014-05-09,4481.835,3716.022,2133.911,1105.84,4.1205
2014-05-12,4576.422,3812.758,2180.054,1114.25,4.1205
2014-05-13,4574.804,3806.89,2174.852,1116.43,4.1505
2014-05-14,4577.681,3803.803,2172.372,1123.26,4.1704
2014-05-15,4491.752,3732.337,2144.084,1119.77,4.1915
2014-05-16,4472.169,3726.656,2145.952,1109.43,4.1919
2014-05-19,4458.379,3705.364,2115.143,1118.83,4.1708
2014-05-20,4480.028,3715.71,2115.771,1117.26,4.177
2014-05-21,4518.657,3747.334,2135.905,1113.51,4.177
2014-05-22,4527.598,3746.14,2130.868,1118.31,4.177
2014-05-23,4582.458,3786.563,2148.414,1121.75,4.1574
2014-05-26,4645.004,3827.487,2155.976,1131.05,4.1674
2014-05-27,4624.34,3818.322,2147.28,1125.27,4.1574
2014-05-28,4690.619,3861.588,2169.352,1123.44,4.1457
2014-05-29,4635.007,3821.867,2155.164,1119.91,4.1159
2014-05-30,4648.233,3829.238,2156.464,1116.75,4.0714
2014-06-03,4640.242,3822.716,2149.918,1112.9,4.0214
2014-06-04,4610.724,3789.294,2128.274,1112.25,4.0114
2014-06-05,4671.333,3832.055,2150.602,1116.57,4.0314
2014-06-06,4662.311,3818.333,2134.716,1116.38,4.0614
2014-06-09,4627.427,3797.429,2134.281,1112.82,4.0714
2014-06-10,4686.087,3840.019,2161.268,1112.4,4.0614
2014-06-11,4717.942,3858.051,2160.766,1111.36,4.0614
2014-06-12,4712.043,3850.113,2153.41,1104.93,4.064
2014-06-13,4766.518,3891.557,2176.242,1110.75,4.084
2014-06-16,4800.599,3914.981,2191.855,1110.83,4.064
2014-06-17,4757.484,3879.344,2169.674,1110.86,4.054
2014-06-18,4721.703,3858.099,2160.239,1109.74,4.054
2014-06-19,4581.907,3755.694,2126.907,1110.55,4.0408
2014-06-20,4635.064,3789.342,2136.729,1124.38,4.0515
2014-06-23,4697.417,3815.879,2134.11,1131.47,4.0515
2014-06-24,4733.756,3839.203,2144.821,1128.81,4.0515
2014-06-25,4715.848,3814.03,2133.371,1129.39,4.0557
2014-06-26,4793.361,3861.95,2149.076,1136.96,4.0472
2014-06-27,4829.479,3889.323,2150.258,1132.0,4.0485
2014-06-30,4884.397,3924.903,2165.118,1126.37,4.0612
2014-07-01,4915.74,3951.726,2164.559,1123.05,4.0812
2014-07-02,4945.531,3979.31,2170.867,1122.55,4.1212
