,Growth,Inflation,Rate,Credit,Exchange
2016/1/13,8.51167955,-9.892769688,-4.357599319,8.805270499,5.55319111
2016/1/14,8.527690056,-9.933744109,-4.384348496,8.804739402,5.52996111
2016/1/15,8.543825089,-9.995723142,-4.425360275,8.796631966,5.560595083
2016/1/18,8.560084401,-10.06157681,-4.58248371,8.831144684,5.661503017
2016/1/19,8.576467677,-9.828066605,-3.891612735,8.843185677,5.655924493
2016/1/20,8.592974525,-9.81088978,-3.803915637,8.862520533,5.736036077
2016/1/21,8.609604472,-9.635772496,-4.368830087,8.558065764,5.716764339
2016/1/22,8.62635696,-9.205202542,-4.561077097,8.629849423,5.857811116
2016/1/25,8.643231335,-9.25625072,-4.493522807,8.968483188,6.033249874
2016/1/26,8.660226842,-8.958837412,-4.382687196,8.756378225,6.07239262
2016/1/27,8.677342617,-8.791612895,-4.45839431,8.594106095,5.975264978
2016/1/28,8.694577677,-8.551006282,-4.587149929,8.33227957,6.111628537
2016/1/29,8.711930911,-8.443148835,-5.006884192,8.317359843,6.025144266
2016/2/1,8.740907046,-8.679788566,-4.764268112,8.153655178,6.143492116
2016/2/2,8.77010105,-8.850172555,-5.194464277,8.485041583,6.134617835
2016/2/3,8.799515541,-8.741481252,-5.28948788,8.32921125,6.221656764
2016/2/4,8.829153166,-8.564407117,-5.204420594,8.352484252,6.41213468
2016/2/5,8.85901661,-8.697370977,-5.63614438,8.411520271,6.254816269
2016/2/15,9.043094641,-8.930235866,-5.481370585,8.272257991,6.441318948
2016/2/16,9.074617269,-8.979660081,-5.47746528,8.405936418,6.455399515
2016/2/17,9.106388648,-8.790719283,-5.831173975,8.469013496,6.432711553
2016/2/18,9.138411852,-8.602142552,-5.809659338,8.369704258,6.448275315
2016/2/19,9.170690008,-8.589772478,-5.92441656,8.713690027,6.514080266
2016/2/22,9.203226297,-8.276861594,-6.075147064,8.405002749,6.436237002
2016/2/23,9.236023958,-8.203779059,-5.954807035,8.232565689,6.461834016
2016/2/24,9.269086292,-8.045258457,-5.822047284,8.079688959,6.457878749
2016/2/25,9.302416658,-8.058082486,-6.010949096,8.158170012,6.46293228
2016/2/26,9.336018485,-7.947607423,-6.09602413,7.9774509,6.495453201
2016/2/29,9.369895267,-7.966140647,-5.798154412,7.939588111,6.500388399
2016/3/1,9.405906846,-7.627205585,-6.016957148,7.749065639,6.535320582
2016/3/2,9.442316899,-7.51259541,-6.046076951,7.895236518,6.565648112
2016/3/3,9.479131296,-7.277181272,-6.117175996,8.05815728,6.716587211
2016/3/4,9.516356048,-6.966215105,-6.153861764,8.069984036,6.829946422
2016/3/7,9.553997307,-5.384194749,-6.156439862,8.262550373,7.053033636
2016/3/8,9.592061375,-4.539575301,-6.195534655,8.402233573,7.055696159
2016/3/9,9.630554706,-4.282914355,-6.208901952,8.462965365,7.201655165
2016/3/10,9.669483913,-4.518460656,-6.1685329,8.508538592,7.439670755
2016/3/11,9.708855771,-4.604074151,-6.203136727,8.391094164,7.398632793
2016/3/14,9.748677225,-4.909118994,-6.160059504,8.364372319,7.513009178
2016/3/15,9.788955395,-5.048848254,-6.053165344,8.306397748,7.472974844
2016/3/16,9.829697582,-5.194624808,-5.937393131,8.317717362,7.582200551
2016/3/17,9.870911274,-5.251636977,-5.916119437,8.578810404,7.507834465
2016/3/18,9.912604154,-4.900664738,-5.554106661,8.655562268,7.640199348
2016/3/21,9.954784103,-4.781910288,-4.972350218,8.800650487,7.513633151
2016/3/22,9.997459212,-4.984899206,-4.874325774,8.710901688,7.40410992
2016/3/23,10.04063779,-5.193451477,-4.631160138,8.877145844,7.39875299
2016/3/24,10.08432836,-5.329886466,-4.743362694,8.802490428,7.369463208
2016/3/25,10.12853969,-5.398713422,-4.798364918,8.724968391,7.432758958
2016/3/28,10.17328078,-5.252195583,-4.637972943,8.968619636,7.512486309
2016/3/29,10.21856087,-5.086555993,-4.802032974,8.860223202,7.690863527
2016/3/30,10.26438947,-5.043302698,-4.398434071,8.84388688,7.795145177
2016/3/31,10.31077636,-4.854684484,-3.902363009,8.716473894,7.810009946
2016/4/1,10.35983955,-4.870192476,-4.072357271,8.715651875,7.749930643
2016/4/5,10.45986955,-4.601807964,-3.785922681,8.772597189,7.723986664
2016/4/6,10.5108563,-4.212802023,-3.475036239,8.773400312,7.863631835
2016/4/7,10.56250428,-3.786656666,-3.160586789,8.879805694,7.862776417
2016/4/8,10.6148236,-3.348328547,-3.058227362,8.845772443,8.009554879
2016/4/11,10.66782438,-2.636179916,-2.794049628,8.662965833,8.098970042
2016/4/12,10.72151674,-2.025894869,-2.759044908,8.288379529,8.115264537
2016/4/13,10.77591077,-1.82645046,-2.351519387,8.278402026,7.952423484
2016/4/14,10.83101651,-1.89559271,-2.31399003,7.698041658,7.900101612
2016/4/15,10.8868439,-2.226793697,-2.412369821,7.565427692,7.854014465
2016/4/18,10.94340277,-1.991137857,-2.263976146,7.748567805,7.883111875
2016/4/19,11.00070278,-1.583780895,-2.211447919,7.274892944,7.982135407
2016/4/20,11.05875341,-0.868117589,-0.973928851,6.820262478,7.946558101
2016/4/21,11.11756387,-0.550010232,-0.900270062,6.625625999,7.950345424
2016/4/22,11.17714313,-0.727922649,0.029817015,6.274675909,7.822138656
2016/4/25,11.23749977,-0.785476892,-0.108912277,6.045279317,7.836947084
2016/4/26,11.29864203,-0.918937951,0.130730965,6.025031195,7.854770234
2016/4/27,11.36057766,-1.046213354,0.662215771,6.133621703,7.796781396
2016/4/28,11.42331394,-1.046515102,0.330313328,6.328408552,7.775139627
2016/4/29,11.48685757,-0.908275197,0.180300931,6.281506241,7.825192663
2016/5/3,11.6227499,-1.046677442,-0.447903481,6.133818474,7.884836079
2016/5/4,11.69206577,-1.182640431,-0.330762167,6.386588957,7.819530377
2016/5/5,11.76229879,-1.342596441,-0.136632474,6.470254547,7.640243002
2016/5/6,11.83345038,-1.405816297,-0.134268239,6.521520171,7.677984485
2016/5/9,11.90552062,-1.989080012,0.134055408,6.956325087,7.652450744
2016/5/10,11.9785081,-2.117738184,0.361240939,7.350354881,7.659968423
2016/5/11,12.05240988,-2.072147841,1.161659879,7.376556143,7.646891313
2016/5/12,12.12722138,-1.96653898,1.720277525,7.754176325,7.496749485
2016/5/13,12.20293628,-2.174910058,1.909180937,7.75481968,7.400815138
2016/5/16,12.27954649,-2.253681483,2.258235619,7.465181645,7.378101173
2016/5/17,12.35704206,-2.208546474,2.292191252,7.04880802,7.483293516
2016/5/18,12.43541113,-1.995886491,2.617502091,7.381115503,7.540659683
2016/5/19,12.51463986,-2.046134109,2.31081374,7.455583862,7.560639452
2016/5/20,12.59471244,-2.226458864,1.844103728,7.300828296,7.530797984
2016/5/23,12.67561107,-2.487799413,2.220817994,7.469602396,7.618191337
2016/5/24,12.75731591,-2.627256955,1.970840403,7.381524086,7.588464823
2016/5/25,12.83980516,-2.433791791,2.383800034,7.259105014,7.719489952
2016/5/26,12.92305505,-2.424307167,2.411448155,7.824232475,7.74123574
2016/5/27,13.00703993,-2.511212316,2.343199344,7.776570044,7.627718557
2016/5/30,13.0917323,-2.780992033,2.553885714,8.185738346,7.608021237
2016/5/31,13.17710295,-2.809472678,2.081762512,7.846098875,7.658124657
2016/6/1,13.25689952,-2.923088599,1.074604205,7.922364764,7.53902424
2016/6/2,13.33759003,-2.718421831,0.4407329,7.983500639,7.464423862
2016/6/3,13.41916518,-2.556319489,0.857388103,8.030899421,7.703504537
2016/6/6,13.5016153,-2.375188081,1.750425064,7.98941514,7.819743302
2016/6/7,13.58493055,-2.021079495,1.742014168,8.020171443,7.716538913
2016/6/8,13.66910095,-1.980740142,1.816079504,8.189791902,7.759885579
2016/6/13,13.92664487,-2.02899804,1.12473701,8.051141304,7.686800466
2016/6/14,14.01413921,-1.919899029,0.63880874,8.252978108,7.615896881
2016/6/15,14.10244244,-2.143617713,0.809498434,8.398853472,7.683311042
2016/6/16,14.19154713,-2.361950403,0.052085171,8.353044084,7.608290769
2016/6/17,14.28144684,-2.186153971,-0.73791483,8.408207083,7.648783373
2016/6/20,14.37213631,-1.926415167,-1.417143671,8.804184444,7.755419017
2016/6/21,14.46361163,-1.958243336,-2.26041769,9.064539953,7.744560218
2016/6/22,14.55587042,-2.09361724,-2.265036985,9.280022587,7.951978319
2016/6/23,14.64891204,-1.812490812,-2.153626757,9.308021773,8.002300411
2016/6/24,14.74273769,-2.057694139,-2.343542938,9.280244352,7.715619692
2016/6/27,14.83735069,-2.11590314,-2.312532615,9.493287602,7.66111306
2016/6/28,14.93275659,-1.680048476,-1.175881492,9.57658429,7.652809306
2016/6/29,15.02896335,-1.529441165,-0.298291386,9.410852587,7.779751714
2016/6/30,15.12598155,-1.342846029,-0.83275553,9.786987977,7.84658694
2016/7/1,15.21909776,-0.989830886,-2.149469472,9.825781145,7.878514716
2016/7/4,15.31241684,-0.463920052,-2.225390015,10.32211389,7.91394173
2016/7/5,15.40592573,-0.101296558,-1.512886638,10.43109549,7.879269112
2016/7/6,15.49961272,0.130838682,-1.0136984,9.74713888,7.963040629
2016/7/7,15.59346746,-0.115389632,-0.967598053,9.600053789,7.891494452
2016/7/8,15.68748105,-0.093751388,-1.597606613,10.14577163,7.925779986
2016/7/11,15.78164609,-0.142840038,-0.708536853,10.03664176,7.86168269
2016/7/12,15.87595673,0.367763153,-0.98087199,10.07748953,7.994091266
2016/7/13,15.97040869,0.148016451,-0.805604198,9.934272539,8.011299909
2016/7/14,16.06499933,0.477154489,-0.69559982,9.899778069,8.107496751
2016/7/15,16.15972767,0.43010439,-0.401339171,9.779026545,8.110370039
2016/7/18,16.25459445,0.303174578,-0.465919075,9.910897547,8.201935702
2016/7/19,16.3496021,0.133935341,-0.013736519,9.845308992,8.166525148
2016/7/20,16.44475487,-0.060495773,-0.258142662,9.911892239,8.076156937
2016/7/21,16.54005875,0.026821724,-0.605145502,9.813538529,8.12204769
2016/7/22,16.63552157,0.239796419,-0.551154847,9.491929266,8.057471767
2016/7/25,16.73115301,0.222059736,-0.339704195,8.997534886,8.108158348
2016/7/26,16.82696461,0.398054376,0.673680817,9.315582574,8.043806009
2016/7/27,16.9229698,0.296804545,0.521996954,9.09278661,8.113967298
2016/7/28,17.01918395,0.184303328,0.253618965,9.085792377,8.202069864
2016/7/29,17.11562434,0.110060835,-0.004915953,9.203699022,8.386969885
2016/8/1,17.25779425,0.215242459,-0.552099564,9.219042371,8.35008078
2016/8/2,17.39963512,0.473420143,-0.398617934,8.960236012,8.460208393
2016/8/3,17.54112584,0.511010645,-0.522216637,9.023082712,8.454453797
2016/8/4,17.68224726,0.759245714,-0.052660812,9.107302136,8.41934592
2016/8/5,17.82298214,0.831012938,0.205610435,9.004625724,8.340437197
2016/8/8,17.96331516,1.276340088,-0.17556579,8.989768943,8.299240815
2016/8/9,18.10323287,1.113582834,0.084094433,8.32042222,8.27211791
2016/8/10,18.24272366,1.224392163,0.253813597,8.566668249,8.335758514
2016/8/11,18.38177773,1.565736846,0.522286987,8.325944076,8.182478378
2016/8/12,18.52038696,1.902921911,-0.06929613,8.729629572,8.212467141
2016/8/15,18.65854492,2.22146386,-0.115834452,9.292946292,8.244518511
2016/8/16,18.79624674,2.552297431,-0.251914134,9.344161479,8.368922903
2016/8/17,18.93348905,2.79754172,-0.306273122,9.314558747,8.395406057
2016/8/18,19.07026987,3.296905342,-0.337939601,8.965933844,8.390092094
2016/8/19,19.2065885,3.445359744,-0.729885865,9.17228687,8.266374038
2016/8/22,19.34244544,3.448394366,-0.729456668,9.002612378,8.140573022
2016/8/23,19.47784228,4.265495669,-0.325858795,9.265374529,7.966921598
2016/8/24,19.61278154,4.052856026,-0.059533618,9.065430473,7.995112748
2016/8/25,19.74726659,4.302085891,0.727311832,9.317916152,8.164891939
2016/8/26,19.88130151,3.610355669,0.76002018,9.65224494,8.121206822
2016/8/29,20.01489096,3.162167835,0.109174924,9.818599748,8.101502693
2016/8/30,20.14804007,2.554467552,-0.270913055,9.380523855,8.065505897
2016/8/31,20.28075428,3.034292846,-0.134499421,9.339274583,7.98590487
2016/9/1,20.42976492,2.751330664,-0.301362555,8.912359877,8.099831637
2016/9/2,20.57930175,3.065843575,0.028778138,8.827132702,8.128388769
2016/9/5,20.72940195,3.540415138,0.049150634,8.413278353,8.120556697
2016/9/6,20.88010344,3.902725181,-0.283352407,8.346205848,8.218003669
2016/9/7,21.03144478,3.794618455,0.077026836,8.259446056,8.170345246
2016/9/8,21.183465,4.39576666,-0.474843718,8.513009919,8.163202672
2016/9/9,21.33620344,3.908637123,-0.27786962,8.706826522,8.073894432
2016/9/12,21.4896996,4.103405618,0.163958204,9.156735383,8.051724291
2016/9/13,21.64399295,4.190642287,0.49681542,9.297738653,8.007399556
2016/9/14,21.79912279,3.960625574,0.89201099,9.424737933,8.080811635
2016/9/19,22.26991742,3.916093115,0.689979269,9.237055766,7.95424253
2016/9/20,22.42877586,3.782449447,1.271723078,9.085452217,8.0275054
2016/9/21,22.58865786,3.96225984,1.289151308,9.044429271,8.137231793
2016/9/22,22.74959758,4.282291801,0.987851515,9.152662133,8.131898886
2016/9/23,22.91162758,3.956986556,-0.827517055,9.208320916,8.124968909
2016/9/26,23.07477861,4.143718794,0.03596212,9.481701144,8.145736721
2016/9/27,23.23907936,4.119865893,0.231191952,9.637313648,8.088709898
2016/9/28,23.40455625,4.368053756,0.486465725,9.644526185,8.081513057
2016/9/29,23.57123312,4.411255074,1.492257957,9.834362853,8.11163506
2016/9/30,23.73913105,4.47688691,0.624586345,10.20203164,8.104054063
2016/10/10,24.55489649,4.318928416,0.267593997,10.75743653,7.731052284
2016/10/11,24.69532134,4.613890474,-0.356528455,10.96547641,7.618780045
2016/10/12,24.83705709,4.667371558,-0.290969711,10.84624266,7.566201434
2016/10/13,24.98011359,4.748049575,-0.288596335,11.07192526,7.506550537
2016/10/14,25.12449893,4.833566789,-0.33799967,10.2212357,7.49872138
2016/10/17,25.27021941,4.663931279,-0.012246592,10.24798165,7.551849197
2016/10/18,25.4172794,4.986262883,0.838551456,10.2920615,7.569815556
2016/10/19,25.56568123,5.158997226,1.438837358,9.620426296,7.557812081
2016/10/20,25.71542514,5.147401278,1.340472228,9.693010526,7.519426049
2016/10/21,25.86650911,5.183259964,1.91123365,9.391531887,7.644171659
2016/10/24,26.0189288,5.152294519,1.886580658,9.261036988,7.702434681
2016/10/25,26.17267744,5.160641494,1.893051762,9.129297797,7.669325102
2016/10/26,26.32774567,5.227830116,2.17163923,8.365502039,7.686587124
2016/10/27,26.48412149,4.953564264,3.107106212,6.922294562,7.735726702
2016/10/28,26.64179011,4.860015172,2.349092454,6.81385853,7.755644768
2016/10/31,26.80073382,4.589835584,2.990530406,6.641175134,7.698172028
2016/11/1,26.95651683,4.689053122,1.479539984,6.300710161,7.77756764
2016/11/2,27.11431351,4.379660477,0.538797425,5.816083523,7.855590264
2016/11/3,27.27413863,4.599858375,0.685931386,6.34630596,7.970144598
2016/11/4,27.43600568,4.677050537,0.57329492,6.704883455,8.016396879
2016/11/7,27.59992679,5.110361331,0.66667373,7.412519196,8.067276416
2016/11/8,27.76591267,5.28176286,0.353364012,8.215882117,8.040355646
2016/11/9,27.93397245,5.3567871,0.251865359,8.646652002,7.964023035
2016/11/10,28.10411362,5.500478333,0.721106763,8.458060585,7.92958905
2016/11/11,28.27634192,5.651720486,0.926472525,8.224976457,7.855605624
2016/11/14,28.45066122,5.67449052,1.463931693,8.346323664,7.814949921
2016/11/15,28.6270734,5.785782562,1.297881543,7.680179269,7.830723978
2016/11/16,28.80557822,5.735709215,2.150188109,7.417694336,7.843838598
2016/11/17,28.98617321,5.496070061,2.178783922,8.082209243,7.770437671
2016/11/18,29.16885351,5.474696797,1.74697711,7.590761253,7.657440237
2016/11/21,29.35361175,5.615008078,1.765075574,7.419351887,7.796484761
2016/11/22,29.54043786,5.651967191,1.578242717,7.398752442,7.799381525
2016/11/23,29.72931897,5.509950337,1.553612898,7.20179178,7.715593851
2016/11/24,29.92023923,5.522551364,1.810590588,6.789134581,7.723304807
2016/11/25,30.11317961,5.442377402,1.688513268,6.552561827,7.764972181
2016/11/28,30.30811778,5.904311477,2.140036245,6.390921097,7.841677064
2016/11/29,30.50502792,5.748552476,2.107611344,6.20903434,7.888766688
2016/11/30,30.70388052,6.180490544,3.599412153,4.514586455,7.767983411
2016/12/1,30.91148862,6.888535185,3.387595866,3.719662841,7.854078846
2016/12/2,31.12051366,6.784276942,1.332288966,1.468222677,7.62346162
2016/12/5,31.33086715,6.987018718,1.07291988,1.012473759,7.717847684
2016/12/6,31.54245373,7.248112937,0.577197547,-0.024356292,7.715499355
2016/12/7,31.75517097,7.258479989,0.576648325,0.177867734,7.701590407
2016/12/8,31.96890924,7.412517735,0.481257031,1.123471945,7.461279601
2016/12/9,32.18355149,7.472532866,0.422476794,0.799377543,7.468063673
2016/12/12,32.39897316,8.31726129,0.731199328,-0.123320499,7.472374651
2016/12/13,32.61504204,8.30543877,0.925183288,-1.005179682,7.462621064
2016/12/14,32.8316182,7.818130316,2.022874601,-2.141659636,7.402915569
2016/12/15,33.04855393,7.913437007,1.5134701,-2.734995649,7.288640353
2016/12/16,33.26569368,7.994674247,3.531010629,-2.109705817,7.405570209
2016/12/19,33.48287413,7.727344066,2.926831471,-1.801374387,7.300465386
2016/12/20,33.69992422,7.693635818,2.367354769,-3.328579192,7.241331803
2016/12/21,33.91666522,7.502119182,2.645122821,-3.143498368,7.231136661
2016/12/22,34.13291095,7.256908788,2.039136211,-1.777628441,7.239435492
2016/12/23,34.3484679,7.055332196,0.711878504,-1.172827582,7.190352944
2016/12/26,34.56313553,7.000212888,1.061376126,-2.252255288,7.162348197
2016/12/27,34.77670658,7.014974512,1.170613899,-1.550606124,7.158189203
2016/12/28,34.98896743,6.743122509,2.876190814,-3.228241378,7.15573254
2016/12/29,35.19969853,6.86952574,4.451913652,-3.218839516,7.221792545
2016/12/30,35.40867491,6.601980992,2.037749412,-3.004475479,7.298307186
2017/1/3,35.8217877,6.364462204,1.042319417,-1.625027625,7.255615325
2017/1/4,36.02696592,6.520606252,0.300707581,-1.627275411,7.32324084
2017/1/5,36.23098586,6.919536776,-0.167700913,-1.190477318,7.335463486
2017/1/6,36.43366166,7.012695664,0.273853534,-1.235936499,7.25295303
2017/1/9,36.6348029,6.759614317,-0.082608475,-1.104330962,7.322867193
2017/1/10,36.83421498,7.024074552,0.036370109,-0.464695198,7.320708035
2017/1/11,37.03169954,7.36653415,0.309204092,-0.300667242,7.354374929
2017/1/12,37.22705496,7.579640571,0.05178437,0.152913361,7.395566044
2017/1/13,37.42007684,7.297707861,0.014350384,-0.225676132,7.404331701
2017/1/16,37.61055862,7.810719074,0.701790301,-0.890234296,7.366693364
2017/1/17,37.79829215,7.755736899,0.662713351,-1.420270357,7.519036585
2017/1/18,37.98306839,7.398598632,2.783302018,-3.037161219,7.387756049
2017/1/19,38.16467805,7.557513357,2.496301715,-3.136608181,7.40767999
2017/1/20,38.34291236,7.337302463,0.681283289,-1.669215998,7.493919452
2017/1/23,38.51756382,6.659858087,0.847027102,-2.564360018,7.515080462
2017/1/24,38.68842698,6.938604031,1.895834454,-1.379226447,7.519397426
2017/1/25,38.85529929,6.591800407,0.961830079,-0.940223656,7.510659276
2017/1/26,39.0179819,6.431354082,0.851803643,-0.531983509,7.396346153
2017/2/3,39.86098707,5.993835277,0.956109672,-0.834581219,7.280561589
2017/2/6,39.98308866,5.95830046,0.312049683,-1.272152546,7.236545987
2017/2/7,40.10267576,6.042340947,0.87552526,-1.83706537,7.089588023
2017/2/8,40.2196765,6.470924129,1.305205228,-1.89054767,7.088460906
2017/2/9,40.33402177,6.408671324,1.816189633,-1.645224518,7.006312208
2017/2/10,40.44564554,6.639218835,2.057814377,-1.620936042,7.045543131
2017/2/13,40.5544849,6.098293964,2.212543936,-1.899895878,7.110826626
2017/2/14,40.66048036,6.163662058,2.060875066,-1.820429853,7.101606951
2017/2/15,40.76357594,6.304558481,4.454453301,-2.317697779,7.116257233
2017/2/16,40.86371935,5.894099375,3.18431954,-2.166668383,7.184847484
2017/2/17,40.96086214,5.907082332,4.361526627,-1.924241685,7.109802024
2017/2/20,41.05495984,6.208311096,4.865381446,-2.737077085,7.203889467
2017/2/21,41.14597208,6.010427363,5.699397135,-2.377709033,7.151223355
2017/2/22,41.23386271,6.080973026,5.276332058,-2.252260904,7.171947084
2017/2/23,41.31859989,5.926811862,4.719683779,-1.63707974,7.205572275
2017/2/24,41.40015618,5.714978345,4.523095424,-1.424643284,7.273359261
2017/2/27,41.47850862,5.847577777,2.361766836,-1.222863847,7.28712777
2017/2/28,41.55363877,5.745146665,3.593356125,-1.024564781,7.275781199
2017/3/1,41.62239237,5.641260521,4.019540758,-0.824484217,7.208544277
2017/3/2,41.68625346,5.455238058,3.688726373,-0.521167415,7.089053521
2017/3/3,41.74524185,5.408444305,2.654205676,-0.801288993,7.13478038
2017/3/6,41.79938705,5.156819205,2.914791874,-0.928561995,7.081930716
2017/3/7,41.84872808,4.365486856,4.205530919,-1.321359792,7.072667636
2017/3/8,41.8933132,3.988745888,3.489874854,-1.526712638,7.035556078
2017/3/9,41.93319968,3.814287407,3.027636883,-1.748407423,6.925589939
2017/3/10,41.96845342,3.888861589,2.483197137,-1.815770687,7.000077743
2017/3/13,41.99914867,3.925305384,2.933584162,-1.837200465,7.043029631
2017/3/14,42.02536758,4.136777951,3.054770816,-1.770027029,7.004804436
2017/3/15,42.04719985,4.359167901,2.999236258,-1.356351764,7.036414284
2017/3/16,42.06474222,4.32922935,6.496106922,-0.698387232,6.94671038
2017/3/17,42.07809811,4.207498293,5.327338132,-1.030760391,6.969017674
2017/3/20,42.08737708,4.107456666,6.670817941,-0.906443443,7.009717836
2017/3/21,42.09269436,3.971351679,10.92870361,-0.960311997,7.11723817
2017/3/22,42.09417038,3.883572034,9.232413733,-0.539461036,7.168119764
2017/3/23,42.09193025,3.950367081,6.35066863,-0.390431225,7.168856825
2017/3/24,42.08610328,3.952906419,4.164732154,-0.01435857,7.182509824
2017/3/27,42.07682245,3.884249671,4.665703875,0.330368405,7.208577484
2017/3/28,42.06422395,3.940262299,2.457623898,0.42595332,7.046673923
2017/3/29,42.0484467,3.994881644,5.944088219,0.868838602,6.969363611
2017/3/30,42.02963182,4.015466413,4.862912943,1.104983141,6.857668755
2017/3/31,42.00792225,4.074457773,4.536943731,1.06758262,6.849691963
2017/4/5,41.93278408,3.951709806,2.520127305,1.027156206,6.799342663
2017/4/6,41.90316127,3.979194068,4.044817123,0.869448512,6.801040279
2017/4/7,41.87140757,3.681944633,3.326278777,0.700192552,6.691857485
2017/4/10,41.83761795,3.567430732,2.338334383,0.923396401,6.671043527
2017/4/11,41.8018874,3.23160239,1.97148721,1.200072732,6.709489935
2017/4/12,41.76431072,3.099871606,2.27172223,1.66690868,6.880861567
2017/4/13,41.72498234,3.017622152,1.684397187,1.700570425,6.841601887
2017/4/14,41.68399613,2.997855778,2.043863193,1.937021923,6.812669969
2017/4/17,41.64144522,2.987298729,4.039697362,1.986964436,6.794980235
2017/4/18,41.59742186,2.887608277,4.449737716,1.800369189,6.846136975
2017/4/19,41.55201727,2.571817996,5.087160095,1.934010789,6.860069082
2017/4/20,41.50532148,2.353075893,4.747203654,1.767214694,6.87240507
2017/4/21,41.45742323,2.284398266,4.314237264,2.079122744,6.935710442
2017/4/24,41.40840983,2.229831165,3.601492509,2.255316398,6.976045935
2017/4/25,41.35836705,2.288195847,4.336114796,2.303115043,6.963153594
2017/4/26,41.30737907,2.247002122,4.75828841,2.70862505,6.924434954
2017/4/27,41.25552832,2.189312244,6.114484025,2.667884163,6.803949728
2017/4/28,41.20289548,2.215364462,6.00258507,2.349265551,6.709888265
2017/5/2,41.06928046,2.353648174,4.923378626,2.479553944,6.722070997
2017/5/3,41.00277157,2.463830312,6.922533427,2.312595682,6.729368201
2017/5/4,40.93652406,2.355799298,6.081470108,2.389490672,6.846324995
2017/5/5,40.87058252,2.376810083,4.114438198,2.377885144,6.883188305
2017/5/8,40.80498986,2.471575992,3.699805838,2.368504384,6.852549514
2017/5/9,40.7397873,2.702352018,3.688718136,2.097279742,6.810729197
2017/5/10,40.67501444,2.827806604,3.6625854,1.718163171,6.740223113
2017/5/11,40.61070926,2.749867267,3.746573377,1.395433864,6.782913816
2017/5/12,40.54690815,2.720247743,3.59410492,1.554617152,6.917045313
2017/5/15,40.48364596,2.93726778,3.367600743,1.261713898,6.949727532
2017/5/16,40.420956,2.974356823,3.77971824,1.266819402,7.053494946
2017/5/17,40.35887013,3.06227804,3.796498616,1.526681064,7.257572172
2017/5/18,40.29741875,3.090989825,3.99452432,1.072478143,7.214055925
2017/5/19,40.23663083,3.177876913,3.496262064,1.512094853,7.323575277
2017/5/22,40.176534,3.315206787,2.976050599,2.01863682,7.340782786
2017/5/23,40.11715455,3.51446529,2.885508436,1.810579575,7.344597508
2017/5/24,40.0585175,3.523371581,2.878802465,1.576754601,7.358703398
2017/5/25,40.0006466,3.308650716,3.939938179,1.394844945,7.301711462
2017/5/26,39.94356442,3.350816868,2.638616492,1.328511654,7.36365715
2017/5/31,39.77725863,3.223073923,2.91167108,0.707597457,7.391625476
2017/6/1,39.72507822,3.241887909,3.745725664,1.108845842,7.368293332
2017/6/2,39.67381399,3.172862521,4.200525548,1.378558311,7.199166032
2017/6/5,39.62356363,3.125498804,4.493056746,1.296131847,7.168545693
2017/6/6,39.57442166,3.075093409,4.327527689,1.359074084,7.176654138
2017/6/7,39.52647967,2.840906245,4.3270997,1.550697716,7.094925286
2017/6/8,39.4798264,2.699956413,4.23563723,1.733204104,7.134546207
2017/6/9,39.43454791,2.710800021,3.950653374,1.448523433,7.168134441
2017/6/12,39.39072781,2.762567336,4.825569365,1.483345253,7.121732188
2017/6/13,39.34844736,2.751643661,4.163736189,1.583087549,7.218106725
2017/6/14,39.30778571,2.629861739,4.172401666,1.781884974,7.175924067
2017/6/15,39.26882006,2.737525933,4.242956133,1.729753471,7.079121232
2017/6/16,39.23162584,2.923779325,4.4077522,1.985004429,7.054891209
2017/6/19,39.19627696,2.820016315,4.338751269,1.923954164,6.890521762
2017/6/20,39.16284595,2.742036133,4.586730638,2.114928186,6.915953901
2017/6/21,39.13140421,2.687946715,4.594962097,2.469769726,6.853983251
2017/6/22,39.10202218,2.734943541,4.077607364,2.402272759,6.769745164
2017/6/23,39.07476962,2.666267729,3.675748716,2.138821936,7.176030551
2017/6/26,39.04971578,2.809021719,3.470957281,2.140131153,7.281677665
2017/6/27,39.02692964,2.911697999,3.53020778,2.153560672,7.366944197
2017/6/28,39.00648015,2.846128693,3.672455892,2.231108672,7.366703314
2017/6/29,38.98843647,2.762541644,2.82771906,2.4616413,7.478104177
2017/6/30,38.97286822,2.841823072,4.725012549,2.403294949,7.418983969
2017/7/3,39.05411258,2.86594454,3.613335877,2.537672118,7.29315139
2017/7/4,39.12890274,2.785017144,3.447084809,1.926859881,7.382951722
2017/7/5,39.19688167,2.800920149,2.921099932,1.583491327,7.372484726
2017/7/6,39.25771478,2.759875275,2.640272069,1.489429087,7.455682092
2017/7/7,39.31109236,2.775598024,2.088240067,1.307384031,7.42522792
2017/7/10,39.35673188,2.727576172,2.606790711,1.320205797,7.443850401
2017/7/11,39.39438013,2.788172963,2.970760248,1.322929051,7.482050516
2017/7/12,39.42381514,2.62202578,3.657537927,1.272208437,7.440415361
2017/7/13,39.44484788,2.721384423,3.132502164,1.08497872,7.406448216
2017/7/14,39.45732367,2.650174674,2.742398213,1.248925934,7.595490003
2017/7/17,39.46112337,2.628998401,3.110107656,1.526953298,7.554680421
2017/7/18,39.45616407,2.745499968,4.719811571,1.567964931,7.705008381
2017/7/19,39.44239964,2.868963038,5.369070701,1.46224884,7.689127733
