,Growth,Inflation,Rate,Credit,Exchange
2014/7/28,36.48381875,-4.066119075,-0.705057551,3.874270147,7.813568059
2014/7/29,36.45197384,-4.107355963,-1.644896728,3.933809758,7.769445397
2014/7/30,36.42127186,-4.1742354,-1.543783408,3.914005523,7.7471127
2014/7/31,36.39169963,-4.343582922,-1.421111735,4.091273793,7.683779038
2014/8/1,36.34229722,-4.781851932,-1.067533651,4.040040924,7.928110407
2014/8/4,36.29217686,-4.613918119,-0.795789903,3.341495361,7.72781703
2014/8/5,36.23049028,-4.701699921,-1.143674869,3.223960591,7.612174333
2014/8/6,36.15737995,-4.682985345,-1.016093772,3.418576006,7.56017645
2014/8/7,36.07305942,-4.507656404,-0.580856892,3.186525775,7.389414011
2014/8/8,35.97780914,-4.517603075,-0.495131307,3.324571536,7.328681262
2014/8/11,35.87197133,-4.875093706,-0.441482915,3.601700148,7.282709225
2014/8/12,35.75594411,-5.338307306,-0.531039347,3.878282107,7.3561884
2014/8/13,35.63017502,-5.354988846,-0.666999678,3.713067836,7.410315651
2014/8/14,35.49515413,-5.8958267,-0.937982952,3.724642548,7.374272381
2014/8/15,35.35140694,-5.941635868,-1.061022957,4.607225525,7.217018184
2014/8/18,35.1994872,-6.217933658,-0.867003719,4.54588636,7.15783425
2014/8/19,35.03996983,-6.229896139,-1.42239869,4.69305967,7.020281189
2014/8/20,34.87344414,-6.148930479,-1.806235367,4.523208175,6.749863641
2014/8/21,34.70050736,-6.076493564,-1.393468245,4.705516758,6.897823202
2014/8/22,34.52175864,-6.203058211,-1.221429492,4.707797169,6.876251635
2014/8/25,34.33779362,-6.333352556,-1.142427821,5.133922041,6.675510991
2014/8/26,34.14919955,-6.332331246,-1.213254623,5.206382154,6.628682381
2014/8/27,33.95655106,-6.786810885,-1.293004107,4.807691724,6.588665677
2014/8/28,33.76040652,-7.124309328,-0.950565769,4.836828534,6.665498497
2014/8/29,33.56130502,-6.825799596,-1.050519822,4.79842412,6.763395776
2014/9/1,33.34799544,-6.724208036,-0.386729736,4.649419675,6.700296068
2014/9/2,33.13430655,-7.129498925,-0.386014535,4.735171586,6.676769549
2014/9/3,32.92030244,-6.994778881,-0.643938793,4.837329115,6.749845795
2014/9/4,32.70604583,-7.161572445,-0.428423055,4.441497194,6.25300815
2014/9/5,32.49159792,-7.416274386,-0.468508584,4.438317501,6.43695133
2014/9/9,32.0623649,-7.580187148,-0.551045414,4.500312805,5.841124694
2014/9/10,31.84769376,-7.52860961,-0.684201466,4.983863783,5.76504898
2014/9/11,31.63305914,-7.561205911,-0.708201959,4.676117384,5.585687669
2014/9/12,31.41851331,-7.861831444,-0.39240843,4.562202423,5.578412977
2014/9/15,31.20410659,-7.82634505,-0.387023023,4.620840926,5.4565803
2014/9/16,30.98988725,-7.058671058,-0.396871993,4.883324674,5.37329481
2014/9/17,30.77590151,-6.802418339,-0.248257901,5.009919302,4.979757132
2014/9/18,30.56219353,-7.286500195,-0.50409008,5.076265404,4.728299395
2014/9/19,30.34880535,-6.964439591,-0.717970996,4.971177934,4.517399954
2014/9/22,30.13577695,-7.341190015,-1.275152691,5.467539302,4.482679021
2014/9/23,29.92314624,-7.28183227,-1.957418646,5.14881498,4.452824675
2014/9/24,29.71094905,-7.18224845,-1.759115129,5.647414439,4.299013134
2014/9/25,29.4992192,-7.17747453,-1.405607827,5.805471326,4.069723077
2014/9/26,29.28798851,-7.285364498,-1.458118651,6.081684202,3.922811111
2014/9/29,29.07728686,-7.342755042,-1.524199026,5.769457622,3.709109853
2014/9/30,28.8671422,-7.672849246,-2.435169125,5.66941476,3.521388257
2014/10/8,27.73782211,-8.438761521,-2.266691346,5.584661983,3.460619765
2014/10/9,27.55448186,-8.45819936,-2.388133704,5.624408261,3.499818545
2014/10/10,27.3724677,-8.683370304,-2.193300321,5.609963105,3.405576478
2014/10/13,27.1917521,-8.585261703,-1.913516137,5.367519826,3.578280968
2014/10/14,27.01230825,-8.92722635,-1.513505187,4.692782602,3.231329948
2014/10/15,26.83411009,-8.864294407,-1.593281126,4.719440087,3.679784207
2014/10/16,26.65713235,-8.760902881,-0.596167756,4.815649992,3.649617585
2014/10/17,26.4813506,-8.302371858,-0.71529647,4.593094432,3.109183983
2014/10/20,26.30674129,-8.371094368,-1.130661616,5.016498231,3.088448226
2014/10/21,26.13328178,-8.1498413,-1.068663797,5.365323566,2.942725403
2014/10/22,25.96095036,-8.317001878,-1.197428359,5.310083431,2.535687819
2014/10/23,25.78972631,-7.859841515,-1.750866225,5.886057197,2.48888616
2014/10/24,25.61958989,-7.933030891,-2.521862473,6.16524005,2.512020632
2014/10/27,25.45052239,-8.028375141,-2.802791531,6.512419199,2.514547455
2014/10/28,25.28250613,-8.320061472,-2.672431396,6.402042403,2.644674145
2014/10/29,25.11552447,-8.171665092,-2.592436104,6.599840407,2.511859145
2014/10/30,24.94956181,-8.345584486,-3.095064577,6.890325927,2.481875563
2014/10/31,24.78460364,-8.293359798,-2.589182937,7.459693094,2.37217067
2014/11/3,24.6178683,-8.131274712,-2.093415452,7.494538381,2.385091633
2014/11/4,24.45189238,-8.401955814,-2.032200774,7.635140447,2.469007109
2014/11/5,24.2866764,-8.328384684,-1.798583108,7.605273201,2.378694757
2014/11/6,24.12222173,-8.478724842,-1.309431041,7.693839087,2.007171072
2014/11/7,23.95853056,-8.378155186,-1.304967717,7.304734014,2.379196129
2014/11/10,23.79560588,-8.804124499,-1.331486537,7.706415912,2.447553088
2014/11/11,23.63345146,-9.125671382,-1.3095934,7.33926023,2.485776928
2014/11/12,23.47207183,-9.267583037,-0.947493679,7.875445474,2.430264202
2014/11/13,23.3114722,-9.748953255,-1.129121814,8.045165211,2.290449302
2014/11/14,23.15165849,-9.778808524,-1.922018821,8.321042719,2.470534682
2014/11/17,22.99263723,-9.876767741,-3.029154292,8.495608424,2.206446343
2014/11/18,22.83441551,-10.03368622,-2.992942086,8.005131308,2.326055576
2014/11/19,22.67700099,-10.01811977,-2.494434107,7.945379336,2.281290308
2014/11/20,22.52040178,-10.06957758,-2.168808949,8.113114253,2.402407152
2014/11/21,22.36462642,-10.22768233,-1.797231771,8.424898069,2.144846565
2014/11/24,22.20968383,-10.44911778,-1.937516864,8.832230841,2.063867061
2014/11/25,22.0555832,-10.68509868,-2.176637048,8.864095722,2.256831689
2014/11/26,21.90233402,-10.75675034,-2.23435614,9.006933861,2.231658126
2014/11/27,21.74994594,-11.31778597,-2.007096128,9.208565354,2.159525487
2014/11/28,21.59842876,-11.49218376,-2.098546916,9.274171875,1.985903676
2014/12/1,21.45074613,-11.12869815,-1.933682318,9.134176794,2.101966767
2014/12/2,21.3041185,-11.42306733,-1.772026431,8.886281184,1.992238821
2014/12/3,21.15858002,-11.53632282,-1.790521459,8.6634767,1.784301973
2014/12/4,21.01412636,-11.39335767,-1.686647772,8.180711016,1.911622295
2014/12/5,20.87075355,-11.23072587,-1.816582247,7.84729282,1.529906972
2014/12/8,20.72845792,-11.34655166,-1.666473189,7.659406748,1.640342312
2014/12/9,20.58723604,-10.97838299,-1.414120896,6.074390208,1.758301924
2014/12/10,20.44708466,-11.03417965,-1.227516978,4.900542324,1.917473143
2014/12/11,20.30800069,-11.04442378,-0.893494396,5.905634637,1.807131741
2014/12/12,20.16998116,-11.09423118,-0.816758499,6.217861553,2.001929993
2014/12/15,20.03302315,-11.12223879,-1.127732143,6.622669802,1.973931646
2014/12/16,19.89712378,-11.27851977,-1.053902426,5.729707736,2.162709293
2014/12/17,19.76228017,-11.01620536,-0.672472948,5.39458084,2.054349923
2014/12/18,19.6284894,-11.12965673,-0.826485259,5.63516494,1.904144553
2014/12/19,19.49574852,-10.83796647,-0.80451676,5.82154447,1.830722783
2014/12/22,19.36405447,-10.95936114,-1.621835966,5.96503452,1.793902813
2014/12/23,19.23340409,-10.75481308,-2.705994008,6.259602848,1.650531669
2014/12/24,19.10379411,-10.74068996,-1.25772526,6.492221597,1.775250091
2014/12/25,18.97522111,-10.64114985,-0.87548608,6.796477521,1.84134429
2014/12/26,18.84768152,-10.5754139,-0.794613115,7.153680225,1.782267847
2014/12/29,18.7211716,-10.57321976,-0.495169922,7.152435357,1.693734088
2014/12/30,18.59568744,-10.39629943,-0.19675243,7.278459611,1.689162072
2014/12/31,18.47122494,-10.28199283,-0.551854324,7.215694843,1.680151276
2015/1/5,18.05706551,-10.83265322,-0.334705314,7.104916616,1.578584177
2015/1/6,17.92095722,-11.08721922,-0.827354201,7.363493027,1.480413476
2015/1/7,17.78583825,-11.15895325,-0.710412001,7.413972902,1.45670304
2015/1/8,17.6517101,-11.08976534,-0.605110012,7.648364181,1.47606314
2015/1/9,17.51857388,-11.04736799,-0.2212557,7.850093923,1.572746051
2015/1/12,17.38643033,-11.23938935,-0.331504447,7.896587942,1.467242956
2015/1/13,17.2552799,-11.21248154,-0.371060263,7.774439448,1.389784423
2015/1/14,17.12512265,-10.9539246,-0.257147088,8.16101967,1.520012022
2015/1/15,16.99595835,-10.99266737,-0.279488501,8.423566501,1.677485879
2015/1/16,16.86778647,-10.74729356,-0.691428693,8.369444117,1.496928199
2015/1/19,16.74060616,-10.80181075,-1.685505491,8.342506583,1.660738531
2015/1/20,16.61441631,-10.78853721,-3.094322044,8.433183597,1.525147197
2015/1/21,16.48921554,-10.65740034,-1.768988376,8.413998525,1.622187238
2015/1/22,16.3650022,-10.79287467,-1.577346682,8.599644225,1.2868379
2015/1/23,16.24177443,-10.81805634,-1.86079334,8.333482455,0.836757004
2015/1/26,16.11953013,-10.89341045,-0.931158873,8.246152273,0.918256847
2015/1/27,15.99826698,-10.83216756,-1.358841457,8.388473289,1.233962791
2015/1/28,15.87798249,-10.99194951,-1.413474601,8.546468688,1.13642789
2015/1/29,15.75867396,-10.84884121,-1.618281507,8.495168654,1.139782282
2015/1/30,15.64033853,-10.49487353,-1.670931856,8.510035477,1.306955252
2015/2/2,15.51896473,-10.22609228,-0.73561238,8.206935824,1.453784554
2015/2/3,15.39865105,-9.9179482,-1.304541907,8.189164723,1.659945312
2015/2/4,15.27939465,-10.00568332,-0.967807367,7.972416187,1.491485031
2015/2/5,15.1611927,-9.758349537,-1.105798919,7.795441148,1.715259597
2015/2/6,15.04404234,-9.580226927,-1.069358001,7.84679535,1.383815045
2015/2/9,14.92794069,-9.484355037,-1.069630275,7.961284413,1.33724505
2015/2/10,14.81288485,-9.446687235,-0.806301747,8.024989537,1.309562637
2015/2/11,14.6988719,-9.388906049,0.101845136,7.867480023,1.297268966
2015/2/12,14.58589887,-9.286880257,1.582936794,7.699257208,1.492624783
2015/2/13,14.47396276,-9.04702329,1.770216572,7.57901172,1.398146745
2015/2/16,14.36306053,-9.060385274,2.267424172,7.462199072,1.302482401
2015/2/17,14.25318907,-9.017639671,2.673862021,7.703007792,1.377688292
2015/2/25,13.61542484,-8.786556619,3.266819287,7.588545676,1.230850049
2015/2/26,13.51267626,-8.800276699,3.626577975,7.57154825,1.114698827
2015/2/27,13.41093099,-8.573470567,3.70965775,7.224273601,1.105713982
2015/3/2,13.3230281,-8.707455509,2.764622567,7.086872818,0.844208118
2015/3/3,13.23608445,-8.683606295,4.912480689,6.655222761,0.931716258
2015/3/4,13.15008984,-8.630870398,2.632990547,6.509528245,0.8154727
2015/3/5,13.06503423,-8.59197456,1.919471975,6.658813398,0.702729635
2015/3/6,12.98090769,-8.638901374,6.922457261,6.785770032,0.277592771
2015/3/9,12.89770039,-8.743693209,7.358961228,7.185290722,0.219659062
2015/3/10,12.81540265,-8.802885201,7.693714201,7.272219132,-0.008323464
2015/3/11,12.73400487,-8.737575965,8.027320939,7.379183931,-0.18896315
2015/3/12,12.65349756,-8.69200893,8.350952944,7.524744275,-0.104941882
2015/3/13,12.57387134,-8.730922436,6.355740806,7.663885477,-0.292942066
2015/3/16,12.4951169,-8.81213599,5.955976813,7.765627207,-0.308487551
2015/3/17,12.41722502,-8.728715748,5.40505947,7.444203595,-0.269509949
2015/3/18,12.34018657,-8.608206981,4.431787362,7.283365543,0.108144989
2015/3/19,12.2639925,-8.681302482,2.102120195,7.150046042,0.019607115
2015/3/20,12.18863381,-8.680779627,1.692080026,7.048272671,0.305058963
2015/3/23,12.1141016,-8.44832399,1.219627738,7.033152673,0.363889659
2015/3/24,12.04038704,-8.323557895,0.889475932,6.782491454,0.274175153
2015/3/25,11.96748133,-8.207430531,0.534204142,6.773147069,0.354257334
2015/3/26,11.89537578,-8.144509112,0.097880874,6.717041268,0.240945624
2015/3/27,11.82406173,-8.449154269,-1.205844968,6.438942308,0.278449063
2015/3/30,11.75353059,-8.555515218,-0.340309428,6.21100174,0.079711148
2015/3/31,11.68377385,-8.709381129,-0.367670142,5.912889587,-0.020222491
2015/4/1,11.62082324,-8.664073212,-0.736833229,5.997322217,0.045353048
2015/4/2,11.55842723,-8.919991009,-0.923907554,6.06522963,0.228362743
2015/4/3,11.49657945,-9.023296936,-1.107715771,6.089996608,0.427260717
2015/4/7,11.37450349,-9.236887251,0.650997701,6.156400137,0.139908494
2015/4/8,11.31426297,-9.654345429,-0.808198711,6.187670999,0.04792028
2015/4/9,11.25454603,-9.920210772,-0.961224542,6.172915048,-0.147822538
2015/4/10,11.19534671,-10.08741548,-1.195435016,6.215228961,-0.20978087
2015/4/13,11.13665914,-10.21609711,-1.152882477,6.467309638,-0.211151354
2015/4/14,11.07847753,-10.26693397,-0.9376567,6.427296846,0.013856517
2015/4/15,11.02079617,-10.27988497,-0.832646844,6.696286578,0.11537676
2015/4/16,10.96360944,-10.20650002,0.759861772,6.635253046,0.271497654
2015/4/17,10.90691177,-10.36215807,0.431830581,6.635736894,0.332974275
2015/4/20,10.8506977,-10.46266751,0.291356143,6.866001508,0.252678608
2015/4/21,10.79496182,-10.62924485,-0.15276521,7.242989119,0.279758577
2015/4/22,10.7396988,-10.65761795,-0.961854405,7.058001998,0.27671102
2015/4/23,10.68490339,-10.54772478,-1.186472001,6.984154295,0.418781732
2015/4/24,10.63057041,-10.52507975,-1.9423472,6.913172065,0.488182169
2015/4/27,10.57669474,-10.44649631,-2.060833512,6.696348695,0.496045047
2015/4/28,10.52327134,-10.3884189,-2.736639401,6.75385666,0.614640808
2015/4/29,10.47029523,-10.33569107,-2.76137234,6.976872389,0.79490389
2015/4/30,10.41776151,-10.47603905,-2.829730355,6.734677093,0.814414469
2015/5/4,10.3374613,-10.90346555,-2.227499042,6.796379976,0.755336392
2015/5/5,10.29782468,-11.02152283,-1.404807274,6.571713153,0.838669098
2015/5/6,10.25851183,-11.17659819,-1.518916921,6.39207779,0.957398795
2015/5/7,10.21951877,-11.35083623,-1.663277775,6.233492637,0.929284588
2015/5/8,10.18084161,-11.37278927,-1.815993865,5.848134801,0.96761362
2015/5/11,10.14247654,-11.42514953,-1.977010248,5.559715265,1.046883968
2015/5/12,10.10441982,-11.35919114,-2.30983692,5.456505033,1.156498251
2015/5/13,10.06666778,-11.40791738,-2.526721847,4.731365062,1.361693664
2015/5/14,10.02921682,-11.47730957,-2.736704203,4.642341484,1.41935363
2015/5/15,9.992063399,-11.50683246,-2.666292913,5.24116514,1.455924381
2015/5/18,9.955204062,-11.57081145,-2.768524187,5.776054052,1.351341767
2015/5/19,9.918635402,-11.67202159,-2.889813622,5.996067108,1.192701989
2015/5/20,9.882354077,-11.67071824,-3.327986633,5.792612236,1.172396944
2015/5/21,9.846356807,-11.62198748,-3.275888089,5.830628943,1.236625463
2015/5/22,9.810640371,-11.65295436,-3.493428198,5.921163784,1.165553931
2015/5/25,9.775201605,-11.6452726,-3.546617386,6.192406878,1.198887097
2015/5/26,9.740037401,-11.69534909,-3.211815943,6.364533945,1.068826928
2015/5/27,9.705144705,-11.72648353,-3.084809891,5.991936209,1.113279038
2015/5/28,9.670520517,-11.59959663,-2.989481668,6.456856656,1.222577486
2015/5/29,9.636161886,-11.3768984,-3.227863814,6.044824556,1.247184102
2015/6/1,9.60775215,-11.30845912,-3.200423877,6.07540302,1.162375722
2015/6/2,9.579345151,-11.15811827,-2.689642332,5.790959741,1.450296248
2015/6/3,9.550941934,-11.12402177,-2.44602324,5.705174365,1.534442911
2015/6/4,9.522543575,-11.16090651,-2.386283914,5.4975328,1.533160505
2015/6/5,9.494151174,-11.09164277,-2.897124039,5.323223609,1.376737028
2015/6/8,9.465765856,-11.09402212,-2.813938204,5.419004828,1.563600759
2015/6/9,9.437388767,-11.00550372,-2.911723695,5.636869082,1.619790768
2015/6/10,9.409021077,-10.92287684,-2.967634377,5.753003435,1.738763191
2015/6/11,9.380663971,-10.88468181,-2.716422475,5.772495333,1.673368942
2015/6/12,9.352318651,-10.95170042,-2.247521323,5.425320812,1.678872092
2015/6/15,9.323986337,-10.95289164,-2.410993358,5.730882173,1.71110182
2015/6/16,9.295668258,-10.84528965,-2.089354211,5.771550156,1.671285067
2015/6/17,9.267365658,-10.79133179,-1.653261281,5.768092924,1.812848427
2015/6/18,9.23907979,-10.78869368,-1.49440366,5.6156989,1.81933843
2015/6/19,9.210811915,-10.86090805,-1.45687783,5.36496688,1.806868949
2015/6/23,9.154335226,-10.75152496,-1.247626584,5.226454313,1.604285617
2015/6/24,9.126128965,-10.81390844,-1.521608371,5.311554732,1.644540373
2015/6/25,9.097945801,-10.73412198,-1.389678646,5.429122493,1.646230611
2015/6/26,9.069787017,-10.65046011,-1.346878829,5.264048774,1.626208203
2015/6/29,9.041653897,-10.63947125,-2.247171372,5.377947551,1.664798961
2015/6/30,9.013547726,-10.50101368,-2.796267417,5.332917186,1.557410807
2015/7/1,8.984917131,-10.51788022,-3.16452917,5.300516964,1.46295566
2015/7/2,8.956253961,-10.47832184,-2.334589035,5.073732443,1.512588909
2015/7/3,8.927669144,-10.53217198,-1.292764785,4.996569471,1.590695613
2015/7/6,8.899162498,-10.72975257,-1.813878612,5.04467501,1.553982453
2015/7/7,8.87073385,-10.73034649,-2.151982733,5.995486742,1.482324718
2015/7/8,8.842383042,-10.69607518,-2.359475423,6.452241543,1.562170686
2015/7/9,8.814109925,-10.60246149,-2.311545662,6.161191087,1.524601641
2015/7/10,8.785914362,-10.51848661,-2.76396787,6.204455165,1.62112177
2015/7/13,8.757796227,-10.41072076,-2.714977566,5.995925557,1.495417933
2015/7/14,8.7297554,-10.31906721,-2.777512982,6.1862677,1.521405375
2015/7/15,8.701791774,-10.30963247,-2.674060859,5.878819494,1.495920563
2015/7/16,8.673905247,-10.21515563,-2.840800753,5.719906462,1.463340837
2015/7/17,8.646095726,-10.2211486,-2.961820121,5.689737007,1.425619605
2015/7/20,8.618363126,-10.08592816,-3.073153983,6.058885719,1.413382144
2015/7/21,8.590707368,-9.875229054,-3.075536464,6.323702096,1.528620723
2015/7/22,8.563128378,-9.808415915,-3.125381194,6.501981983,1.561360614
2015/7/23,8.53562609,-9.852232835,-3.471073699,6.746853009,1.603065362
2015/7/24,8.508200441,-9.833712252,-3.253384924,6.911168982,1.620761612
2015/7/27,8.480851374,-9.78535129,-3.348204347,6.772234417,1.739977285
2015/7/28,8.453578837,-9.669966415,-3.312588484,6.906611155,1.724851648
2015/7/29,8.426382779,-9.573042858,-3.173437413,6.901186785,1.693332093
2015/7/30,8.399263156,-9.426956649,-3.190763466,6.922791096,1.694829048
2015/7/31,8.372219925,-9.37716194,-3.205199033,7.015430636,1.742946734
2015/8/3,8.353070394,-9.280306917,-3.15104899,7.148748,1.76054807
2015/8/4,8.334209711,-9.099275193,-3.01724122,7.153780665,1.735279155
2015/8/5,8.315636677,-8.996225202,-2.934797182,7.094933882,1.806957976
2015/8/6,8.297350161,-8.967420924,-2.911980474,6.967401223,1.834385256
2015/8/7,8.279349099,-9.005713871,-2.687988933,7.140989636,1.910035225
2015/8/10,8.2616325,-8.959737299,-2.668301274,7.428868502,2.019114795
2015/8/11,8.24419944,-9.02584546,-2.50212481,7.216418972,2.05676804
2015/8/12,8.227049069,-8.942688432,-2.327467184,7.171028415,2.208888076
2015/8/13,8.210180608,-8.939379636,-2.294634982,7.090634652,2.245849604
2015/8/14,8.193593353,-8.84292132,-2.273371327,6.721208467,2.242352526
2015/8/17,8.177286673,-8.856134094,-2.331497864,6.611420956,2.256150684
2015/8/18,8.161260012,-8.798748855,-2.089422684,6.618975797,2.282966214
2015/8/19,8.145512891,-8.868444364,-1.971258199,6.631821115,2.431851486
2015/8/20,8.130044909,-8.900338327,-1.867059205,6.630033448,2.599414826
2015/8/21,8.114855744,-8.924896282,-2.106465713,6.763374255,2.730501425
2015/8/24,8.099945153,-9.028444879,-2.229946323,6.789609172,2.995989466
2015/8/25,8.085312975,-9.020533747,-2.148300389,6.687866056,2.991827876
2015/8/26,8.070959133,-9.028177241,-2.32085565,6.327714274,2.85657588
2015/8/27,8.056883631,-8.946950615,-2.717826879,6.246230091,2.79275478
2015/8/28,8.043086563,-8.883250032,-2.984229059,6.030949199,2.820495133
2015/8/31,8.029568108,-8.818185586,-2.881574646,6.136475896,2.890935681
2015/9/1,8.028392785,-9.088250439,-2.704422217,6.324015668,3.006026686
2015/9/2,8.027478088,-9.068265903,-2.605571061,6.569158138,2.977002579
2015/9/7,8.026274066,-9.303692712,-2.344095514,6.746847441,3.149566995
2015/9/8,8.026378657,-9.248963808,-2.008597033,6.69619135,3.281736315
2015/9/9,8.026732725,-9.307838437,-2.166581104,6.607532954,3.273383139
2015/9/10,8.027334308,-9.158032377,-2.030355518,6.170933776,3.348431564
2015/9/11,8.028181524,-9.176770219,-2.211868928,6.14890662,3.415517692
2015/9/14,8.029272572,-9.263884343,-2.380084716,6.111158464,3.444277537
2015/9/15,8.030605727,-9.292190546,-2.414843917,6.113961333,3.426308039
2015/9/16,8.03217934,-9.228906714,-2.460462556,6.115540399,3.457444997
2015/9/17,8.033991835,-9.277353876,-2.44694049,6.587656168,3.670818025
2015/9/18,8.036041706,-9.32472352,-2.414969657,6.689094258,3.542560562
2015/9/21,8.038327516,-9.314964563,-2.486725652,6.836609408,3.570713938
2015/9/22,8.040847894,-9.263087591,-2.248672204,6.812932281,3.524902087
2015/9/23,8.043601532,-9.325387609,-2.058007555,6.871516162,3.559582626
2015/9/24,8.046587186,-9.356577369,-2.12023507,6.562628116,3.618879692
2015/9/25,8.049803672,-9.317863091,-2.222278521,6.598581078,3.656359173
2015/9/28,8.053249862,-9.376148944,-2.125656999,6.46790079,3.805278179
2015/9/29,8.056924688,-9.350459587,-1.478790115,6.467184176,3.826518285
2015/9/30,8.060827133,-9.190104739,-1.710435527,6.420746554,3.839147945
2015/10/8,8.077583065,-9.155213777,-1.336630801,6.438234786,3.998379107
2015/10/9,8.081135019,-9.224700897,-1.777285113,6.138263402,4.09558086
2015/10/12,8.084901872,-9.420457408,-1.921805337,6.222880705,4.18189225
2015/10/13,8.088882937,-9.473401004,-1.683273562,6.210731251,4.125926065
2015/10/14,8.093077567,-9.492904142,-1.78378427,6.360795725,4.33276444
2015/10/15,8.097485159,-9.645509687,-1.709320767,6.793592195,4.156780002
2015/10/16,8.102105146,-9.728822176,-1.710496127,7.199008361,4.139541756
2015/10/19,8.106937001,-10.03304542,-1.663918426,7.15481726,4.196944004
2015/10/20,8.111980235,-10.12878853,-1.739163781,7.077237591,4.194949916
2015/10/21,8.117234395,-10.34278093,-1.700044209,7.019816596,4.237776692
2015/10/22,8.122699063,-10.38408188,-1.828658245,6.69247185,4.138834118
2015/10/23,8.128373857,-10.52949839,-1.693446505,6.798523663,4.082191087
2015/10/26,8.134258429,-10.57125194,-1.945711999,6.832579269,4.136644998
2015/10/27,8.140352462,-10.61840809,-2.240701656,6.756882145,4.123630906
2015/10/28,8.146655673,-10.54010655,-2.176981578,7.189873969,4.019292082
2015/10/29,8.153167808,-10.53918595,-2.184051925,7.681019193,4.16740588
2015/10/30,8.159888643,-10.45360554,-2.40626217,7.508123118,4.241136142
2015/11/2,8.160693397,-10.46816412,-2.491652258,7.382627575,4.377510428
2015/11/3,8.161723397,-10.31477523,-2.260734067,7.319547742,4.415613864
2015/11/4,8.162979017,-10.35356114,-2.392057474,7.518989351,4.2848162
2015/11/5,8.164460685,-10.53293457,-2.40950816,7.187540228,4.326867667
2015/11/6,8.166168883,-10.71037072,-2.424595609,7.115771108,4.281632899
2015/11/9,8.16810415,-10.91068264,-2.381213259,6.504211976,4.243069098
2015/11/10,8.170267082,-11.01497047,-2.406114497,6.017300125,4.263977438
2015/11/11,8.172658331,-11.22628825,-2.434594761,5.550248153,4.262844804
2015/11/12,8.175278605,-11.30135593,-2.213157918,5.375337972,4.353729958
2015/11/13,8.178128672,-11.27208653,-2.387799678,5.368674317,4.278582897
2015/11/16,8.181209357,-11.28779115,-2.313886038,5.014377403,4.231981648
2015/11/17,8.184521544,-11.34067169,-2.21793299,5.304216171,4.259832337
2015/11/18,8.188066178,-11.27449871,-2.281453066,5.066504254,4.223097209
2015/11/19,8.191844264,-11.29877465,-2.442545335,5.358188401,4.307714064
2015/11/20,8.195856868,-11.34479415,-2.595727561,5.669083386,4.243920665
2015/11/23,8.200105119,-11.41532121,-2.970735438,5.92595414,4.330315936
2015/11/24,8.204590209,-11.36985308,-3.486268202,5.966296575,4.320985678
2015/11/25,8.209313393,-11.38827367,-3.475486748,5.802387311,4.285504229
2015/11/26,8.214275993,-11.41754263,-2.856895811,5.73073731,4.24500824
2015/11/27,8.219479396,-11.28902399,-2.707462705,5.763822956,4.260290783
2015/11/30,8.224925057,-11.25141167,-3.094425414,5.765004521,4.298200347
2015/12/1,8.229047643,-11.38699654,-2.984033657,6.006208579,4.333125857
2015/12/2,8.233394578,-11.46198127,-2.971042652,6.269982432,4.407702573
2015/12/3,8.237946274,-11.41498058,-3.123299462,5.95701323,4.72219701
2015/12/4,8.242703499,-11.52236656,-3.160745908,6.953977023,4.638773839
2015/12/7,8.247667053,-11.69160914,-3.288366266,7.24067054,4.721311923
2015/12/8,8.252837757,-11.65893058,-3.016714582,7.55177031,4.735240464
2015/12/9,8.258216459,-11.74616834,-3.031026131,7.579823512,4.82844653
2015/12/10,8.263804033,-11.65415535,-3.256934735,8.468729473,4.696525317
2015/12/11,8.269601373,-11.75057668,-3.394609753,9.017338105,4.785999042
2015/12/14,8.275609396,-11.68443037,-3.598122718,8.903047664,4.796257336
2015/12/15,8.28182904,-11.5884791,-3.674519203,8.728427914,4.762328023
2015/12/16,8.288261264,-11.59319621,-3.373572962,8.661848722,4.670633895
2015/12/17,8.294907043,-11.55141724,-3.483585375,8.844374769,4.637544565
2015/12/18,8.301767368,-11.36302773,-4.117415801,8.788988163,4.831595097
2015/12/21,8.308843248,-11.33704987,-5.304347629,8.73369216,4.951598303
2015/12/22,8.3161357,-11.17124374,-6.09514876,8.84227398,5.013850159
2015/12/23,8.323645755,-11.0363573,-6.343657304,8.954597374,5.052843663
2015/12/24,8.331374451,-10.86489583,-6.108629061,8.950296014,5.093238845
2015/12/25,8.339322831,-10.83782898,-5.563968961,9.022295925,5.102566284
2015/12/28,8.347491941,-10.8356202,-5.393401162,8.959758346,5.153324414
2015/12/29,8.355882827,-10.59584062,-5.066418572,8.809460303,5.150601544
2015/12/30,8.36449653,-10.60341842,-5.102586775,9.210454765,5.1361406
2015/12/31,8.373334082,-10.38903676,-5.487514868,9.130034671,5.130324379
2016/1/4,8.403101242,-10.07369564,-5.479268895,9.198926683,5.288657724
2016/1/5,8.418237953,-9.835372393,-5.061923019,9.361206868,5.275571439
2016/1/6,8.433499371,-9.84244628,-4.37177146,9.124911169,5.331992186
2016/1/7,8.44888561,-9.911997116,-4.262562713,9.191997792,5.509739093
2016/1/8,8.464396743,-9.903155923,-4.167767233,9.207564379,5.550532677
2016/1/11,8.480032797,-10.04417019,-4.33172752,8.950413828,5.494576545
2016/1/12,8.495793756,-9.919692719,-4.363776057,9.055891587,5.508542179
