,0,1,2,3,4,5,6,7,8,9,10
2022-02-14,1.45,1.9017,2.2781,2.359,2.4414,2.5214,2.6992,2.784,2.7955,2.7992,2.8018
2022-02-15,1.4571,1.8847,2.2699,2.3472,2.4324,2.5169,2.695,2.7791,2.7905,2.7942,2.7968
2022-02-16,1.5,1.9279,2.2602,2.3281,2.4121,2.497,2.6723,2.7626,2.7799,2.7854,2.7892
2022-02-17,1.5,1.9095,2.242,2.3013,2.3888,2.4799,2.6559,2.7493,2.7691,2.7755,2.7799
2022-02-18,1.6,1.9781,2.2571,2.3088,2.3998,2.5086,2.6792,2.7669,2.7866,2.793,2.7975
2022-02-21,1.61,2.0326,2.2923,2.3408,2.4511,2.5701,2.7455,2.8175,2.8261,2.8293,2.83
2022-02-22,1.6,2.1162,2.3138,2.3561,2.4732,2.6007,2.7606,2.8164,2.8189,2.8198,2.82
2022-02-23,1.55,2.0935,2.3024,2.3486,2.4439,2.5608,2.7273,2.7865,2.7889,2.7898,2.79
2022-02-24,1.7,2.0948,2.2947,2.3386,2.4353,2.5561,2.7293,2.7875,2.7875,2.7875,2.7875
2022-02-25,1.734,2.0242,2.2617,2.295,2.3919,2.5274,2.7016,2.7662,2.7723,2.7745,2.775
2022-02-28,1.8,2.0442,2.2558,2.293,2.3869,2.5105,2.7012,2.7697,2.7734,2.7748,2.775
2022-03-01,1.7286,2.0537,2.2686,2.303,2.4042,2.5419,2.7315,2.7973,2.8009,2.8023,2.8025
2022-03-02,1.7452,2.0867,2.2847,2.3156,2.4203,2.5651,2.7452,2.8088,2.8149,2.8171,2.8175
2022-03-03,1.6967,2.1167,2.3098,2.3407,2.448,2.5958,2.773,2.8283,2.8295,2.8299,2.83
2022-03-04,1.6682,2.1074,2.2974,2.3309,2.4334,2.5705,2.7526,2.8108,2.812,2.8124,2.8125
2022-03-07,1.65,2.0849,2.2902,2.3312,2.4301,2.5546,2.7378,2.8038,2.8099,2.8121,2.8126
2022-03-08,1.57,2.0687,2.2634,2.3017,2.4071,2.5422,2.7355,2.8103,2.8222,2.8264,2.8276
2022-03-09,1.65,2.115,2.2854,2.3165,2.4243,2.568,2.7544,2.8254,2.8372,2.8414,2.8426
2022-03-10,1.55,2.115,2.2959,2.3265,2.4385,2.5888,2.7665,2.8329,2.8447,2.8489,2.8502
2022-03-11,1.565,2.0863,2.2787,2.3227,2.4117,2.5153,2.6949,2.7696,2.7836,2.7885,2.7902
2022-03-14,1.5419,2.0725,2.2511,2.2816,2.3679,2.4809,2.6693,2.7471,2.7611,2.7661,2.7677
2022-03-15,1.5419,2.1275,2.3072,2.3329,2.4334,2.569,2.7401,2.8023,2.8128,2.8165,2.8177
2022-03-16,1.5419,2.1431,2.322,2.3521,2.4405,2.5549,2.7258,2.7849,2.792,2.7945,2.7952
2022-03-17,1.5109,2.1368,2.3212,2.3608,2.4458,2.547,2.725,2.7825,2.786,2.7872,2.7876
2022-03-18,1.4919,2.1106,2.3,2.3393,2.4243,2.5382,2.7223,2.7842,2.79,2.7921,2.7927
2022-03-21,1.5419,2.15,2.3193,2.3847,2.4729,2.5735,2.7494,2.8059,2.8106,2.8122,2.8127
2022-03-22,1.61,2.1649,2.3424,2.4421,2.525,2.6046,2.7745,2.8267,2.8291,2.8299,2.8302
2022-03-23,1.61,2.168,2.3454,2.4582,2.5372,2.6062,2.7699,2.8234,2.8281,2.8297,2.8302
2022-03-24,1.56,2.1704,2.3331,2.4433,2.5196,2.5861,2.7486,2.8001,2.8036,2.8048,2.8052
2022-03-25,1.556,2.1632,2.3235,2.4309,2.5079,2.5756,2.7266,2.825,2.8173,2.8034,2.7972
2022-03-28,1.606,2.1595,2.3352,2.439,2.5153,2.5837,2.7284,2.82,2.8116,2.7968,2.7903
2022-03-29,1.5912,2.1582,2.3434,2.4414,2.5169,2.5864,2.7299,2.82,2.8102,2.7929,2.7853
2022-03-30,1.6794,2.1545,2.3182,2.4302,2.5037,2.5662,2.7122,2.805,2.7951,2.7778,2.7703
2022-03-31,1.8912,2.1299,2.3092,2.4151,2.4973,2.5733,2.723,2.815,2.8072,2.7936,2.7878
2022-04-01,1.6412,2.1052,2.2717,2.3807,2.4677,2.5495,2.7011,2.7925,2.7872,2.7781,2.7743
2022-04-02,1.5434,2.1006,2.2671,2.376,2.4582,2.5342,2.6925,2.79,2.7846,2.7752,2.7714
2022-04-06,1.6558,2.0832,2.2592,2.3561,2.4393,2.5209,2.6799,2.775,2.7706,2.7632,2.7604
2022-04-07,1.6375,2.06,2.2399,2.3446,2.4285,2.5086,2.6635,2.755,2.7503,2.7424,2.7394
2022-04-08,1.6375,2.0669,2.2553,2.3541,2.4399,2.524,2.6791,2.77,2.7649,2.7562,2.7529
2022-04-11,1.5875,2.0757,2.2939,2.3874,2.4703,2.552,2.7003,2.785,2.7798,2.7712,2.768
2022-04-12,1.6,2.0729,2.3053,2.4033,2.4865,2.5671,2.7112,2.7925,2.7858,2.7747,2.7705
2022-04-13,1.5,2.0521,2.2834,2.3894,2.4732,2.5526,2.6996,2.7825,2.7765,2.7666,2.7631
2022-04-14,1.4049,2.0264,2.2617,2.3701,2.4589,2.5441,2.6957,2.78,2.7755,2.7681,2.7656
2022-04-15,1.3995,1.9918,2.238,2.3454,2.4353,2.5226,2.6815,2.77,2.7661,2.7598,2.7578
2022-04-18,1.3995,2.0143,2.2835,2.3851,2.4824,2.5798,2.733,2.815,2.8135,2.811,2.8107
2022-04-19,1.3784,2.0184,2.2923,2.3938,2.4836,2.5635,2.7222,2.825,2.8235,2.821,2.8208
2022-04-20,1.3934,2.0136,2.3236,2.4088,2.4981,2.5862,2.7444,2.845,2.841,2.8347,2.833
2022-04-21,1.3284,1.9825,2.3125,2.3989,2.489,2.5788,2.7413,2.845,2.8388,2.8289,2.8259
2022-04-22,1.2784,1.9542,2.3258,2.4202,2.5122,2.6018,2.7609,2.86,2.8538,2.8439,2.8409
2022-04-24,1.2784,1.9523,2.3251,2.4201,2.5125,2.6023,2.7591,2.8549,2.8479,2.8369,2.8335
2022-04-25,1.2284,1.9282,2.3009,2.3965,2.4889,2.5776,2.7373,2.8349,2.8287,2.8189,2.816
2022-04-26,1.3284,1.9633,2.3114,2.4078,2.5015,2.5894,2.7472,2.8425,2.837,2.8284,2.826
2022-04-27,1.3254,2.041,2.3338,2.4342,2.5279,2.6131,2.765,2.855,2.8502,2.8429,2.8411
2022-04-28,1.3234,2.0563,2.3677,2.4476,2.5395,2.6334,2.7775,2.86,2.856,2.8499,2.8486
2022-04-29,1.5917,2.032,2.3471,2.4315,2.5231,2.6136,2.7618,2.8475,2.8443,2.8394,2.8386
2022-05-05,1.4417,2.0367,2.3449,2.4391,2.5275,2.6075,2.7558,2.8399,2.8357,2.8294,2.8282
2022-05-06,1.4417,2.0454,2.3528,2.4463,2.537,2.6204,2.7622,2.8399,2.8354,2.8285,2.8273
2022-05-07,1.3847,2.0423,2.3455,2.445,2.5371,2.6207,2.7614,2.8374,2.8334,2.8272,2.8263
2022-05-09,1.3292,2.0373,2.3309,2.4335,2.5234,2.6037,2.7471,2.8249,2.8213,2.8159,2.8154
2022-05-10,1.3253,2.0306,2.3045,2.4117,2.5006,2.5789,2.7297,2.813,2.8112,2.8085,2.8089
2022-05-11,1.3053,2.051,2.3218,2.4121,2.5077,2.5997,2.7458,2.8225,2.8225,2.8225,2.824
2022-05-12,1.2893,2.0261,2.3029,2.3923,2.4845,2.5723,2.7219,2.8027,2.8037,2.804,2.8055
2022-05-13,1.2628,2.0125,2.2971,2.3909,2.49,2.5852,2.7329,2.8103,2.8119,2.8124,2.814
2022-05-16,1.2628,1.997,2.2837,2.3802,2.4827,2.5817,2.731,2.8114,2.8177,2.8197,2.8216
2022-05-17,1.2768,1.9474,2.2693,2.357,2.4647,2.5725,2.7209,2.8023,2.8123,2.8154,2.8178
2022-05-18,1.2268,1.9275,2.2439,2.3356,2.4402,2.5424,2.7067,2.7899,2.787,2.7824,2.7801
2022-05-19,1.35,1.9421,2.2546,2.3386,2.4404,2.5428,2.7039,2.7849,2.7827,2.7792,2.7774
2022-05-20,1.3135,1.9565,2.2718,2.3524,2.4506,2.5503,2.7096,2.79,2.79,2.79,2.79
2022-05-23,1.311,1.9568,2.2465,2.3426,2.4392,2.531,2.691,2.771,2.7699,2.7683,2.7675
2022-05-24,1.3,1.9677,2.2542,2.3505,2.4493,2.5439,2.6948,2.7675,2.7667,2.7656,2.765
2022-05-25,1.3,1.9773,2.2588,2.3527,2.4491,2.5415,2.6892,2.76,2.7592,2.7581,2.7575
2022-05-26,1.25,1.9246,2.2208,2.3156,2.4051,2.4885,2.6328,2.7058,2.7088,2.7098,2.71
2022-05-27,1.2002,1.9133,2.2171,2.2905,2.3822,2.4767,2.6237,2.6954,2.6968,2.6973,2.6974
2022-05-30,1.1928,1.9141,2.2345,2.3036,2.4016,2.5113,2.6601,2.7275,2.7259,2.7236,2.7225
2022-05-31,1.2277,1.916,2.2682,2.3413,2.439,2.5464,2.6918,2.7569,2.7524,2.7457,2.7426
2022-06-01,1.2002,1.9415,2.2762,2.3463,2.4462,2.5594,2.704,2.7674,2.7635,2.7578,2.7551
2022-06-02,1.2102,1.9564,2.2815,2.3413,2.4413,2.563,2.711,2.7748,2.7702,2.7633,2.7601
2022-06-06,1.2,2.0199,2.32,2.3743,2.475,2.5994,2.7414,2.7997,2.7926,2.7823,2.7776
2022-06-07,1.2144,2.018,2.3081,2.3674,2.4671,2.5842,2.7244,2.7822,2.7743,2.7628,2.7576
2022-06-08,1.21,2.0282,2.3049,2.3625,2.4643,2.585,2.7269,2.7848,2.7787,2.77,2.7661
2022-06-09,1.1789,2.0151,2.289,2.3533,2.4569,2.5726,2.7129,2.7698,2.7659,2.7601,2.7576
2022-06-10,1.15,2.0051,2.2908,2.3478,2.4484,2.568,2.7098,2.7673,2.7625,2.7557,2.7526
2022-06-13,1.15,2.0026,2.2987,2.3531,2.4599,2.5899,2.7275,2.7798,2.775,2.7681,2.7652
2022-06-14,1.155,2.0176,2.3008,2.3587,2.4672,2.5952,2.7296,2.7799,2.7766,2.7721,2.7702
2022-06-15,1.155,2.036,2.309,2.3637,2.4762,2.6112,2.7442,2.7924,2.7891,2.7846,2.7827
2022-06-16,1.18,2.0352,2.2992,2.354,2.4636,2.5936,2.7279,2.7774,2.7758,2.7736,2.7728
2022-06-17,1.181,2.0102,2.2838,2.3449,2.4609,2.5944,2.725,2.79,2.7859,2.7785,2.7752
2022-06-20,1.1824,2.0056,2.2976,2.3492,2.4696,2.6163,2.7382,2.793,2.7908,2.7868,2.7853
2022-06-21,1.1992,2.0018,2.3129,2.3785,2.4886,2.6118,2.7319,2.79,2.7886,2.7861,2.7853
2022-06-22,1.2052,1.9869,2.3057,2.374,2.4838,2.6045,2.7272,2.7875,2.7845,2.7794,2.7773
2022-06-23,1.1753,1.9608,2.3012,2.3719,2.4841,2.6077,2.7306,2.79,2.7872,2.7822,2.7803
2022-06-24,1.1733,1.9653,2.3089,2.3826,2.5027,2.634,2.7492,2.8,2.7993,2.7981,2.7978
2022-06-27,1.1753,1.9971,2.3582,2.4517,2.5638,2.6704,2.7912,2.85,2.845,2.8363,2.8329
2022-06-28,1.1955,1.9976,2.3709,2.4732,2.5833,2.6825,2.8016,2.86,2.8545,2.8451,2.8414
2022-06-29,1.1956,1.9763,2.3137,2.4615,2.5732,2.6732,2.7937,2.8525,2.8457,2.8341,2.8294
2022-06-30,1.4,1.9504,2.3048,2.4491,2.5569,2.6529,2.776,2.8375,2.8324,2.8238,2.8205
2022-07-01,1.32,1.9324,2.2908,2.4455,2.5542,2.6485,2.7772,2.8425,2.8374,2.8288,2.8255
2022-07-04,1.3,1.9831,2.336,2.492,2.6017,2.6965,2.8111,2.865,2.8588,2.8484,2.8445
2022-07-05,1.3,2.01,2.3516,2.5045,2.6065,2.693,2.8085,2.865,2.8554,2.8395,2.8333
2022-07-06,1.2,1.9911,2.3504,2.5079,2.6078,2.6902,2.8042,2.86,2.8525,2.8402,2.8356
2022-07-07,1.222,1.9824,2.3311,2.5028,2.6047,2.6857,2.7997,2.855,2.849,2.8392,2.8356
2022-07-08,1.216,1.9584,2.3405,2.4962,2.5957,2.6785,2.7968,2.855,2.8498,2.8413,2.8384
2022-07-11,1.2177,1.9417,2.3155,2.456,2.56,2.6535,2.7792,2.84,2.8357,2.8288,2.8266
2022-07-12,1.2076,1.9345,2.2985,2.4304,2.53,2.6209,2.7507,2.815,2.8138,2.8118,2.8117
2022-07-13,1.2156,1.9376,2.2862,2.4294,2.5272,2.6134,2.746,2.8125,2.8105,2.8073,2.8067
2022-07-14,1.1916,1.9147,2.262,2.3964,2.496,2.587,2.7225,2.79,2.79,2.79,2.7907
2022-07-15,1.2076,1.8837,2.254,2.3953,2.4952,2.5848,2.7203,2.7875,2.7867,2.7855,2.7857
2022-07-18,1.2146,1.8488,2.2574,2.3784,2.4804,2.5789,2.712,2.7784,2.7816,2.7827,2.7837
2022-07-19,1.2386,1.8491,2.263,2.3805,2.4846,2.5868,2.7146,2.7782,2.7831,2.7847,2.7859
2022-07-20,1.2,1.8712,2.2488,2.37,2.4697,2.5634,2.6889,2.7564,2.7661,2.7693,2.771
2022-07-21,1.2,1.8717,2.239,2.3575,2.4569,2.5516,2.6821,2.7512,2.7593,2.762,2.7635
2022-07-22,1.1794,1.9036,2.2514,2.3762,2.4808,2.5801,2.7053,2.7716,2.7819,2.7853,2.787
2022-07-25,1.1636,1.9007,2.2384,2.365,2.4629,2.5555,2.691,2.7642,2.7741,2.7773,2.779
2022-07-26,1.1346,1.881,2.2085,2.3355,2.4406,2.5415,2.6795,2.7534,2.7646,2.7682,2.77
2022-07-27,1.0426,1.8772,2.2043,2.3337,2.4355,2.5205,2.6625,2.7522,2.7642,2.7682,2.7701
2022-07-28,1.0486,1.8905,2.2365,2.3613,2.4626,2.5483,2.6855,2.7694,2.7799,2.7833,2.785
2022-07-29,1.1526,1.8623,2.1886,2.3228,2.4269,2.5136,2.6519,2.7374,2.75,2.7541,2.756
2022-08-01,1.149,1.8269,2.1429,2.2912,2.4003,2.4895,2.6255,2.7079,2.7223,2.7269,2.7292
2022-08-02,1.049,1.7705,2.1312,2.2855,2.3983,2.4899,2.622,2.7038,2.7223,2.7282,2.7314
2022-08-03,1.0,1.7528,2.1034,2.2495,2.3593,2.4501,2.5905,2.6852,2.7095,2.7173,2.7218
2022-08-04,1.0,1.6907,2.1047,2.2448,2.3513,2.4379,2.5854,2.685,2.7079,2.7152,2.7192
2022-08-05,1.0,1.7116,2.115,2.27,2.3795,2.4657,2.6048,2.6979,2.7218,2.7293,2.7339
2022-08-08,1.0,1.7316,2.1376,2.2822,2.3874,2.4715,2.6118,2.7056,2.729,2.7364,2.7409
2022-08-09,1.0025,1.7886,2.1872,2.3116,2.4088,2.4889,2.6184,2.7055,2.7282,2.7354,2.74
2022-08-10,1.03,1.8136,2.2074,2.3287,2.4192,2.4914,2.6234,2.7095,2.7276,2.7333,2.7366
2022-08-11,1.03,1.8161,2.2189,2.3357,2.4192,2.4839,2.6142,2.7024,2.7219,2.7281,2.7317
2022-08-12,1.0017,1.8115,2.2197,2.3358,2.4212,2.4892,2.6206,2.7072,2.7255,2.7313,2.7347
2022-08-15,1.0007,1.7167,2.1068,2.2433,2.3305,2.395,2.5286,2.6216,2.6457,2.6532,2.6582
2022-08-16,1.0083,1.7199,2.1285,2.2449,2.3236,2.3828,2.5116,2.6011,2.6231,2.6301,2.6346
2022-08-17,1.05,1.719,2.1191,2.2475,2.3253,2.3801,2.5204,2.6019,2.6092,2.6118,2.6124
2022-08-18,1.08,1.7004,2.09,2.2235,2.3022,2.3578,2.4947,2.5716,2.5774,2.5796,2.58
2022-08-19,1.08,1.7248,2.0999,2.2279,2.3096,2.3708,2.5074,2.5812,2.5856,2.5872,2.5875
2022-08-22,1.08,1.757,2.1217,2.2432,2.3285,2.3967,2.5181,2.5821,2.5893,2.5919,2.5925
2022-08-23,1.08,1.7571,2.1305,2.2719,2.3521,2.4091,2.5313,2.5971,2.6043,2.6069,2.6075
2022-08-24,1.1,1.7496,2.1334,2.2629,2.347,2.4122,2.533,2.5976,2.6062,2.6092,2.61
2022-08-25,1.131,1.7912,2.1524,2.2829,2.381,2.4448,2.56,2.6233,2.6341,2.6379,2.639
2022-08-26,1.15,1.7922,2.1504,2.2629,2.3641,2.4433,2.5679,2.6314,2.6395,2.6423,2.643
2022-08-29,1.15,1.7561,2.114,2.2165,2.3221,2.413,2.5469,2.6123,2.6194,2.6219,2.6225
2022-08-30,1.15,1.7406,2.0972,2.1916,2.3014,2.4071,2.5444,2.6065,2.6111,2.6127,2.613
2022-08-31,1.15,1.7378,2.0969,2.1918,2.2997,2.4065,2.5485,2.6144,2.6201,2.6221,2.6225
2022-09-01,1.13,1.7243,2.0879,2.19,2.2989,2.3965,2.5403,2.6064,2.6107,2.6122,2.6125
2022-09-02,1.13,1.7193,2.0769,2.183,2.2982,2.4024,2.5456,2.6124,2.6195,2.622,2.6226
2022-09-05,1.08,1.7132,2.0469,2.1743,2.2888,2.3882,2.5331,2.6035,2.6135,2.6171,2.618
2022-09-06,1.02,1.7127,2.0488,2.1696,2.2831,2.3835,2.5282,2.5987,2.6092,2.613,2.614
2022-09-07,1.064,1.7365,2.0607,2.1748,2.2885,2.3914,2.5341,2.6043,2.6161,2.6203,2.6215
2022-09-08,1.034,1.749,2.0629,2.1752,2.2916,2.3986,2.5408,2.6091,2.6205,2.6245,2.6256
2022-09-09,1.014,1.7597,2.0753,2.1779,2.2998,2.4184,2.564,2.6262,2.6323,2.6345,2.635
2022-09-13,1.004,1.7697,2.0782,2.1897,2.3132,2.4303,2.5726,2.6327,2.6397,2.6421,2.6427
2022-09-14,1.0325,1.8015,2.0837,2.2133,2.3378,2.4499,2.588,2.6487,2.6583,2.6616,2.6625
2022-09-15,1.0325,1.8058,2.089,2.2241,2.3473,2.4546,2.5819,2.6527,2.6596,2.662,2.6625
2022-09-16,1.014,1.8298,2.1123,2.2496,2.3675,2.4666,2.5931,2.6647,2.6705,2.6726,2.673
2022-09-19,1.13,1.8506,2.103,2.2606,2.3696,2.459,2.5905,2.6683,2.673,2.6747,2.675
2022-09-20,1.134,1.8483,2.0885,2.2514,2.3576,2.4415,2.5781,2.66,2.6628,2.6638,2.664
2022-09-21,1.034,1.8282,2.0842,2.2386,2.3447,2.4325,2.5807,2.6412,2.6439,2.6448,2.6451
2022-09-22,0.984,1.8232,2.0646,2.2353,2.3501,2.4429,2.5655,2.6372,2.6462,2.6493,2.6501
2022-09-23,1.034,1.828,2.0677,2.2491,2.3707,2.4688,2.5833,2.6533,2.6717,2.678,2.6802
2022-09-26,1.134,1.8608,2.0976,2.2916,2.4153,2.512,2.6155,2.6803,2.7038,2.7117,2.7154
2022-09-27,1.184,1.8711,2.1077,2.2857,2.405,2.5026,2.6221,2.6901,2.7005,2.7042,2.7051
2022-09-28,1.234,1.9024,2.1073,2.308,2.433,2.5315,2.6637,2.735,2.7386,2.7398,2.7401
2022-09-29,1.2768,1.893,2.1386,2.3326,2.4593,2.5616,2.6874,2.75,2.75,2.75,2.7501
2022-09-30,1.4868,1.8535,2.1364,2.3341,2.4703,2.5836,2.7005,2.7551,2.7586,2.7598,2.7601
2022-10-08,1.1368,1.8323,2.1228,2.3404,2.4742,2.5811,2.7014,2.7577,2.7611,2.7622,2.7626
2022-10-09,1.1368,1.829,2.1023,2.2832,2.4228,2.5486,2.6792,2.7402,2.7436,2.7448,2.7452
2022-10-10,1.1368,1.7908,2.0922,2.2784,2.4128,2.5306,2.6635,2.7304,2.7372,2.7396,2.7402
2022-10-11,1.15,1.7867,2.0908,2.2959,2.4268,2.535,2.6661,2.7329,2.7397,2.742,2.7426
2022-10-12,1.21,1.8067,2.1008,2.295,2.4189,2.5219,2.6576,2.7279,2.733,2.7347,2.7352
2022-10-13,1.2,1.8051,2.0963,2.2875,2.4097,2.5122,2.6499,2.7202,2.7237,2.7248,2.7252
2022-10-14,1.1998,1.7851,2.077,2.2598,2.3836,2.4905,2.6276,2.6951,2.6968,2.6974,2.6977
2022-10-17,1.21,1.7856,2.0795,2.2752,2.3943,2.4931,2.6299,2.6977,2.6993,2.6999,2.7002
2022-10-18,1.2,1.7856,2.0829,2.2725,2.3911,2.4911,2.6306,2.6991,2.6997,2.7,2.7002
2022-10-19,1.08,1.7806,2.0812,2.2622,2.3834,2.4762,2.621,2.7027,2.7043,2.7049,2.7052
2022-10-20,1.22,1.7656,2.0887,2.2676,2.3897,2.4841,2.6299,2.7128,2.716,2.7171,2.7175
2022-10-21,1.28,1.7706,2.1054,2.2802,2.3997,2.4918,2.6385,2.7229,2.7262,2.7273,2.7278
2022-10-24,1.294,1.77,2.1026,2.2794,2.3964,2.4852,2.629,2.7104,2.7137,2.7148,2.7153
2022-10-25,1.354,1.7945,2.112,2.2899,2.4099,2.5031,2.643,2.7206,2.7256,2.7272,2.7278
2022-10-26,1.329,1.8005,2.0954,2.2611,2.3827,2.4835,2.6235,2.6979,2.701,2.7021,2.7025
2022-10-27,1.309,1.7551,2.0886,2.2573,2.373,2.4636,2.6091,2.6904,2.6937,2.6948,2.6953
2022-10-28,1.3015,1.7403,2.0808,2.2416,2.3501,2.4337,2.5779,2.6605,2.6638,2.6649,2.6653
2022-10-31,1.2515,1.7305,2.0782,2.2263,2.3366,2.4272,2.5745,2.654,2.6505,2.6452,2.6433
2022-11-01,1.2515,1.7523,2.0908,2.2451,2.3567,2.4476,2.593,2.67,2.6676,2.664,2.6629
2022-11-02,1.3,1.7633,2.0964,2.265,2.3764,2.4629,2.6137,2.695,2.6918,2.6869,2.6854
2022-11-03,1.3,1.753,2.0926,2.2663,2.378,2.4632,2.6113,2.69,2.6859,2.6797,2.6776
2022-11-04,1.27,1.7628,2.1092,2.2848,2.3996,2.4887,2.6361,2.7125,2.7091,2.704,2.7023
2022-11-07,1.25,1.7516,2.1264,2.2956,2.4074,2.4945,2.6375,2.71,2.7068,2.7019,2.7003
2022-11-08,1.2548,1.7774,2.1463,2.3097,2.41,2.4841,2.6267,2.7023,2.6967,2.6883,2.6853
2022-11-09,1.2202,1.8156,2.1595,2.3222,2.4221,2.4968,2.6353,2.7074,2.7034,2.6973,2.6953
2022-11-10,1.2202,1.8584,2.1716,2.3229,2.4229,2.5022,2.6395,2.71,2.7075,2.7039,2.7028
2022-11-11,1.2,1.9614,2.2008,2.3641,2.4608,2.5348,2.6745,2.7474,2.7434,2.7373,2.7354
2022-11-14,1.2,2.0663,2.3391,2.4939,2.582,2.6474,2.7806,2.8499,2.845,2.8377,2.8354
2022-11-15,1.3698,2.1342,2.3457,2.4978,2.5831,2.6475,2.7746,2.8398,2.8316,2.8195,2.8155
2022-11-16,1.3698,2.2014,2.3839,2.5405,2.6222,2.6824,2.8004,2.8598,2.8507,2.8374,2.8329
2022-11-17,1.22,2.1715,2.3583,2.4831,2.5669,2.6379,2.7564,2.8149,2.8113,2.8055,2.8026
2022-11-18,1.2,2.1718,2.349,2.4793,2.5609,2.6281,2.7611,2.83,2.8285,2.8262,2.825
2022-11-21,1.1,2.1504,2.3409,2.4526,2.5401,2.6195,2.7552,2.8225,2.8211,2.819,2.818
2022-11-22,1.1001,2.1431,2.3299,2.4253,2.5214,2.6158,2.76,2.83,2.8293,2.8282,2.8276
2022-11-23,1.1,2.1024,2.2889,2.3857,2.4841,2.5813,2.723,2.7932,2.7962,2.7973,2.7975
2022-11-24,1.0,2.0581,2.273,2.3604,2.4654,2.5723,2.7172,2.7886,2.7931,2.7947,2.795
2022-11-25,0.9901,2.0685,2.2871,2.4154,2.5232,2.6144,2.7521,2.8215,2.8274,2.8296,2.83
2022-11-28,1.0021,2.0699,2.3114,2.4304,2.5467,2.6541,2.7886,2.8516,2.8575,2.8596,2.86
2022-11-29,1.2198,2.1139,2.3519,2.4715,2.5916,2.7047,2.8237,2.8737,2.8781,2.8797,2.88
2022-11-30,1.45,2.1341,2.3602,2.4717,2.5859,2.6945,2.8178,2.8745,2.8818,2.8844,2.885
2022-12-01,1.4,2.1456,2.3354,2.4517,2.566,2.6749,2.8016,2.8558,2.8588,2.8598,2.86
2022-12-02,1.2,2.1554,2.3327,2.4473,2.5606,2.6702,2.7958,2.855,2.8637,2.8668,2.8676
2022-12-05,1.1018,2.1462,2.3442,2.4533,2.5703,2.6866,2.8041,2.8652,2.882,2.8879,2.8902
2022-12-06,1.1018,2.1566,2.4026,2.483,2.6031,2.7325,2.8362,2.8882,2.9062,2.9124,2.9152
2022-12-07,1.1018,2.2495,2.3896,2.4833,2.5926,2.7061,2.8029,2.8494,2.8634,2.8682,2.8702
2022-12-08,1.15,2.2457,2.4022,2.4936,2.5942,2.6952,2.7979,2.8563,2.8755,2.8821,2.8853
2022-12-09,1.12,2.2869,2.4278,2.5033,2.6135,2.7344,2.8223,2.8654,2.8818,2.8875,2.8903
2022-12-12,1.101,2.3019,2.435,2.5349,2.6384,2.7414,2.8323,2.8738,2.8849,2.8887,2.8902
2022-12-13,1.0774,2.3369,2.4937,2.5797,2.6708,2.7595,2.8381,2.8768,2.8891,2.8933,2.8952
2022-12-14,1.0274,2.3019,2.4294,2.5252,2.6135,2.6968,2.7824,2.8347,2.8546,2.8614,2.8655
2022-12-15,0.9774,2.3169,2.4319,2.52,2.6127,2.7057,2.7979,2.8522,2.8722,2.879,2.8829
2022-12-16,0.9769,2.3169,2.4274,2.531,2.621,2.7052,2.7964,2.8528,2.8739,2.8811,2.8856
2022-12-19,1.0,2.2969,2.3974,2.5018,2.5893,2.6705,2.7608,2.8254,2.8504,2.8586,2.8632
2022-12-20,1.0,2.2969,2.3973,2.5074,2.5957,2.6757,2.7666,2.8331,2.8596,2.8683,2.8732
2022-12-21,1.0,2.2919,2.3973,2.4917,2.5777,2.6612,2.7576,2.8256,2.849,2.8567,2.8606
2022-12-22,0.9,2.2669,2.3772,2.4773,2.5618,2.6416,2.7516,2.8255,2.8425,2.8482,2.8503
2022-12-23,0.9,2.2269,2.3497,2.4608,2.5386,2.6062,2.7335,2.8152,2.8222,2.8246,2.8251
2022-12-26,0.9,2.2469,2.3672,2.4684,2.5505,2.6276,2.7452,2.8205,2.8325,2.8365,2.8378
2022-12-27,0.8,2.2469,2.3972,2.4663,2.5633,2.6703,2.7679,2.8312,2.8542,2.8617,2.8657
2022-12-28,0.8,2.2369,2.4064,2.4712,2.5655,2.6704,2.7729,2.8317,2.8445,2.8488,2.8503
2022-12-29,0.719,2.1669,2.352,2.4165,2.5203,2.6382,2.7552,2.8207,2.8324,2.8363,2.8376
2022-12-30,1.049,2.0969,2.3522,2.404,2.5118,2.6446,2.7579,2.8182,2.83,2.834,2.8353
2022-12-31,1.049,2.0969,2.3522,2.404,2.502,2.6446,2.7572,2.8182,2.83,2.8342,2.8353
2023-01-03,1.0068,2.112,2.3251,2.4096,2.5161,2.6298,2.7481,2.8107,2.8191,2.8219,2.8228
2023-01-04,1.0067,2.067,2.2961,2.3964,2.5009,2.6071,2.7287,2.7958,2.8059,2.8093,2.8103
2023-01-05,0.9165,2.082,2.3168,2.4111,2.5164,2.625,2.7438,2.8112,2.8244,2.8289,2.8304
2023-01-06,0.9161,2.097,2.3428,2.4419,2.5452,2.6495,2.7618,2.8208,2.8291,2.8319,2.8328
2023-01-09,1.016,2.0996,2.3654,2.4627,2.5636,2.6649,2.7762,2.8332,2.8399,2.8421,2.8428
2023-01-10,1.141,2.122,2.4016,2.5036,2.6074,2.7104,2.8146,2.86,2.86,2.86,2.8602
2023-01-11,1.216,2.127,2.3709,2.5131,2.6121,2.6989,2.7999,2.8507,2.8574,2.8596,2.8603
2023-01-12,1.316,2.097,2.3677,2.5029,2.6051,2.6974,2.7994,2.8567,2.8711,2.8758,2.8778
