,0,1,2,3,4,5,6,7,8,9,10
2021-03-12,1.5049,2.6407,2.886,2.9582,3.0315,3.0999,3.1822,3.2329,3.2498,3.255,3.2613
2021-03-15,1.6549,2.675,2.8813,2.9706,3.0391,3.0999,3.1873,3.2438,3.2618,3.2674,3.274
2021-03-16,1.6549,2.6663,2.8692,2.9581,3.0254,3.0699,3.166,3.2314,3.2495,3.2552,3.2614
2021-03-17,1.6049,2.6429,2.8468,2.9405,3.0132,3.0635,3.162,3.2265,3.2446,3.2502,3.2564
2021-03-18,1.5049,2.6496,2.8528,2.943,3.0161,3.0687,3.1638,3.2272,3.2463,3.2523,3.2592
2021-03-19,1.5849,2.6395,2.8249,2.9205,2.997,3.054,3.1494,3.2085,3.2252,3.2304,3.2364
2021-03-22,1.5049,2.626,2.8263,2.9105,2.985,3.042,3.149,3.2092,3.2223,3.2263,3.2309
2021-03-23,1.5049,2.6209,2.8213,2.8916,2.9619,3.0324,3.1448,3.1984,3.2051,3.2071,3.2105
2021-03-24,1.4049,2.6059,2.7913,2.876,2.9447,3.0101,3.1279,3.1828,3.1881,3.1898,3.193
2021-03-25,1.2549,2.5904,2.7816,2.8735,2.9483,3.0026,3.117,3.1742,3.1821,3.1845,3.1882
2021-03-26,1.2549,2.6073,2.7975,2.886,2.9579,3.0102,3.1216,3.1806,3.1911,3.1942,3.1985
2021-03-29,1.3069,2.6075,2.7937,2.881,2.9525,3.0058,3.1169,3.1764,3.1881,3.1916,3.1962
2021-03-30,1.6069,2.593,2.8012,2.881,2.9564,3.0163,3.1349,3.1918,3.1997,3.202,3.206
2021-03-31,1.8069,2.577,2.7637,2.8635,2.9352,2.9836,3.1069,3.1708,3.1812,3.1843,3.1887
2021-04-01,1.6481,2.5806,2.7778,2.8685,2.9413,2.9939,3.1206,3.1819,3.1897,3.1921,3.196
2021-04-02,1.4981,2.58,2.7654,2.8685,2.945,2.9993,3.1241,3.1852,3.1943,3.197,3.2013
2021-04-06,1.5919,2.5877,2.7827,2.8825,2.9524,3.0156,3.1412,3.1963,3.2028,3.2047,3.2087
2021-04-07,1.5419,2.6105,2.8166,2.8741,2.9554,3.0363,3.1508,3.2036,3.2138,3.2168,3.2215
2021-04-08,1.4419,2.6105,2.8148,2.8793,2.9596,3.039,3.1516,3.2038,3.2142,3.2172,3.2221
2021-04-09,1.4419,2.5915,2.8098,2.8695,2.9511,3.0291,3.135,3.1885,3.2021,3.2062,3.2121
2021-04-12,1.5419,2.5843,2.7923,2.8709,2.9429,3.0116,3.1169,3.1711,3.1846,3.1887,3.1948
2021-04-13,1.5419,2.5643,2.7531,2.8263,2.9055,2.9746,3.0813,3.137,3.1516,3.156,3.1626
2021-04-14,1.5752,2.5679,2.7681,2.8283,2.8967,2.9774,3.0841,3.1395,3.1541,3.1585,3.1651
2021-04-15,1.5816,2.5379,2.7581,2.8313,2.9065,2.9853,3.0899,3.1454,3.161,3.1657,3.1728
2021-04-16,1.7176,2.5295,2.7481,2.8293,2.9048,2.9777,3.0782,3.1337,3.1503,3.1554,3.1631
2021-04-19,1.8419,2.5195,2.7431,2.8119,2.8855,2.9662,3.0681,3.1248,3.1423,3.1477,3.1559
2021-04-20,1.7519,2.4995,2.7231,2.7815,2.8606,2.9574,3.0599,3.1193,3.1395,3.1457,3.1554
2021-04-21,1.7019,2.4595,2.6981,2.7487,2.8372,2.9542,3.0636,3.1205,3.1389,3.1446,3.153
2021-04-22,1.7519,2.4495,2.6981,2.7488,2.8395,2.9597,3.0685,3.1266,3.1462,3.1522,3.1614
2021-04-23,1.6519,2.39,2.7031,2.7433,2.8368,2.9682,3.0765,3.1349,3.1555,3.1619,3.1719
2021-04-25,1.7279,2.3858,2.7081,2.7483,2.8435,2.9839,3.0935,3.1494,3.1688,3.1748,3.1841
2021-04-26,1.6519,2.4313,2.7181,2.793,2.8881,3.0006,3.1045,3.1635,3.1848,3.1916,3.2024
2021-04-27,1.5519,2.4226,2.714,2.7935,2.8919,3.0062,3.1077,3.1669,3.1891,3.1962,3.2078
2021-04-28,1.5019,2.3964,2.694,2.7844,2.8833,2.9912,3.0962,3.157,3.1792,3.1863,3.1979
2021-04-29,1.5492,2.3799,2.674,2.7811,2.8824,2.9814,3.0909,3.1505,3.1708,3.1771,3.1872
2021-04-30,1.6292,2.3591,2.6564,2.7666,2.8661,2.9615,3.0764,3.1331,3.1503,3.1555,3.164
2021-05-06,1.4807,2.3266,2.6439,2.7587,2.8553,2.9451,3.055,3.1256,3.1402,3.1442,3.1507
2021-05-07,1.3862,2.32,2.6214,2.734,2.8391,2.9416,3.0529,3.1256,3.1456,3.151,3.1589
2021-05-08,1.2862,2.3193,2.6206,2.7346,2.8375,2.9369,3.057,3.1333,3.1478,3.1517,3.1582
2021-05-10,1.2732,2.3129,2.5956,2.7208,2.823,2.9173,3.0391,3.1187,3.1348,3.1391,3.146
2021-05-11,1.3232,2.3078,2.5731,2.7232,2.8271,2.915,3.0426,3.1212,3.1299,3.1322,3.138
2021-05-12,1.4232,2.2974,2.5981,2.7213,2.8253,2.9229,3.0361,3.1062,3.1204,3.1242,3.131
2021-05-13,1.5333,2.3286,2.6181,2.7418,2.8457,2.9427,3.0433,3.1062,3.124,3.1287,3.1366
2021-05-14,1.5577,2.33,2.6181,2.7475,2.8474,2.9367,3.0248,3.0901,3.1203,3.1286,3.1422
2021-05-17,1.6977,2.3504,2.6383,2.7768,2.8752,2.9591,3.0323,3.0906,3.1244,3.134,3.1524
2021-05-18,1.6977,2.3532,2.6333,2.7722,2.8693,2.9515,3.0225,3.0808,3.1157,3.1258,3.1457
2021-05-19,1.6037,2.3506,2.6133,2.7526,2.8484,2.929,2.9983,3.0586,3.0961,3.1071,3.1298
2021-05-20,1.4977,2.3486,2.5883,2.7307,2.8244,2.9016,2.9768,3.0386,3.0722,3.0818,3.1001
2021-05-21,1.4871,2.3272,2.5733,2.7217,2.8159,2.8919,2.9631,3.0238,3.0629,3.0758,3.0876
2021-05-24,1.4977,2.3418,2.6031,2.7363,2.8251,2.8994,2.9727,3.0316,3.0651,3.0763,3.085
2021-05-25,1.5277,2.3468,2.6164,2.7378,2.8243,2.8993,2.9726,3.0317,3.0651,3.0763,3.085
2021-05-26,1.4824,2.3414,2.6046,2.7285,2.8163,2.8925,2.9704,3.0238,3.0475,3.0555,3.06
2021-05-27,1.6094,2.3463,2.6205,2.7466,2.8357,2.9131,2.993,3.0436,3.0628,3.0694,3.0725
2021-05-28,1.6566,2.41,2.6356,2.7648,2.8541,2.9311,3.0108,3.0585,3.0746,3.0802,3.0825
2021-05-31,1.7566,2.4113,2.6578,2.7487,2.8374,2.9245,2.9999,3.0355,3.0421,3.0444,3.045
2021-06-01,1.7054,2.3725,2.6493,2.7475,2.8357,2.9193,2.9903,3.0258,3.0355,3.0389,3.04
2021-06-02,1.6954,2.3804,2.6695,2.7613,2.8535,2.9453,3.0144,3.0484,3.0597,3.0636,3.065
2021-06-03,1.6454,2.3664,2.661,2.7609,2.8503,2.935,3.0059,3.0408,3.0505,3.0539,3.055
2021-06-04,1.6001,2.3934,2.6922,2.8087,2.8964,2.9746,3.0461,3.0807,3.0888,3.0917,3.0925
2021-06-07,1.7201,2.4116,2.7245,2.8421,2.9235,2.9943,3.0681,3.103,3.1079,3.1096,3.11
2021-06-08,1.6801,2.4133,2.7252,2.8453,2.928,3.0,3.0774,3.11,3.11,3.11,3.11
2021-06-09,1.6556,2.4203,2.7525,2.8453,2.9189,2.9883,3.0597,3.0957,3.1022,3.1044,3.1051
2021-06-10,1.5456,2.424,2.7421,2.8266,2.9047,2.9828,3.0642,3.1,3.1,3.1,3.1
2021-06-11,1.5028,2.4459,2.7493,2.8485,2.9313,3.0085,3.0872,3.1229,3.1261,3.1273,3.1276
2021-06-15,1.5956,2.4699,2.7507,2.8466,2.9278,3.0044,3.0857,3.12,3.1193,3.1181,3.1176
2021-06-16,1.5456,2.4945,2.7548,2.849,2.9313,3.0101,3.0943,3.13,3.13,3.13,3.1301
2021-06-17,1.5067,2.5272,2.7539,2.8548,2.941,3.0236,3.1063,3.14,3.14,3.14,3.1401
2021-06-18,1.5067,2.5274,2.7333,2.8406,2.9166,2.9867,3.0693,3.1109,3.1173,3.1195,3.1202
2021-06-21,1.5456,2.5202,2.72,2.8192,2.8927,2.9615,3.0398,3.0815,3.0908,3.0941,3.0953
2021-06-22,1.6456,2.5252,2.72,2.8089,2.8857,2.9598,3.0373,3.0763,3.0841,3.0868,3.0877
2021-06-23,1.6,2.5012,2.6949,2.786,2.8699,2.9514,3.0268,3.0671,3.0793,3.0835,3.0853
2021-06-24,1.53,2.469,2.6776,2.7675,2.8585,2.9489,3.0321,3.0714,3.0791,3.0818,3.0828
2021-06-25,1.5,2.4437,2.6655,2.7614,2.8561,2.9506,3.0405,3.0783,3.0813,3.0823,3.0827
2021-06-28,1.51,2.4705,2.6699,2.7935,2.8841,2.9708,3.0632,3.0999,3.0969,3.0922,3.0903
2021-06-29,1.8584,2.4564,2.6728,2.7902,2.8754,2.9579,3.0562,3.0974,3.0936,3.0877,3.0853
2021-06-30,1.95,2.4293,2.6608,2.7781,2.8659,2.9516,3.0528,3.0949,3.0895,3.0813,3.0778
2021-07-01,1.65,2.4189,2.6597,2.7789,2.8707,2.9601,3.0597,3.0999,3.0961,3.0902,3.0878
2021-07-02,1.5648,2.3994,2.6518,2.7722,2.8625,2.9504,3.0529,3.0949,3.0903,3.0832,3.0803
2021-07-05,1.5148,2.4136,2.6306,2.7685,2.8607,2.9489,3.0467,3.0849,3.0818,3.0771,3.0754
2021-07-06,1.6148,2.4092,2.6351,2.7708,2.8658,2.957,3.0517,3.0875,3.0867,3.0855,3.0854
2021-07-07,1.7148,2.401,2.6366,2.7616,2.8501,2.9353,3.0256,3.06,3.0584,3.056,3.0554
2021-07-08,1.63,2.3223,2.5605,2.7108,2.7916,2.8661,2.952,2.985,2.9842,2.983,2.983
2021-07-09,1.725,2.3474,2.5764,2.7377,2.8167,2.8888,2.9778,3.0125,3.0117,3.0105,3.0105
2021-07-12,1.7,2.3175,2.5156,2.6636,2.7369,2.7888,2.8885,2.9404,2.9419,2.9424,2.9431
2021-07-13,1.7,2.2958,2.5228,2.6377,2.7098,2.7815,2.8805,2.9229,2.9244,2.9249,2.9256
2021-07-14,1.68,2.2782,2.5114,2.6466,2.7135,2.7796,2.8901,2.9375,2.9367,2.9355,2.9356
2021-07-15,1.7,2.2927,2.5195,2.6398,2.728,2.8155,2.9116,2.9508,2.9538,2.9548,2.9557
2021-07-16,1.72,2.2719,2.5079,2.6301,2.7087,2.7879,2.8953,2.9404,2.9419,2.9424,2.9432
2021-07-19,1.7008,2.2629,2.5088,2.6227,2.7001,2.7701,2.8843,2.9413,2.9457,2.9472,2.9483
2021-07-20,1.7008,2.2143,2.4948,2.5959,2.6757,2.7504,2.8635,2.9188,2.9232,2.9247,2.9258
2021-07-21,1.7048,2.1833,2.4904,2.5818,2.6667,2.7473,2.8565,2.9092,2.9151,2.9171,2.9184
2021-07-22,1.6698,2.1551,2.4958,2.5893,2.6748,2.7543,2.8679,2.9213,2.9258,2.9272,2.9284
2021-07-23,1.6298,2.1119,2.4727,2.5586,2.651,2.7426,2.8554,2.9064,2.9108,2.9123,2.9134
2021-07-26,1.5898,2.1337,2.4299,2.5327,2.6235,2.7079,2.8084,2.8568,2.8661,2.8692,2.8711
2021-07-27,1.5998,2.2109,2.4618,2.5712,2.655,2.7328,2.8496,2.9039,2.9083,2.9098,2.911
2021-07-28,1.5389,2.2135,2.5065,2.6161,2.6854,2.7438,2.8577,2.9179,2.9265,2.9294,2.9312
2021-07-29,1.4389,2.1621,2.4927,2.5777,2.651,2.7192,2.8216,2.8725,2.8798,2.8823,2.884
2021-07-30,1.4889,2.1346,2.452,2.5355,2.6135,2.6872,2.7784,2.8229,2.8315,2.8343,2.8363
2021-08-02,1.3389,2.1281,2.4332,2.5162,2.5862,2.6515,2.7666,2.818,2.8195,2.8199,2.8212
2021-08-03,1.3889,2.1272,2.4532,2.5442,2.6071,2.6622,2.7802,2.8326,2.8326,2.8325,2.8337
2021-08-04,1.3889,2.1448,2.485,2.5628,2.6205,2.6738,2.7814,2.8305,2.832,2.8324,2.8338
2021-08-05,1.3794,2.1494,2.4561,2.5567,2.6141,2.6614,2.7605,2.8027,2.8009,2.7984,2.7988
2021-08-06,1.3755,2.1514,2.466,2.5536,2.612,2.6631,2.7693,2.815,2.8141,2.8129,2.8139
2021-08-09,1.5,2.2054,2.5218,2.6004,2.6616,2.7131,2.813,2.86,2.86,2.86,2.8615
2021-08-10,1.6,2.1843,2.5297,2.5846,2.649,2.7157,2.8195,2.8711,2.8739,2.8749,2.8766
2021-08-11,1.58,2.194,2.54,2.5995,2.6682,2.7382,2.8412,2.8874,2.8857,2.8833,2.8841
2021-08-12,1.4588,2.1935,2.5215,2.5748,2.6402,2.7082,2.8122,2.8599,2.8582,2.8558,2.8566
2021-08-13,1.48,2.2209,2.5303,2.5908,2.6537,2.7152,2.8299,2.8849,2.8822,2.8787,2.8792
2021-08-16,1.4494,2.2233,2.5353,2.5977,2.6702,2.7433,2.8525,2.8998,2.8972,2.8937,2.8943
2021-08-17,1.45,2.2164,2.5257,2.5878,2.6592,2.731,2.8401,2.8873,2.8847,2.8812,2.8819
2021-08-18,1.45,2.2252,2.4923,2.5593,2.6316,2.7012,2.8059,2.8499,2.8491,2.8479,2.8494
2021-08-19,1.55,2.238,2.486,2.5572,2.6259,2.6889,2.7963,2.8424,2.8406,2.8383,2.8395
2021-08-20,1.55,2.2682,2.5005,2.5711,2.6409,2.7066,2.8127,2.8573,2.8547,2.8512,2.852
2021-08-23,1.5794,2.3024,2.5001,2.5764,2.6507,2.7223,2.8293,2.8723,2.8696,2.8662,2.8672
2021-08-24,1.5194,2.2947,2.4935,2.5656,2.6366,2.7049,2.8147,2.8598,2.8562,2.8515,2.8522
2021-08-25,1.4894,2.2995,2.4954,2.5654,2.6331,2.6975,2.8117,2.8598,2.8571,2.8537,2.8547
2021-08-26,1.4592,2.3247,2.5141,2.5801,2.6567,2.733,2.8453,2.8898,2.8871,2.8836,2.8848
2021-08-27,1.4302,2.3235,2.5012,2.5635,2.6382,2.7132,2.8316,2.8797,2.8752,2.8694,2.8698
2021-08-30,1.4293,2.3125,2.4897,2.5551,2.6251,2.6937,2.8119,2.8597,2.8553,2.8498,2.8505
2021-08-31,1.4189,2.3105,2.4911,2.5547,2.6191,2.6811,2.802,2.8522,2.8486,2.844,2.845
2021-09-01,1.3459,2.2911,2.4738,2.531,2.5901,2.6466,2.7732,2.8273,2.8245,2.8211,2.8226
2021-09-02,1.3959,2.2993,2.4779,2.5332,2.5956,2.6565,2.7806,2.8324,2.8305,2.8282,2.8301
2021-09-03,1.54,2.3122,2.4774,2.5051,2.5721,2.6625,2.7869,2.8349,2.833,2.8307,2.8327
2021-09-06,1.5001,2.3096,2.4978,2.5356,2.5984,2.6674,2.7908,2.8398,2.837,2.8336,2.8354
2021-09-07,1.5301,2.3146,2.5175,2.5608,2.623,2.6901,2.8134,2.8623,2.8605,2.8582,2.8604
2021-09-08,1.5401,2.3246,2.5241,2.5659,2.6296,2.7005,2.8225,2.8699,2.869,2.8679,2.8705
2021-09-09,1.5501,2.3531,2.5195,2.5713,2.636,2.7005,2.8241,2.8724,2.8715,2.8703,2.873
2021-09-10,1.6301,2.3666,2.5082,2.5715,2.6386,2.7059,2.8231,2.8673,2.8655,2.8632,2.8656
2021-09-13,1.7301,2.3822,2.5381,2.5818,2.6573,2.7424,2.8526,2.8899,2.889,2.8878,2.8908
2021-09-14,1.8301,2.404,2.5386,2.5869,2.6584,2.7372,2.8454,2.8825,2.8825,2.8825,2.8858
2021-09-15,1.7801,2.4028,2.5509,2.6126,2.6848,2.7572,2.8618,2.8975,2.8975,2.8975,2.9009
2021-09-16,1.8301,2.4025,2.5517,2.6,2.6699,2.7422,2.8392,2.878,2.8831,2.8847,2.8885
2021-09-17,1.8331,2.3978,2.5185,2.5829,2.6566,2.7328,2.8324,2.8698,2.8736,2.8748,2.8785
2021-09-18,1.7271,2.3912,2.5222,2.5844,2.6538,2.7226,2.8233,2.8625,2.8667,2.868,2.8717
2021-09-22,1.6801,2.3325,2.521,2.5632,2.635,2.7139,2.81,2.8497,2.8572,2.8595,2.8639
2021-09-23,1.5541,2.3385,2.5121,2.5534,2.6252,2.7041,2.8005,2.8412,2.8494,2.8519,2.8565
2021-09-24,1.5041,2.3828,2.5109,2.5426,2.6225,2.7206,2.8119,2.8521,2.863,2.8664,2.8719
2021-09-26,1.5001,2.3686,2.511,2.5413,2.6193,2.716,2.8135,2.858,2.87,2.8737,2.8797
2021-09-27,1.5041,2.3997,2.5114,2.5434,2.6247,2.7213,2.8148,2.8588,2.8719,2.876,2.8825
2021-09-28,1.5417,2.3741,2.5174,2.5453,2.6263,2.7268,2.8227,2.8607,2.8692,2.8718,2.8769
2021-09-29,1.5404,2.3571,2.5031,2.5248,2.6046,2.7071,2.8059,2.8465,2.8562,2.8592,2.8646
2021-09-30,1.65,2.3327,2.4912,2.5122,2.5993,2.7134,2.8105,2.854,2.867,2.871,2.8776
2021-10-08,1.5983,2.344,2.5225,2.5453,2.6317,2.7429,2.8449,2.8894,2.9022,2.9061,2.9131
2021-10-09,1.5882,2.3252,2.524,2.5421,2.6312,2.7485,2.8457,2.8911,2.906,2.9106,2.9186
2021-10-11,1.63,2.349,2.5555,2.5838,2.675,2.7895,2.896,2.9379,2.9484,2.9516,2.958
2021-10-12,1.5809,2.3467,2.5589,2.5986,2.6914,2.7994,2.9018,2.9438,2.9553,2.9589,2.9657
2021-10-13,1.7,2.3401,2.5764,2.6284,2.7122,2.8005,2.9029,2.9412,2.9494,2.9519,2.9578
2021-10-14,1.7,2.3325,2.5794,2.6406,2.724,2.805,2.8991,2.938,2.9483,2.9515,2.9581
2021-10-15,1.71,2.3361,2.5847,2.6459,2.7316,2.8155,2.9071,2.9464,2.9578,2.9613,2.9683
2021-10-18,1.71,2.3727,2.6585,2.7337,2.8164,2.8908,2.9938,3.05,3.0458,3.0392,3.0426
2021-10-19,1.6856,2.3771,2.6467,2.7126,2.7964,2.8763,2.974,3.025,3.0183,3.0077,3.0102
2021-10-20,1.6656,2.3819,2.627,2.6869,2.7746,2.8625,2.9648,3.0175,3.0091,2.9958,2.9978
2021-10-21,1.6455,2.3574,2.5891,2.6525,2.744,2.8359,2.9385,2.99,2.9816,2.9683,2.9702
2021-10-22,1.4955,2.3475,2.592,2.6556,2.752,2.8496,2.9553,3.0075,3.0016,2.9923,2.9953
2021-10-25,1.5855,2.3438,2.5848,2.6617,2.7545,2.8526,2.9594,3.0125,3.0022,2.9863,2.9879
2021-10-26,1.5355,2.3425,2.5803,2.6625,2.7497,2.8396,2.9529,3.0125,2.9987,2.9776,2.978
2021-10-27,1.4355,2.3375,2.5814,2.6742,2.761,2.847,2.9575,3.015,3.0003,2.9779,2.9781
2021-10-28,1.5355,2.3375,2.5795,2.6718,2.755,2.8365,2.9439,3.0,2.987,2.9672,2.9682
2021-10-29,1.7,2.31,2.5858,2.6857,2.7668,2.8438,2.9511,3.0075,2.9935,2.9725,2.9732
2021-11-01,1.7,2.3151,2.5724,2.6684,2.7431,2.8134,2.9204,2.9775,2.9634,2.9423,2.9435
2021-11-02,1.72,2.3051,2.5627,2.6436,2.7137,2.7831,2.8913,2.95,2.9393,2.9236,2.9259
2021-11-03,1.735,2.3001,2.5586,2.6568,2.7302,2.7986,2.9027,2.9575,2.9486,2.9355,2.9385
2021-11-04,1.685,2.3002,2.5489,2.6382,2.7087,2.7759,2.8814,2.9375,2.9312,2.9221,2.9261
2021-11-05,1.635,2.2852,2.5189,2.6111,2.673,2.7299,2.8421,2.905,2.8978,2.8873,2.8911
2021-11-08,1.63,2.2804,2.5209,2.6206,2.6838,2.741,2.8563,2.9199,2.9109,2.8978,2.9013
2021-11-09,1.6013,2.2905,2.5262,2.623,2.6885,2.749,2.8601,2.9199,2.9099,2.8956,2.8988
2021-11-10,1.7,2.2906,2.535,2.6248,2.6913,2.7547,2.8688,2.9299,2.9217,2.91,2.9139
2021-11-11,1.74,2.2907,2.5378,2.6424,2.7091,2.7698,2.8826,2.9425,2.9379,2.9314,2.9365
2021-11-12,1.715,2.2759,2.5366,2.6373,2.7063,2.7705,2.8819,2.94,2.9372,2.9333,2.9391
2021-11-15,1.646,2.2737,2.5303,2.6129,2.6852,2.757,2.8671,2.9225,2.9216,2.9203,2.9269
2021-11-16,1.7,2.2688,2.5232,2.6057,2.6779,2.7499,2.863,2.92,2.9191,2.9178,2.9244
2021-11-17,1.78,2.2814,2.523,2.6118,2.6841,2.7551,2.8667,2.9225,2.9225,2.9225,2.9295
2021-11-18,1.68,2.2716,2.5189,2.607,2.6766,2.7442,2.8484,2.903,2.9065,2.9074,2.9146
2021-11-19,1.705,2.2618,2.5281,2.6149,2.6883,2.7608,2.871,2.925,2.9242,2.9232,2.9302
2021-11-22,1.7,2.2523,2.5117,2.5981,2.6713,2.7443,2.8575,2.9124,2.9052,2.8936,2.8876
2021-11-23,1.7024,2.25,2.5152,2.6067,2.6772,2.7464,2.8582,2.9124,2.9052,2.8935,2.8875
2021-11-24,1.6514,2.2426,2.4999,2.5768,2.6448,2.714,2.8302,2.8874,2.8794,2.8666,2.86
2021-11-25,1.6015,2.2477,2.4947,2.5794,2.644,2.7087,2.8267,2.8854,2.8765,2.8622,2.855
2021-11-26,1.5,2.2427,2.4739,2.5549,2.6162,2.6781,2.7944,2.8524,2.8428,2.8277,2.82
2021-11-29,1.5,2.246,2.4913,2.5703,2.6275,2.6854,2.8004,2.8573,2.8477,2.8326,2.825
2021-11-30,1.75,2.2463,2.5028,2.5864,2.6393,2.692,2.8042,2.8598,2.8494,2.8331,2.825
2021-12-01,1.6,2.2443,2.5144,2.5999,2.6566,2.7129,2.822,2.8748,2.8644,2.8481,2.8401
2021-12-02,1.59,2.2446,2.5206,2.6148,2.6804,2.7444,2.8444,2.8898,2.8809,2.8669,2.8601
2021-12-03,1.584,2.255,2.5364,2.624,2.6911,2.7573,2.8558,2.8998,2.8908,2.8769,2.8701
2021-12-06,1.584,2.2452,2.4951,2.5842,2.643,2.7015,2.8032,2.8498,2.8399,2.8248,2.8176
2021-12-07,1.584,2.251,2.5249,2.603,2.6661,2.7301,2.8318,2.8773,2.8674,2.8523,2.8451
2021-12-08,1.65,2.2658,2.5318,2.6136,2.6765,2.74,2.8401,2.8848,2.8757,2.8617,2.8551
2021-12-09,1.65,2.2767,2.529,2.6113,2.6714,2.7325,2.8343,2.8798,2.8714,2.8586,2.8526
2021-12-10,1.6342,2.2767,2.5182,2.5956,2.6586,2.7236,2.8267,2.8723,2.8631,2.8491,2.8426
2021-12-13,1.6992,2.3015,2.516,2.5877,2.6536,2.7232,2.8339,2.8823,2.8738,2.861,2.8552
2021-12-14,1.6352,2.298,2.4895,2.5751,2.6375,2.7035,2.8203,2.8723,2.8645,2.8529,2.8477
2021-12-15,1.6378,2.3101,2.4774,2.5686,2.6335,2.7023,2.822,2.8748,2.867,2.8554,2.8502
2021-12-16,1.7,2.3108,2.486,2.5733,2.6383,2.7076,2.8273,2.8798,2.8728,2.8623,2.8577
2021-12-17,1.446,2.3209,2.477,2.5726,2.6426,2.7163,2.8327,2.8822,2.8723,2.8577,2.8512
2021-12-20,1.4415,2.3572,2.5014,2.5918,2.6579,2.7276,2.8351,2.8797,2.8712,2.8587,2.8533
2021-12-21,1.3915,2.3828,2.5091,2.5893,2.6534,2.722,2.8282,2.8723,2.8653,2.8551,2.8508
2021-12-22,1.4051,2.3657,2.4893,2.5755,2.6367,2.7024,2.8099,2.8547,2.8468,2.8352,2.8303
2021-12-23,1.3354,2.3336,2.4703,2.5463,2.6078,2.6755,2.791,2.8397,2.8314,2.8194,2.8143
2021-12-24,1.5444,2.3386,2.4819,2.5596,2.6194,2.6855,2.8011,2.8497,2.84,2.8261,2.8203
2021-12-27,1.5444,2.3541,2.4662,2.5445,2.6044,2.6713,2.7869,2.8347,2.8275,2.817,2.8128
2021-12-28,1.8444,2.3444,2.4589,2.5308,2.5897,2.6565,2.7737,2.8222,2.8149,2.8045,2.8004
2021-12-29,1.8444,2.3353,2.4168,2.5066,2.5628,2.6272,2.7508,2.8023,2.7966,2.7885,2.7854
2021-12-30,1.7774,2.2936,2.3751,2.4614,2.5279,2.6026,2.727,2.7773,2.7733,2.7675,2.7654
2021-12-31,1.7774,2.2429,2.3722,2.4584,2.53,2.6092,2.7332,2.7824,2.7799,2.7765,2.7754
2022-01-04,1.6744,2.2529,2.3595,2.4438,2.5243,2.6127,2.7376,2.785,2.785,2.785,2.7855
2022-01-05,1.7344,2.2284,2.3766,2.449,2.5429,2.6423,2.7573,2.8008,2.8031,2.8039,2.8045
2022-01-06,1.7644,2.2303,2.4,2.4812,2.5668,2.6585,2.7744,2.818,2.8194,2.8199,2.8205
2022-01-07,1.7591,2.2295,2.3965,2.4734,2.5607,2.6544,2.7717,2.8155,2.8169,2.8174,2.8181
2022-01-10,1.78,2.2143,2.3738,2.4513,2.5358,2.6281,2.7527,2.8011,2.8039,2.8049,2.8056
2022-01-11,1.7369,2.1957,2.3387,2.4229,2.5127,2.6096,2.7334,2.7852,2.7922,2.7945,2.7957
2022-01-12,1.7249,2.1898,2.3396,2.4231,2.513,2.6104,2.7362,2.7872,2.7928,2.7947,2.7957
2022-01-13,1.9,2.1812,2.362,2.4266,2.511,2.6026,2.7216,2.7733,2.7816,2.7844,2.7858
2022-01-14,1.8687,2.1721,2.3658,2.4298,2.5185,2.6125,2.723,2.775,2.7872,2.7913,2.7935
2022-01-17,1.8408,2.1566,2.3372,2.4162,2.5002,2.5922,2.7144,2.7696,2.7804,2.784,2.786
2022-01-18,1.75,2.0501,2.2717,2.3542,2.4149,2.4895,2.631,2.7092,2.7303,2.7373,2.7415
2022-01-19,1.7599,2.0401,2.2234,2.332,2.4148,2.4895,2.6225,2.7032,2.7217,2.7279,2.7314
2022-01-20,1.86,2.0204,2.2107,2.3038,2.3912,2.4745,2.5998,2.6847,2.7117,2.7206,2.7271
2022-01-21,1.888,2.0018,2.1542,2.2614,2.3485,2.4295,2.5634,2.6596,2.6914,2.7019,2.71
2022-01-24,1.76,1.9502,2.1222,2.2188,2.2897,2.3527,2.5063,2.6213,2.6556,2.6669,2.6751
2022-01-25,1.66,1.9656,2.1613,2.261,2.3348,2.4006,2.5393,2.6435,2.6776,2.6888,2.6979
2022-01-26,1.66,1.9807,2.191,2.2653,2.3434,2.4188,2.5713,2.673,2.6999,2.7088,2.7146
2022-01-27,1.66,1.9936,2.1811,2.2815,2.3554,2.4215,2.5804,2.6893,2.7187,2.7283,2.7348
2022-01-28,1.64,1.9507,2.1411,2.2415,2.3154,2.3815,2.5473,2.6587,2.687,2.6963,2.7021
2022-01-29,1.695,1.9512,2.1275,2.2327,2.3047,2.3682,2.5358,2.6521,2.6838,2.6942,2.7013
2022-01-30,1.73,1.9514,2.1317,2.2318,2.3017,2.3634,2.5386,2.6555,2.6843,2.6938,2.6997
2022-02-07,1.5505,1.9472,2.1697,2.2697,2.3456,2.4142,2.5719,2.6769,2.7077,2.7178,2.7256
2022-02-08,1.4825,1.9049,2.1888,2.278,2.3519,2.4193,2.5789,2.6801,2.7074,2.7162,2.7227
2022-02-09,1.35,1.9001,2.2015,2.299,2.3709,2.4345,2.5909,2.6902,2.7173,2.7262,2.7328
2022-02-10,1.339,1.8837,2.2069,2.2965,2.3781,2.4318,2.5892,2.6903,2.7174,2.7262,2.7328
2022-02-11,1.478,1.9192,2.2708,2.3465,2.4286,2.5001,2.668,2.7605,2.7791,2.7852,2.7891
