""
end_out
,1,2,3,6,12
-30,0.009673518742442563,0.06712774613506917,0.12931034482758622,0.2413647851727043,0.44271758436944936
-20,0.06166868198307134,0.161106590724166,0.24548440065681446,0.35425442291491155,0.5186500888099467
-15,0.12212817412333736,0.24898291293734745,0.3148604269293924,0.42207245155855094,0.5448490230905861
-10,0.23458282950423218,0.3425549227013832,0.38711001642036125,0.5050547598989048,0.5768206039076377
-5,0.3889560661023781,0.43978844589096827,0.46551724137931033,0.5812973883740522,0.6074600355239786
0,0.45425231761386536,0.45931651749389746,0.4433497536945813,0.36520640269587196,0.36101243339253997
5,0.309552599758162,0.35842148087876324,0.3768472906403941,0.32855939342881213,0.31705150976909413
10,0.19266424828698106,0.2754271765663141,0.3099343185550082,0.3020219039595619,0.28507992895204265
15,0.12091898428053205,0.19772172497965826,0.24343185550082103,0.2695871946082561,0.2730905861456483
20,0.07174526400644901,0.1338486574450773,0.20730706075533661,0.2489469250210615,0.2650976909413854
30,0.020959290608625555,0.06631407648494711,0.10714285714285714,0.2000842459983151,0.24422735346358793
""
not_out
,1,2,3,6,12
30,0.9431680773881499,0.7762408462164361,0.6165845648604269,0.3251895534962089,0.06261101243339254
20,0.7654171704957679,0.5272579332790887,0.3181444991789819,0.10151642796967145,0.003552397868561279
15,0.6158806932688432,0.305939788445891,0.14203612479474548,0.02401010951979781,0.0
10,0.36920596533655786,0.11432058584214809,0.038177339901477834,0.0008424599831508003,0.0
5,0.06489318823055219,0.003661513425549227,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0
