,PRE_CLOSE,OPEN,HIGH,LOW,CLOSE,VOLUME,AMT,VWAP,PRE_SETTLE,SETTLE,OI,LTDATE_NEW
2017-09-12,95.175,95.155,95.155,95.155,95.155,1.0,951550.0,95.155,95.085,95.155,1.0,2018-06-08
2017-09-13,95.155,95.15,95.15,95.1,95.1,2.0,1902500.0,95.125,95.155,95.1,2.0,2018-06-08
2017-09-14,95.1,95.15,95.15,95.1,95.1,0.0,0.0,95.125,95.1,95.435,2.0,2018-06-08
2017-09-15,95.1,95.15,95.15,95.1,95.1,0.0,0.0,95.125,95.435,95.45,2.0,2018-06-08
2017-09-18,95.1,95.9,95.9,95.39,95.395,5.0,4774900.0,95.498,95.45,95.395,5.0,2018-06-08
2017-09-19,95.395,95.4,95.4,95.4,95.4,1.0,954000.0,95.4,95.395,95.4,5.0,2018-06-08
2017-09-20,95.4,95.395,95.395,95.395,95.395,1.0,953950.0,95.395,95.4,95.395,6.0,2018-06-08
2017-09-21,95.395,95.38,95.39,95.085,95.19,8.0,7620450.0,95.255625,95.395,95.19,11.0,2018-06-08
2017-09-22,95.19,95.33,95.375,95.32,95.375,4.0,3813950.0,95.34875,95.19,95.355,14.0,2018-06-08
2017-09-25,95.375,95.475,95.52,95.475,95.52,17.0,16232900.0,95.48764705882353,95.355,95.515,31.0,2018-06-08
2017-09-26,95.52,95.48,95.48,95.48,95.48,1.0,954800.0,95.48,95.515,95.48,32.0,2018-06-08
2017-09-27,95.48,96.27,96.27,95.405,95.46,5.0,4779700.0,95.594,95.48,95.46,32.0,2018-06-08
2017-09-28,95.46,95.49,95.535,95.49,95.53,3.0,2865550.0,95.51833333333333,95.46,95.53,33.0,2018-06-08
2017-09-29,95.53,95.51,95.51,95.505,95.505,2.0,1910149.9999999998,95.5075,95.53,95.505,33.0,2018-06-08
2017-10-09,95.505,95.4,95.445,95.265,95.275,18.0,17161350.0,95.34083333333334,95.505,95.29,26.0,2018-06-08
2017-10-10,95.275,95.27,95.31,95.26,95.31,7.0,6670000.0,95.28571428571428,95.29,95.295,28.0,2018-06-08
