,PRE_CLOSE,OPEN,HIGH,LOW,CLOSE,VOLUME,AMT,VWAP,PRE_SETTLE,SETTLE,OI,LTDATE_NEW
2018-03-14,93.005,92.88,93.745,92.86,93.745,4.0,3732250.0,93.30625,92.765,93.305,4.0,2018-12-14
2018-03-15,93.745,92.985,93.055,92.985,93.055,2.0,1860400.0,93.02,93.305,93.02,5.0,2018-12-14
2018-03-16,93.055,92.985,93.055,92.985,93.055,0.0,0.0,93.02,93.02,93.015,5.0,2018-12-14
2018-03-19,93.055,92.985,93.055,92.985,93.055,0.0,0.0,93.02,93.015,93.065,5.0,2018-12-14
2018-03-20,93.055,93.11,93.305,93.11,93.305,5.0,4659750.0,93.195,93.065,93.305,9.0,2018-12-14
2018-03-21,93.305,93.11,93.305,93.11,93.305,0.0,0.0,93.195,93.305,93.355,9.0,2018-12-14
2018-03-22,93.305,93.585,93.585,93.41,93.515,4.0,3740400.0,93.51,93.355,93.52,12.0,2018-12-14
2018-03-23,93.515,93.845,94.01,93.845,93.94,5.0,4697450.0,93.949,93.52,93.96,13.0,2018-12-14
2018-03-26,93.94,93.99,93.99,93.935,93.935,2.0,1879250.0,93.9625,93.96,93.935,13.0,2018-12-14
2018-03-27,93.935,93.99,93.99,93.935,93.935,0.0,0.0,93.9625,93.935,93.865,13.0,2018-12-14
2018-03-28,93.935,93.915,93.915,93.915,93.915,1.0,939150.0000000001,93.915,93.865,93.915,14.0,2018-12-14
2018-03-29,93.915,93.915,93.915,93.915,93.915,0.0,0.0,93.915,93.915,93.735,14.0,2018-12-14
2018-03-30,93.915,93.915,93.915,93.915,93.915,0.0,0.0,93.915,93.735,93.865,14.0,2018-12-14
2018-04-02,93.915,93.915,93.915,93.915,93.915,0.0,0.0,93.915,93.865,93.8,14.0,2018-12-14
2018-04-03,93.915,93.915,93.915,93.915,93.915,0.0,0.0,93.915,93.8,93.61,14.0,2018-12-14
2018-04-04,93.915,93.485,93.815,93.485,93.815,4.0,3744700.0000000005,93.6175,93.61,93.815,15.0,2018-12-14
2018-04-09,93.815,93.485,93.815,93.485,93.815,0.0,0.0,93.6175,93.815,94.065,15.0,2018-12-14
2018-04-10,93.815,93.485,93.815,93.485,93.815,0.0,0.0,93.6175,94.065,93.73,15.0,2018-12-14
2018-04-11,93.815,93.485,93.815,93.485,93.815,0.0,0.0,93.6175,93.73,93.91,15.0,2018-12-14
2018-04-12,93.815,93.485,93.815,93.485,93.815,0.0,0.0,93.6175,93.91,94.005,15.0,2018-12-14
2018-04-13,93.815,93.98,94.0,93.98,94.0,3.0,2819700.0000000005,93.99000000000001,94.005,93.99,16.0,2018-12-14
2018-04-16,94.0,93.855,94.33,93.855,94.33,12.0,11296500.0,94.1375,93.99,94.31,21.0,2018-12-14
2018-04-17,94.33,94.22,94.34,94.16,94.285,6.0,5655150.0,94.2525,94.31,94.31,22.0,2018-12-14
2018-04-18,94.285,95.0,95.435,94.975,95.345,48.0,45669850.0,95.14552083333334,94.31,95.39,39.0,2018-12-14
2018-04-19,95.345,95.13,95.185,94.855,95.09,16.0,15208900.000000002,95.055625,95.39,95.09,44.0,2018-12-14
2018-04-20,95.09,94.995,95.09,94.995,95.045,6.0,5702050.0,95.03416666666666,95.09,95.06,44.0,2018-12-14
2018-04-23,95.045,94.93,94.93,94.7,94.78,7.0,6635950.0,94.79928571428572,95.06,94.78,43.0,2018-12-14
2018-04-24,94.78,94.86,94.95,94.8,94.95,7.0,6641150.0,94.87357142857144,94.78,94.95,46.0,2018-12-14
2018-04-25,94.95,94.8,94.8,94.6,94.6,14.0,13258150.0,94.70107142857144,94.95,94.62,48.0,2018-12-14
