,PRE_CLOSE,OPEN,HIGH,LOW,CLOSE,VOLUME,AMT,VWAP,PRE_SETTLE,SETTLE,OI,LTDATE_NEW
2021-12-14,99.505,99.71,99.73,99.695,99.73,7.0,6980450.0,99.72071428571428,99.505,99.73,6.0,2022-09-09
2021-12-15,99.73,99.71,99.73,99.695,99.73,0.0,0.0,99.72071428571428,99.73,99.715,6.0,2022-09-09
2021-12-16,99.73,99.63,99.635,99.55,99.56,41.0,40822500.0,99.5670731707317,99.715,99.56,24.0,2022-09-09
2021-12-17,99.56,99.645,99.745,99.585,99.745,21.0,20921750.0,99.62738095238095,99.56,99.745,29.0,2022-09-09
2021-12-20,99.745,99.535,99.7,99.505,99.65,9.0,8962350.0,99.58166666666666,99.745,99.65,30.0,2022-09-09
2021-12-21,99.65,99.625,99.645,99.58,99.645,24.0,23904200.0,99.60083333333334,99.65,99.645,38.0,2022-09-09
2021-12-22,99.645,99.8,99.915,99.8,99.915,2.0,1997150.0,99.8575,99.645,99.915,39.0,2022-09-09
2021-12-23,99.915,99.97,100.08,99.97,100.055,158.0,158071750.0,100.04541139240506,99.915,100.04,51.0,2022-09-09
2021-12-24,100.055,100.04,100.08,99.94,99.97,193.0,193008500.0,100.00440414507771,100.04,99.955,54.0,2022-09-09
2021-12-27,99.97,100.155,100.22,100.0,100.0,19.0,19029050.0,100.1528947368421,99.955,100.125,68.0,2022-09-09
2021-12-28,100.0,100.035,100.165,100.035,100.12,184.0,184164850.0,100.08959239130435,100.125,100.125,74.0,2022-09-09
2021-12-29,100.12,100.19,100.24,100.155,100.19,965.0,966912350.0,100.19817098445596,100.125,100.195,151.0,2022-09-09
2021-12-30,100.19,100.505,100.505,100.135,100.415,1185.0,1188350800.0,100.28276793248946,100.195,100.375,209.0,2022-09-09
2021-12-31,100.415,100.33,100.43,100.245,100.365,632.0,634247600.0,100.3556329113924,100.375,100.375,306.0,2022-09-09
2022-01-04,100.365,100.235,100.32,100.155,100.32,591.0,592281500.0,100.2168358714044,100.375,100.27,323.0,2022-09-09
2022-01-05,100.32,100.305,100.335,100.13,100.19,549.0,550527800.0,100.27828779599272,100.27,100.18,366.0,2022-09-09
2022-01-06,100.19,100.005,100.09,99.95,99.975,276.0,275995700.0,99.99844202898551,100.18,99.965,418.0,2022-09-09
2022-01-07,99.975,100.02,100.065,99.93,99.965,395.0,395114450.0,100.0289746835443,99.965,99.965,446.0,2022-09-09
2022-01-10,99.965,100.09,100.14,100.055,100.135,58.0,58062250.0,100.10732758620689,99.965,100.125,446.0,2022-09-09
2022-01-11,100.135,100.075,100.195,100.01,100.19,129.0,129140800.0,100.10914728682171,100.125,100.175,457.0,2022-09-09
2022-01-12,100.19,100.19,100.21,100.1,100.12,123.0,123217950.0,100.17719512195121,100.175,100.115,422.0,2022-09-09
2022-01-13,100.12,100.12,100.145,100.08,100.11,63.0,63068200.0,100.10825396825396,100.115,100.115,427.0,2022-09-09
2022-01-14,100.11,100.11,100.205,100.035,100.11,90.0,90089250.0,100.09916666666666,100.115,100.105,426.0,2022-09-09
2022-01-17,100.11,100.255,100.255,100.08,100.1,247.0,247275700.0,100.11161943319838,100.105,100.1,442.0,2022-09-09
2022-01-18,100.1,100.185,100.39,100.165,100.37,260.0,260705099.99999997,100.2711923076923,100.1,100.305,459.0,2022-09-09
2022-01-19,100.37,100.58,100.66,100.485,100.56,261.0,262543250.0,100.59128352490421,100.305,100.58,489.0,2022-09-09
2022-01-20,100.56,100.515,100.615,100.485,100.53,150.0,150786900.0,100.5246,100.58,100.535,491.0,2022-09-09
2022-01-21,100.53,100.6,100.75,100.535,100.715,66.0,66422600.0,100.64030303030303,100.535,100.7,494.0,2022-09-09
2022-01-24,100.715,100.805,100.915,100.76,100.895,772.0,778492450.0,100.84099093264248,100.7,100.89,560.0,2022-09-09
2022-01-25,100.895,100.87,100.87,100.725,100.845,228.0,229824400.0,100.8001754385965,100.89,100.815,573.0,2022-09-09
2022-01-26,100.845,100.755,100.795,100.53,100.57,114.0,114711150.0,100.62381578947368,100.815,100.555,600.0,2022-09-09
2022-01-27,100.57,100.53,100.63,100.43,100.455,72.0,72370250.0,100.51423611111112,100.555,100.49,600.0,2022-09-09
2022-01-28,100.455,100.515,100.78,100.505,100.78,149.0,149968400.0,100.64993288590604,100.49,100.72,631.0,2022-09-09
2022-02-07,100.78,100.62,100.685,100.32,100.58,242.0,243238200.0,100.51165289256198,100.72,100.62,723.0,2022-09-09
2022-02-08,100.58,100.625,100.735,100.55,100.595,143.0,143950350.0,100.66458041958042,100.62,100.615,721.0,2022-09-09
2022-02-09,100.595,100.5,100.58,100.44,100.48,220.0,221117200.0,100.50781818181818,100.615,100.485,788.0,2022-09-09
2022-02-10,100.48,100.69,100.69,100.47,100.485,135.0,135705350.0,100.52248148148148,100.485,100.485,843.0,2022-09-09
2022-02-11,100.485,100.09,100.16,99.935,100.065,868.0,868378300.0,100.04358294930876,100.485,100.035,1423.0,2022-09-09
2022-02-14,100.065,100.125,100.15,99.95,99.98,1072.0,1072575900.0,100.05372201492537,100.035,99.975,2248.0,2022-09-09
2022-02-15,99.98,99.96,100.125,99.955,99.98,371.0,371183850.0,100.04955525606469,99.975,100.05,2414.0,2022-09-09
2022-02-16,99.98,100.02,100.125,99.91,100.09,606.0,606210050.0,100.03466171617163,100.05,100.0,2702.0,2022-09-09
2022-02-17,100.09,100.145,100.23,100.135,100.155,186.0,186333150.0,100.1791129032258,100.0,100.155,2713.0,2022-09-09
2022-02-18,100.155,100.075,100.245,99.98,99.98,293.0,293257400.0,100.08784982935154,100.155,100.03,2781.0,2022-09-09
2022-02-21,99.98,99.98,99.995,99.505,99.54,1465.0,1461564700.0,99.76550853242321,100.03,99.71,3128.0,2022-09-09
2022-02-22,99.54,99.575,99.665,99.5,99.58,1061.0,1056765800.0,99.60092365692742,99.71,99.585,3362.0,2022-09-09
2022-02-23,99.58,99.74,99.8,99.68,99.76,1206.0,1202597450.0,99.71786484245439,99.585,99.76,3998.0,2022-09-09
2022-02-24,99.76,99.86,99.98,99.765,99.78,1023.0,1021612550.0,99.8643743890518,99.76,99.81,3870.0,2022-09-09
2022-02-25,99.78,99.75,99.94,99.735,99.925,1286.0,1283946500.0,99.84031881804043,99.81,99.905,4429.0,2022-09-09
2022-02-28,99.925,99.99,100.07,99.925,99.93,815.0,814946100.0,99.99338650306748,99.905,99.96,4365.0,2022-09-09
2022-03-01,99.93,99.96,99.96,99.695,99.715,2623.0,2616935350.0,99.76878955394587,99.96,99.72,5419.0,2022-09-09
2022-03-02,99.715,99.66,99.705,99.58,99.65,1564.0,1558428200.0,99.64374680306905,99.72,99.635,5750.0,2022-09-09
2022-03-03,99.65,99.63,99.64,99.305,99.335,2582.0,2568769600.0,99.48759101471728,99.635,99.375,6914.0,2022-09-09
2022-03-04,99.335,99.42,99.585,99.315,99.52,1670.0,1660893500.0,99.45470059880239,99.375,99.505,7138.0,2022-09-09
2022-03-07,99.52,99.45,99.69,99.335,99.585,4344.0,4321592100.0,99.48416436464088,99.505,99.61,8289.0,2022-09-09
2022-03-08,99.585,99.645,99.715,99.575,99.695,2848.0,2838080150.0,99.65169066011237,99.61,99.67,8659.0,2022-09-09
2022-03-09,99.695,99.6,99.6,99.26,99.45,4507.0,4481389250.0,99.43175615708898,99.67,99.425,9180.0,2022-09-09
2022-03-10,99.45,99.45,99.595,99.345,99.365,2501.0,2487534550.0,99.46159736105558,99.425,99.385,9452.0,2022-09-09
2022-03-11,99.365,99.33,99.935,99.24,99.89,5846.0,5821571850.000001,99.58213906944921,99.385,99.755,10026.0,2022-09-09
2022-03-14,99.89,100.18,100.35,100.16,100.335,4344.0,4355806200.0,100.2717817679558,99.755,100.305,10076.0,2022-09-09
2022-03-15,100.335,100.0,100.345,99.795,99.89,5982.0,5985908800.0,100.06534269475091,100.305,99.89,10288.0,2022-09-09
2022-03-16,99.89,99.83,100.285,99.63,100.02,6341.0,6334374950.0,99.89552042264627,99.89,100.025,10484.0,2022-09-09
2022-03-17,100.02,100.01,100.105,99.93,100.06,4036.0,4036804300.0,100.01992814667989,100.025,100.04,10939.0,2022-09-09
2022-03-18,100.06,100.12,100.28,100.02,100.23,3908.0,3913812350.0,100.14872952917094,100.04,100.225,11641.0,2022-09-09
2022-03-21,100.23,100.12,100.16,100.02,100.065,4021.0,4024337550.0,100.08300298433225,100.225,100.065,12574.0,2022-09-09
2022-03-22,100.065,99.99,99.99,99.74,99.745,4064.0,4057392849.9999995,99.83742249015746,100.065,99.795,13421.0,2022-09-09
2022-03-23,99.745,99.88,99.985,99.785,99.83,3249.0,3244425550.0,99.85920437057555,99.795,99.855,13671.0,2022-09-09
2022-03-24,99.83,99.83,100.04,99.735,100.03,3712.0,3706716250.0,99.85765759698276,99.855,99.975,14021.0,2022-09-09
2022-03-25,100.03,99.965,100.13,99.96,100.09,3406.0,3408467100.0,100.0724339401057,99.975,100.095,14764.0,2022-09-09
2022-03-28,100.09,100.195,100.21,100.065,100.125,3756.0,3761268600.0,100.14027156549521,100.095,100.12,14929.0,2022-09-09
2022-03-29,100.125,100.15,100.195,100.065,100.15,2484.0,2487370950.0,100.13570652173914,100.12,100.125,14995.0,2022-09-09
2022-03-30,100.15,100.195,100.38,100.17,100.335,3623.0,3632910349.9999995,100.27353988407397,100.125,100.325,15520.0,2022-09-09
2022-03-31,100.335,100.35,100.35,100.05,100.12,3245.0,3251203500.0,100.19117103235747,100.325,100.11,15980.0,2022-09-09
2022-04-01,100.12,100.185,100.335,100.14,100.245,1623.0,1626986700.0000002,100.24563770794825,100.11,100.265,16078.0,2022-09-09
2022-04-06,100.245,100.28,100.435,100.25,100.355,5004.0,5022385100.0,100.36740807354117,100.265,100.35,17422.0,2022-09-09
2022-04-07,100.355,100.565,100.58,100.365,100.545,4183.0,4200964500.0,100.42946449916327,100.35,100.485,18019.0,2022-09-09
2022-04-08,100.545,100.545,100.57,100.395,100.445,1999.0,2008800200.0,100.49025512756378,100.485,100.445,18111.0,2022-09-09
2022-04-11,100.445,100.48,100.51,100.225,100.25,3642.0,3653977350.0,100.32886738056013,100.445,100.27,18640.0,2022-09-09
2022-04-12,100.25,100.2,100.61,100.02,100.13,5615.0,5631564200.0,100.29499910952805,100.27,100.13,18640.0,2022-09-09
2022-04-13,100.13,100.135,100.325,100.135,100.3,1483.0,1486829250.0,100.2582097100472,100.13,100.28,18577.0,2022-09-09
2022-04-14,100.3,100.39,100.46,100.295,100.34,3117.0,3129380900.0000005,100.39720564645494,100.28,100.37,18428.0,2022-09-09
2022-04-15,100.34,100.23,100.445,100.215,100.29,3417.0,3427993400.0000005,100.3217266608136,100.37,100.32,18612.0,2022-09-09
2022-04-18,100.29,100.1,100.12,99.835,99.855,4906.0,4903454550.0,99.94811557276805,100.32,99.855,19013.0,2022-09-09
2022-04-19,99.855,99.9,99.95,99.765,99.83,5201.0,5193198050.0,99.84999134781772,99.855,99.815,20112.0,2022-09-09
2022-04-20,99.83,99.8,99.825,99.73,99.78,3915.0,3906343250.0,99.77888250319285,99.815,99.795,20817.0,2022-09-09
2022-04-21,99.78,99.75,99.915,99.75,99.87,3075.0,3070848800.0,99.86500162601625,99.795,99.885,21507.0,2022-09-09
2022-04-22,99.87,99.91,99.91,99.65,99.72,3924.0,3914883449.9999995,99.7676720183486,99.885,99.7,22399.0,2022-09-09
2022-04-25,99.72,99.85,99.965,99.8,99.92,6767.0,6759479399.999999,99.88886360277817,99.7,99.885,23222.0,2022-09-09
2022-04-26,99.92,99.93,99.93,99.805,99.83,7867.0,7855405400.0,99.85261726198043,99.885,99.825,26525.0,2022-09-09
2022-04-27,99.83,99.77,99.815,99.675,99.72,10593.0,10565589100.0,99.741235721703,99.825,99.745,31408.0,2022-09-09
2022-04-28,99.72,99.7,99.7,99.6,99.62,9939.0,9903626450.0,99.64409347016802,99.745,99.625,34876.0,2022-09-09
2022-04-29,99.62,99.68,99.85,99.68,99.84,14545.0,14513387000.0,99.78265383293228,99.625,99.82,37200.0,2022-09-09
2022-05-05,99.84,99.8,99.95,99.775,99.92,11016.0,11004956500.0,99.8997503631082,99.82,99.91,38812.0,2022-09-09
2022-05-06,99.92,99.9,99.99,99.8,99.975,14049.0,14031728550.0,99.87706278026906,99.91,99.94,43049.0,2022-09-09
2022-05-09,99.975,99.975,100.065,99.945,100.055,15226.0,15227070450.0,100.00703040851175,99.94,100.03,48576.0,2022-09-09
2022-05-10,100.055,100.08,100.265,100.08,100.23,25718.0,25759835299.999996,100.16266933665136,100.03,100.21,59898.0,2022-09-09
2022-05-11,100.23,100.16,100.185,99.975,100.06,30504.0,30526034100.0,100.0722334775767,100.21,100.015,69158.0,2022-09-09
2022-05-12,100.06,100.08,100.225,100.075,100.195,26105.0,26145064400.0,100.15347404711741,100.015,100.19,78034.0,2022-09-09
2022-05-13,100.195,100.23,100.325,100.05,100.065,33618.0,33688324200.0,100.20918615027664,100.19,100.13,86056.0,2022-09-09
2022-05-16,100.065,100.0,100.12,99.95,100.115,32245.0,32253896200.0,100.02758939370446,100.13,100.075,95383.0,2022-09-09
2022-05-17,100.115,100.15,100.215,100.105,100.155,31667.0,31718872300.0,100.16380553888906,100.075,100.175,104060.0,2022-09-09
2022-05-18,100.155,100.175,100.38,100.175,100.37,53117.0,53274707750.0,100.29690635766327,100.175,100.295,119072.0,2022-09-09
2022-05-19,100.37,100.45,100.51,100.28,100.38,66160.0,66415593750.0,100.38632670798066,100.295,100.345,132395.0,2022-09-09
2022-05-20,100.38,100.26,100.32,100.19,100.275,66909.0,67076579000.0,100.25045808486152,100.345,100.245,139968.0,2022-09-09
2022-05-23,100.275,100.35,100.495,100.35,100.48,51662.0,51887341800.0,100.43618481669311,100.245,100.455,144695.0,2022-09-09
2022-05-24,100.48,100.44,100.55,100.43,100.515,46424.0,46657024050.0,100.50194737635705,100.455,100.485,149162.0,2022-09-09
2022-05-25,100.515,100.53,100.675,100.53,100.6,59547.0,59915862350.0,100.61944741128856,100.485,100.625,153103.0,2022-09-09
2022-05-26,100.6,100.85,100.995,100.805,100.965,69417.0,70026672850.0,100.87827599867467,100.625,100.93,155143.0,2022-09-09
2022-05-27,100.965,100.92,100.995,100.825,100.97,53065.0,53549623250.0,100.91326345048526,100.93,100.955,156590.0,2022-09-09
2022-05-30,100.97,100.795,100.8,100.695,100.765,53760.0,54155224200.0,100.7351640625,100.955,100.74,155876.0,2022-09-09
2022-05-31,100.765,100.665,100.67,100.46,100.52,62920.0,63258473050.0,100.53794191036236,100.74,100.49,156877.0,2022-09-09
2022-06-01,100.52,100.58,100.59,100.45,100.45,41617.0,41833315300.0,100.51977629334166,100.49,100.47,157310.0,2022-09-09
2022-06-02,100.45,100.45,100.585,100.355,100.385,57199.0,57472809100.0,100.47869560656655,100.47,100.405,159101.0,2022-09-09
2022-06-06,100.385,100.405,100.455,100.255,100.265,52125.0,52307520700.0,100.35015961630695,100.405,100.29,161267.0,2022-09-09
2022-06-07,100.265,100.25,100.445,100.225,100.43,54208.0,54397610950.0,100.34978407246163,100.29,100.395,159177.0,2022-09-09
2022-06-08,100.43,100.375,100.475,100.34,100.38,47326.0,47513176200.0,100.3955039513164,100.395,100.385,161667.0,2022-09-09
2022-06-09,100.38,100.36,100.565,100.35,100.49,63133.0,63425313200.0,100.46301173712638,100.385,100.515,164214.0,2022-09-09
2022-06-10,100.49,100.515,100.575,100.395,100.415,52823.0,53077061500.0,100.48096757094449,100.515,100.42,164576.0,2022-09-09
2022-06-13,100.415,100.405,100.44,100.325,100.355,37675.0,37818148150.0,100.37995527538155,100.42,100.37,165248.0,2022-09-09
2022-06-14,100.355,100.28,100.37,100.23,100.35,51925.0,52075750400.0,100.290323350987,100.37,100.33,164835.0,2022-09-09
2022-06-15,100.35,100.31,100.34,100.155,100.225,74086.0,74252323400.0,100.22450044542828,100.33,100.22,167320.0,2022-09-09
2022-06-16,100.225,100.275,100.345,100.255,100.335,48245.0,48392385500.0,100.30549383355788,100.22,100.295,165228.0,2022-09-09
